"zone";"area_building_commercial_industrial";"area_building_commercial_innercity";"area_building_highrise";"area_building_lightweight";"area_building_multifamily";"area_building_singlefamily";"area_building_skyscraper";"area_other_airport";"area_other_parking";"area_other_remaining_impervious";"area_rail_bridge";"area_rail_exclude";"area_rail_other";"area_rail_railway";"area_rail_subway_elevated";"area_rail_subway_surface";"area_rail_subway";"area_rail_tram";"area_rail_tunnel";"area_street_bridge_motorway";"area_street_bridge_other";"area_street_exclude";"area_street_local";"area_street_motorway_elevated";"area_street_motorway";"area_street_other_elevated";"area_street_primary";"area_street_secondary";"area_street_tertiary";"area_street_track";"area_street_tunnel"
2467;1132949;130852;9062;586504;402095;4779060;0;31925;163032;7508547;23669;179329;4717;1574174;0;0;0;0;2725;62776;85882;18024;17149847;62820;1970598;85882;1955556;965705;521448;291511;440
2468;1909672;45532;0;897106;489965;5840144;0;210467;206142;3301203;6356;0;0;503790;0;0;0;0;14354;37382;54558;17562;22058240;37382;2640706;54558;0;1685801;1447785;146240;195
2469;7034004;64729;6233;2305322;1395889;18149749;0;1235684;2902576;21873196;12364;0;957;907553;0;0;0;0;1236;125077;141756;157811;43265832;125245;5009475;141756;646375;3178905;2289200;101498;355
2470;410801;6872;0;292934;163149;1932264;0;87567;145977;2546438;5807;147425;0;1157732;0;0;0;0;0;0;21260;377908;12128286;0;0;21260;821336;356321;407770;825661;258
2471;151759;1346;0;192282;56714;1256175;0;0;53687;709063;0;59759;0;0;0;0;0;0;0;29238;6627;9368;7112377;29238;835647;6627;415093;610880;278785;214918;0
2472;1467437;148661;507;1191615;1201149;8780391;0;141290;441152;7415568;0;0;31218;0;0;0;0;0;0;12830;94605;838868;28449883;12830;440184;94605;1937908;1287740;1531875;94764;10330
2473;28965859;906394;139791;6961399;1453608;60587017;19487;4090603;4157374;94171006;97367;147950;84477;6842490;0;0;0;101973;1788;944017;498213;243258;82392534;947814;10532208;498213;2924373;4737197;9665301;153762;31538
2474;452446;5941;0;415386;56695;1975178;0;0;25967;1340193;5534;0;0;456574;0;0;0;0;0;84607;45927;0;11697312;84607;1470941;45927;242077;1127603;691607;149964;0
2475;181819;7710;463;220294;80880;1370275;0;0;3247;800344;797;564;0;86820;0;0;0;0;0;0;46539;92424;12245715;0;0;46539;1123869;383469;1151127;545762;0
2476;3670502;226222;34419;1668459;1058279;11669925;0;449136;1530196;13396709;22432;105734;5364;1405013;0;0;0;0;3480;178020;197764;77851;25684938;178196;3100769;197764;3970837;674648;2232149;232817;975
2477;3436574;30172;7703;1705115;979735;12937073;0;227254;145438;7860419;3255;165510;11320;935742;0;0;0;0;6930;89405;72124;33768;35968730;89575;1632707;72124;1661820;1833922;1621710;82637;439
2478;1009150;10129;0;609752;52484;4680681;0;109726;45410;2389484;3722;27895;0;573186;0;0;0;0;0;0;20648;0;14882986;0;0;20648;1277569;956654;1079133;20386;659
2479;161767;2421;0;139285;26976;747275;0;0;0;460422;0;49366;0;0;0;0;0;0;0;0;10787;0;4322969;0;0;10787;0;527575;260437;5699;0
2480;252488;18307;0;209341;167950;1364156;0;0;27080;846690;3255;0;0;618321;0;0;0;0;0;438180;15386;31203;5413243;439871;1639835;15386;0;189399;902690;323057;523
2481;191110;5326;0;259766;35813;1820881;0;0;3186;763749;0;0;0;155051;0;0;0;0;0;0;8120;54918;8574401;0;0;8120;0;323382;929542;50594;0
2482;71459;645;0;113845;16020;604080;0;27298;0;179891;0;0;0;0;0;0;0;0;0;0;23230;100855;6018346;0;0;23230;1277615;503901;519792;336882;0
2483;1292875;13975;4751;678329;85372;3325386;0;114239;164866;3161932;6733;0;3615;513510;0;0;0;0;0;0;65409;0;13626384;0;0;65409;1985647;897448;1522345;257730;0
2484;2774451;90761;508;1373320;1076344;9206541;0;46189;816105;7625601;14078;95701;0;988450;0;0;0;0;4385;121660;62599;61965;19613029;122202;1671888;62599;1800853;713230;1382050;138568;1409
2485;339912;948;0;258425;16620;1402251;0;4753;36967;665016;0;100331;0;1477;0;0;0;0;0;0;53785;1869;16303332;0;0;53785;1770857;1575512;1059455;263920;216
2486;1161020;6732;0;619392;197040;3389781;0;23137;89321;1620951;6099;102037;1956;701150;0;0;0;0;0;39123;63722;0;15672389;39253;1256491;63722;2087716;221957;2594627;67306;1612
2487;641906;4122;0;502900;111776;2339493;0;189594;6757;2280766;1717;142206;0;252748;0;0;0;0;0;9141;50626;104664;10635044;9141;800501;50626;1089359;476085;1094926;112563;0
2488;2850429;82209;3377;1752600;3569303;13948921;0;2834;930992;9332306;1619;4963;0;884155;0;0;0;0;0;342016;118092;150716;42046434;342506;5852350;118092;0;2728223;1743913;168238;2329
2489;3249447;10757;0;1265923;1026156;9228282;0;191135;218338;13959424;6083;111240;0;804592;0;0;0;0;0;52872;77939;11883;33659309;52968;3511999;77939;586220;1477450;1644048;162488;1389
2490;1338253;10715;0;654480;50854;4123686;0;163831;57444;5324472;24733;69676;174334;1243599;0;0;0;0;0;0;47641;514;27132251;0;0;47641;2355812;2540249;3888450;64281;0
2491;880511;0;0;158243;143;889277;0;279523;35148;1363058;0;0;0;116266;0;0;0;0;0;0;1358;0;9711335;0;0;1358;2208557;3882223;2285291;10933586;0
2492;2118497;33833;0;1134482;294654;6493209;0;277353;393874;8669658;8303;89727;11114;1207613;0;0;0;0;0;17140;120173;146883;17472205;17140;189760;120173;3410041;1518681;3675104;2325833;0
2493;830416;5993;0;309060;20645;1817241;0;324745;72252;3747116;0;13884;2808;63155;0;0;0;0;0;0;62866;11704;6133479;0;0;62866;769843;506544;747462;894768;0
2494;369350;468;0;270506;4314;1201345;0;94268;0;974482;0;0;0;0;0;0;0;0;0;0;12406;5907;20281922;0;0;12406;2060028;1620124;2238837;253475;0
2495;84810;13;0;52393;1738;245369;0;0;714;66338;0;0;0;666065;0;0;0;0;0;0;4198;0;13789453;0;0;4198;1958198;606901;1504314;1509133;0
2496;822604;488;2801;960574;5474;2855736;0;208028;12027;4461395;11834;219933;0;1106459;0;0;0;0;0;99986;31402;0;26361864;99986;3319304;31402;0;2681659;4002777;766302;0
2497;1010607;1331;0;796810;5514;3315324;0;259532;430944;1598228;14052;27296;450;1584659;0;0;0;0;4843;42955;53171;32066;20791668;42955;1434697;53171;0;1609386;2767401;580987;251
2498;572888;0;0;76472;1002;561229;0;167645;21213;604551;1371;0;0;494963;0;0;0;0;0;0;66;0;26086383;0;0;66;1133176;655204;3583198;796981;0
2499;473948;4767;0;577642;9258;2320778;0;174647;76429;397823;0;0;0;0;0;0;0;0;0;0;35621;168306;23583254;0;0;35621;0;1188792;2159760;1358565;0
2500;1216903;11254;0;1420462;29035;5422704;0;151868;375924;2881666;10591;0;113564;1592017;0;0;0;0;0;19006;97789;175252;35496146;19006;321276;97789;3622401;1300102;2628197;511852;187
2501;225516;3205;0;162976;5803;517728;0;81638;6454;623217;582;0;565;0;0;0;0;0;0;38502;8860;0;13783911;38546;450653;8860;1747340;935250;2082003;283627;0
2502;651892;0;0;448845;7018;2108306;0;175291;215728;3420816;0;0;0;0;0;0;0;0;0;34147;13474;1518;10281368;34147;634585;13474;2426227;942369;2816632;5329306;0
2503;7230999;27136;1078;4370031;155712;20486710;0;2141998;1983981;30711903;16422;4661;5640;2860857;0;0;0;0;0;322327;292845;186448;49201546;323423;5604336;292845;1760671;2228324;6719216;228695;298
2504;37345283;431023;67110;17338553;5932512;98794858;33664;4965512;9860573;141184274;82198;274040;85009;5623934;0;0;0;0;0;2855739;983953;677066;145704618;2882516;20294871;983953;3930172;11498374;13973545;1751412;2376
2505;404590;2835;0;333117;13758;1440501;0;271376;57091;538250;0;0;0;0;0;0;0;0;0;0;29514;126529;18782813;0;0;29514;2005947;15416;2111342;919869;0
2506;52063;93;0;17610;0;122846;0;0;0;90025;0;0;0;0;0;0;0;0;0;0;4792;0;4605079;0;0;4792;0;591310;2382355;8614009;0
2507;638379;7170;0;653990;8775;2172631;0;218057;24036;822111;9122;0;1815;806875;0;0;0;0;0;0;32689;0;25439327;0;0;32689;0;2151108;3870980;487832;0
2508;2996626;14834;98;1386735;510380;7875905;0;0;270648;13060191;21062;46248;18821;3330864;0;0;0;0;0;252518;125708;10631;27697956;252542;4309580;125708;2109151;1813933;4652898;417718;0
2509;6361070;56689;315;5074415;257755;22566192;0;737983;904405;42747860;38726;166773;13185;3970066;0;0;0;0;536;212027;421882;153692;63108076;212415;1726992;421882;2097705;5287374;5450742;3253577;821
2510;4765640;53836;4757;2009077;146185;11393930;0;1316943;4239770;17844138;15621;64522;4170;1452085;0;0;0;0;0;102561;179622;100854;24509798;102561;2767396;179622;2603163;1220925;3462423;624761;3470
2511;879431;34;0;142637;0;450026;0;629765;125228;340012;20035;19606;0;2232837;0;0;0;0;0;0;34989;376943;24103002;0;0;34989;4615825;1972231;656867;42963065;1017
2512;92993;0;0;39090;1326;263866;0;29024;9422;71000;0;0;0;0;0;0;0;0;0;0;1698;56368;21855793;0;0;1698;0;1732101;1204881;660927;0
2513;146577;0;0;145976;343;586289;0;263595;11820;674914;0;0;0;0;0;0;0;0;0;35708;5446;0;27719051;35708;418461;5446;1746476;664321;850332;113790;0
2514;1787224;5413;0;1173334;48077;3160904;0;246691;165241;3924851;11860;15283;5657;1324041;0;0;0;0;0;0;22481;0;28002721;0;0;22481;1805099;1452516;3465243;202454;14438
2515;461330;249;0;544556;1255;1793217;0;67848;22847;1541697;20586;0;0;1581840;0;0;0;0;0;0;31118;58941;16240572;0;0;31118;1289183;953359;1994589;399600;0
2516;1474088;25004;89;1138304;114799;4476028;0;375073;80605;3221921;8692;0;28310;910171;0;0;0;0;0;0;60541;79528;30128827;0;0;60541;1926891;769316;3088806;1917231;0
2517;672785;190;0;754592;9560;2659592;0;721650;56767;1342993;14538;24014;0;718967;0;0;0;0;0;146333;82256;60;18179183;146333;2365477;82256;557668;1455187;2887928;383035;0
2518;978268;8432;140;508988;8864;1629085;0;303892;36952;6772693;2389;42024;2981;1508168;0;0;0;0;0;0;116091;452;7177737;0;0;116091;448625;805525;2110306;1935932;0
2519;427361;90;0;487970;1159;1274643;0;89360;20744;861967;5552;0;0;622870;0;0;0;0;0;53334;14795;0;19822729;53334;2563337;14795;70643;1537844;2903370;251437;0
2520;8248014;13046;1252;4983491;122042;20753085;3449;1705052;1254548;36950000;27455;258728;14507;2913940;0;0;0;0;0;534339;248809;69007;44657921;537468;4494946;248809;1004526;4523967;7417989;2378455;2436
2521;415726;1053;0;360659;39565;1685343;0;0;37599;1412154;8943;0;0;802391;0;0;0;0;0;0;17733;0;4782711;0;0;17733;392679;379430;1444937;51821;0
2522;562550;521;0;158291;7921;644139;0;56823;6590;805024;1353;414716;0;1549094;0;0;0;0;0;13771;17586;556;23211841;13771;2651548;17586;2236840;867175;2759686;163401;0
2523;636259;2257;0;633863;83585;3311391;0;70542;60875;3720223;13354;0;0;1378404;0;0;0;0;0;0;35191;13328;22673987;0;0;35191;1797347;2310861;3895393;86778;0
2524;594994;188;0;135479;1746;727161;0;109119;14625;763762;0;3361;0;644080;0;0;0;0;0;0;0;0;28908382;0;0;0;133990;1631080;2903824;15100;0
2525;1548039;21684;2429;995114;33574;2982738;0;221481;534716;11513881;3591;151600;6084;1688146;0;0;0;0;0;192315;118450;208914;14964354;193239;2683123;118450;1841731;912675;2753335;188217;0
2526;1669552;6525;69;794555;47294;4862441;0;136562;107048;4162449;9427;131976;179680;588642;0;0;0;0;0;0;25766;0;28394487;0;0;25766;2442674;2946585;2751100;254675;0
2527;346379;0;0;88333;776;578104;0;182034;29715;635747;4471;0;0;619325;0;0;0;0;0;0;14532;0;16645237;0;0;14532;1818492;961991;1842412;356257;712
2528;359155;790;0;376772;3294;1332304;0;0;19529;1097759;2920;0;0;677824;0;0;0;0;0;33763;18627;21043;19121011;33763;604011;18627;2035068;795837;4165696;137017;186
2529;178478;0;0;42826;614;335745;0;52802;0;191761;0;0;0;26958;0;0;0;0;0;0;0;0;30820725;0;0;0;0;1280283;3295170;72123;0
2530;193051;510;0;136097;3377;548360;0;44210;20228;384746;0;0;0;0;0;0;0;0;0;0;12571;0;23712025;0;0;12571;286653;2006122;672425;625357;0
2531;512847;57;0;460900;614;1039940;0;140115;10111;783180;11914;894;1861;1300953;0;0;0;0;0;0;26972;1310;37127886;0;0;26972;1965080;1653335;3075995;422677;83
2532;16479500;176969;6768;8388100;5774194;56240486;0;637123;9225127;94444911;51958;241546;47391;2124419;0;0;0;0;0;923125;615891;471469;97189456;928386;6269270;615891;3297789;3132505;20138271;109717;9289
2533;175884;0;0;68595;401;385450;0;48071;0;201643;0;0;0;0;0;0;0;0;0;0;17282;0;23015660;0;0;17282;831109;604514;2343494;1769628;0
2534;766488;3588;0;597541;11418;2604836;0;156067;95795;1598866;21578;149455;58723;1276467;0;0;0;0;0;86526;63049;609;29655424;86624;2592448;63049;705630;1219650;2721467;899498;173
2535;3391029;30210;1729;1992535;460654;10170372;0;216137;337032;10805433;27541;1341;11232;1408580;0;0;0;0;0;87768;138126;75102;35868761;88427;1685236;138126;1442058;1064144;3039272;518548;83
2536;784373;51;0;507891;7588;1815979;0;85688;7274;928252;6992;146493;0;934227;0;0;0;0;0;0;35551;848;17705559;0;0;35551;1126247;1919548;3770680;70171;0
2537;196889;0;0;89496;1558;434777;0;0;4625;362133;0;38278;0;0;0;0;0;0;0;0;13916;0;24134571;0;0;13916;1613159;812767;2261316;94568;0
2538;1770707;2006;0;743681;42519;4138111;0;357810;66745;4081115;1574;2079;0;576251;0;0;0;0;0;42710;50837;2461;25188547;42710;1674972;50837;1904332;343113;4280193;331139;2914
2539;1911642;487;0;929623;51240;4798271;0;172944;430141;8454614;1582;9552;0;465835;0;0;0;0;0;7743;80673;4512;20721725;7743;325779;80673;1548824;820579;3973597;212716;0
2540;106981;0;0;36298;0;238651;0;27988;0;86700;0;0;0;0;0;0;0;0;0;0;8592;0;19588053;0;0;8592;0;1201127;2158132;758756;0
2541;306507;0;0;82345;701;182682;0;80791;12612;450564;1152;0;0;98832;0;0;0;0;0;0;1984;0;9552455;0;126186;1984;1495372;582902;1207314;6551866;0
2542;249636;0;0;162591;235;345736;0;69785;3467;3180471;371;0;0;9948;0;0;0;0;0;81623;19180;1625;11032982;81623;4709314;19180;0;3030392;1611781;26658963;468
2543;326781;51;0;109744;2900;626007;0;56637;17452;208699;0;60913;0;0;0;0;0;0;0;0;9620;0;22062575;0;0;9620;1717665;608674;3128699;1312257;0
2544;295553;0;0;46302;0;69956;0;221624;35115;1091846;7243;0;0;1340143;0;0;0;0;0;57413;10887;277071;34783725;57413;3987466;10887;1786079;1120163;1315003;12368650;0
2545;719399;9539;0;150076;4241;493968;0;250143;8948;858741;2491;0;0;1668025;0;0;0;0;0;0;15524;0;9911639;0;0;15524;2280228;1720838;2811472;2612190;664
2546;70057622;1937396;217351;18618223;9805612;121287999;229884;5212877;16542209;210102222;651893;244666;162193;8549729;0;0;0;85299;75853;5562907;2072205;606381;174630271;5598978;27791008;2072205;848918;11463534;35005703;542453;378047
2547;698885;6;0;347192;877;1761479;0;141243;11128;640086;0;0;0;10630;0;0;0;0;0;0;3496;3005;7973054;0;0;3496;2242107;1812702;3202216;11879947;0
2548;1034617;1016;0;279269;541;1321534;0;161770;0;1793164;1791;32408;0;1113553;0;0;0;0;0;0;2928;0;36297692;0;212821;2928;1262148;1342830;2887125;1174088;0
2549;140279;0;0;150775;1768;575835;0;0;2020;178199;0;0;0;11775;0;0;0;0;0;0;18398;24886;4502822;0;0;18398;928881;243985;2180195;27106;0
2550;15474522;114272;2409;7038117;3693471;44070400;0;1444709;5781959;74089684;74002;10432;7405;3662275;0;0;0;0;0;753245;653716;457017;88105519;757924;6146384;653716;3505226;2665928;13030448;272622;8221
2551;649526;0;0;497282;2287;1959493;0;34773;15855;3233064;2573;0;0;566955;0;0;0;0;0;0;45063;0;23524867;0;0;45063;760081;2208734;2915584;226492;0
2552;114431;0;0;42898;153;319022;0;64998;717;82152;0;0;0;0;0;0;0;0;0;0;959;0;17551392;0;0;959;1942806;762916;2202552;1151710;0
2553;281270;0;0;268274;339;683969;0;339425;18937;3177700;0;0;0;0;0;0;0;0;0;0;1856;10985;39696355;0;0;1856;0;1691634;2402076;375722;0
2554;171612;36;0;87058;4180;450985;0;46153;70586;127971;0;76567;0;766796;0;0;0;0;0;0;12039;0;23092602;0;853309;12039;2246492;1183389;1340686;1427223;0
2555;239860;0;0;282571;2039;997242;0;282094;6046;1920225;978;0;0;878087;0;0;0;0;0;0;5451;0;34004399;0;0;5451;1732728;1917034;2576738;806571;0
2556;851037;895;0;859441;8946;1700131;0;190134;34151;1969585;2148;4206;2775;734773;0;0;0;0;0;67351;30933;30667;18900083;67523;3312118;30933;856923;2187814;3499313;187461;0
2557;7539967;6837;2829;2018215;42762;7803988;0;491747;919268;13009054;2830;4425;15200;1364583;0;0;0;0;0;180350;20052;22794;21174316;180350;5103272;20052;4257758;2018130;3044795;4969254;0
2558;125019;141;0;138038;2383;421988;0;201155;0;422479;0;0;0;0;0;0;0;0;0;0;4227;0;46009970;0;0;4227;406696;2688702;1444592;855535;0
2559;4871878;21628;0;2484032;197025;11921754;0;407913;1486876;17171204;17738;344991;918;2667571;0;0;0;0;0;286049;206233;14179;43449950;286537;6420573;206233;2090300;1452514;7138585;291611;0
2560;44010335;20861;18412;12181692;26629;16390203;6819;3218291;2836097;66357220;24937;48876;6831;3641714;0;0;0;55586;4787;1256292;441269;409675;69990165;1262956;10634287;441269;4233872;2662164;8931510;7453513;12939
2561;1950617;3689;0;768157;42780;3897973;0;202720;404698;2565198;6788;113828;0;877976;0;0;0;0;0;3561;24708;7221;37961043;3561;525226;24708;3120312;1190643;3952048;220741;0
2562;510999;0;0;533938;3236;1755441;0;27122;10445;1133311;3003;176830;0;715471;0;0;0;0;0;6691;62168;0;18899287;6691;139420;62168;1657581;1824155;2553084;230083;0
2563;905131;54;0;751967;16926;3341642;0;124747;3832;2106082;1316;16214;213287;246530;0;0;0;0;623;0;26842;61621;20768903;0;0;26842;1369685;2390378;4877655;134321;0
2564;1006559;6129;4398;984365;4455;3542804;0;224193;18249;2330685;30663;26544;2643;1887892;0;0;0;0;0;114413;51410;6730;38487428;114418;2462992;51410;1878544;2251992;3345253;463632;0
2565;233213;0;0;96101;1033;587534;0;68849;0;201980;2023;182970;0;363453;0;0;0;0;0;0;12214;0;24551946;0;0;12214;47218;1613511;3184819;378635;0
2566;425867;47;0;198871;3061;648769;0;75768;12677;364699;0;457;0;0;0;0;0;0;0;0;3641;86635;24671884;0;0;3641;1430849;954293;4250682;548509;560
2567;73700;0;0;39485;1031;203598;0;39828;6569;277311;0;0;0;0;0;0;0;0;0;0;4181;0;9673523;0;0;4181;0;1069027;1576957;2924212;0
2568;9386264;91161;33703;7404985;1121636;48110178;0;725424;3809558;72036894;45813;169495;2653;2671151;0;0;0;0;0;574676;472245;403209;76026039;575574;4143908;472245;2857528;4625878;9474265;765308;4657
2569;500156;413;0;316048;30308;1448729;0;44339;8852;1011597;333;0;0;370612;0;0;0;0;0;21842;19005;17705;7542900;21842;869822;19005;13609;774093;1406132;88854;0
2570;633532;6253;4916;528925;22338;2135237;0;31447;3448;13621344;13715;0;0;1455879;0;0;0;0;0;56501;52543;0;21806196;56501;2792016;52543;0;1293448;2983930;313164;1000
2571;430431;117;0;261417;1463;1087721;0;119679;38171;2361344;1751;0;0;713798;0;0;0;0;0;103028;4583;2407;35288828;103028;3158791;4583;744251;1164735;2924704;1443724;0
2572;1332407;246;0;181592;916;1483455;0;362544;850562;888956;0;0;2162;152977;0;0;0;0;0;0;904;1172113;21102240;0;0;904;3517741;2367369;4860014;10772414;0
2573;6638857;108387;4385;4623509;255165;22409541;3569;508214;1681075;44098284;42951;155851;103712;2353059;0;0;0;719;2105;310609;242193;117891;38286417;311488;2282147;242193;1846092;3933469;2174810;424050;809
2574;303171;0;0;75537;1523;457779;0;132701;59605;112987;5983;0;0;826090;0;0;0;0;0;0;32694;0;18056173;0;0;32694;3382831;272279;1667170;4601333;0
2575;1047625;949;0;641080;17824;3307576;0;410032;74648;1531755;0;0;0;0;0;0;0;0;0;3098;46947;49752;24817901;3098;542119;46947;2224467;685132;2548036;764408;643
2576;204653;0;0;18817;205;155832;0;0;3311;1422192;0;0;0;0;0;0;0;0;0;0;2191;1929;5569439;0;0;2191;615046;1725413;616685;9109521;0
2577;157768;2116;0;222648;1574;968149;0;440116;16077;594888;1493;0;210;172287;0;0;0;0;0;0;44734;1310;7024947;0;0;44734;1335535;1410708;2269656;1257638;0
2578;1015932;1509;0;940876;5113;2645984;0;28044;4164;2812735;15361;147757;0;1021387;0;0;0;0;0;87726;48100;4758;20303117;87726;1951277;48100;0;3300300;3397367;261377;0
2579;1105971;2913;196;540936;9464;1714818;0;246843;92727;2280318;4949;398659;0;826260;0;0;0;0;0;19842;46800;53;31019559;19842;2082431;46800;321498;2065580;2625085;366020;0
2580;4136475;66575;347;1965865;207676;11158729;0;940864;849964;10878156;23603;279827;23241;2920407;0;0;0;0;0;174430;167745;30656;33161041;174520;3430076;167745;2204071;3132362;4759160;484807;1399
2581;4390409;44709;663;1244184;553368;9358941;0;748258;2680993;21196011;19624;25452;7497;1282446;0;0;0;0;0;83237;144769;35750;21256838;83237;1404524;144769;2722738;1352841;1330301;26117;0
2582;869430;7765;4666;736736;5027;2559616;0;137572;769397;2837484;9296;63048;0;1966878;0;0;0;0;524;13925;38927;73715;13154090;13925;438289;38927;582727;1704722;3015536;631140;56
2583;2757158;6979;1663;2620637;132087;9609966;0;754200;465750;10715052;18279;7492;73;882771;0;0;0;0;0;255949;134974;88053;31025942;255949;4719220;134974;0;1630521;4270517;788856;53
2584;2120341;129;0;628782;14769;2367486;0;335600;48791;2954115;1498;0;0;1571148;0;0;0;0;0;33776;27619;0;34651633;33776;3214990;27619;545688;1008934;5009220;896506;0
2585;202533;0;0;71019;2052;428041;0;72451;2033;277166;10153;0;0;352863;0;0;0;0;0;0;55670;166294;21678466;0;0;55670;1034163;1702202;1448902;133381;0
2586;478816;255;0;337007;13112;1262838;0;93270;0;456105;455;44013;446;0;0;0;0;0;0;0;27038;393;15182371;0;0;27038;1423414;952517;3192115;287971;0
2587;339529;585;0;139712;3677;507711;0;141452;0;448854;524;219574;0;0;0;0;0;0;0;0;548;0;20876567;0;0;548;0;1202616;3110273;132103;0
2588;306974;1345;0;110298;1637;458163;0;95664;76861;316724;4955;21224;2509;1028155;0;0;0;0;0;0;23945;22466;14680274;0;0;23945;1805033;416995;2434676;1425283;0
2589;788682;1570;0;805385;100572;5011251;0;95099;26175;4418947;29903;164208;280;1520326;0;0;0;0;0;37978;75102;28114;34807344;37978;276114;75102;1763916;1105867;2509869;530685;0
2590;98949824;2201698;227438;36332187;5577992;228999396;425905;7557098;28360451;524118768;240347;305030;212967;22822909;0;0;0;534;9922;9590244;2620600;1310426;284767869;9647015;37920450;2620600;21336085;9586002;50360592;1420338;84768
2591;1887497;15291;1405;930503;310611;5768558;0;209627;460475;13942010;14567;7132;7854;2420870;0;0;0;0;0;39795;100421;0;26197397;39933;3275620;100421;3133299;1188709;2595459;202795;595
2592;772491;38;0;93660;2383;656990;0;496608;14780;608721;3497;48855;0;1493601;0;0;0;0;0;0;7124;0;27504461;0;0;7124;2577451;554417;2456581;1565642;0
