"zone","mass_grand_t_10m2","mass_building_commercial_industrial","mass_building_commercial_innercity","mass_building_highrise","mass_building_lightweight","mass_building_multifamily","mass_building_singlefamily","mass_building_skyscraper","mass_building","mass_other_airport","mass_other_parking","mass_other_remaining_impervious","mass_other","mass_rail_bridge","mass_rail_other","mass_rail_railway","mass_rail_subway_elevated","mass_rail_subway_surface","mass_rail_subway","mass_rail","mass_rail_tram","mass_rail_tunnel","mass_street_bridge_motorway","mass_street_bridge_other","mass_street_local","mass_street_motorway_elevated","mass_street_motorway","mass_street_other_elevated","mass_street_primary","mass_street_secondary","mass_street_tertiary","mass_street","mass_street_track","mass_street_tunnel"
513,49103060,15391868,203322.59375,5531.23095703125,1185733.125,1926460,13622980,0,32335898,112481.875,123327.765625,6478556,6714363.5,924.604370117188,0,950287.0625,0,0,0,975013.5625,0,23801.681640625,50335.75390625,73614.609375,5141378.5,13421.484375,1957294.75,15525.869140625,0,1265758,559661.375,9077878,894.528503417969,0
514,6937636.8125,544763.918945312,830.814208984375,0,210133.25390625,21084.5412597656,767471.375,0,1544283.9296875,0,3885.23828125,190591.919616699,194477.169616699,5891.00537109375,0,407758.03515625,0,0,0,413649.09765625,0,0,0,27767.2413330078,2928285.890625,0,0,5856.31042480469,0,801004.923828125,951517.3515625,4785219.90625,70780.4775695801,0
515,10267725,949180.625,8318.6142578125,0,268342.09375,177016.4375,2289035.25,0,3691896,93372.3671875,0,341597.9375,434970.40625,3221.15161132812,0,151559.65625,0,0,0,154780.78125,0,0,0,11665.103515625,3704295.75,0,0,2460.25415039062,626956.6875,971399.625,658846.3125,5986045.5,10412.7900390625,0
516,9895618,670402.3125,30297.33984375,10157.568359375,135957.890625,42459.8828125,1383835.125,0,2273116.25,0,1896.39379882812,891028.8125,892925,7045.58154296875,0,657318.4375,0,0,0,664364.125,0,0,0,68066.921875,2515706.25,0,0,14355.80859375,396114.53125,2043674.125,986208.25,6065211,41071.16796875,0
517,12224600.15625,931103.258789062,1588.51574707031,0,383259.374511719,82757.4682617188,1949566.1875,0,3348269.4921875,135606.0546875,16628.685546875,509616.529296875,661851.829101562,0,0,338252.703125,0,0,0,338252.703125,0,0,0,20157.0147857666,4680580.3828125,0,0,4251.25862503052,165.104095458984,2281483.62890625,810087.26171875,7876208.515625,79492.0419921875,0
518,123621753.75,20449984.0703125,1006232.4375,221279.765625,4843915.89990234,597155.922546387,54104508.7128906,17351.73828125,81240289.84375,1569059.125,2322011.89453125,7643574.375,11534617.09375,10726.6717529297,86468.73046875,1146465.4375,0,0,0,1258998.125,0,15336.9833984375,169432.65625,181544.927001953,17822592.625,45116.3515625,4335663.75,38289.1379699707,0,2527765,3052339,29587653.75,1126817.34375,288117.65625
519,11422218.1132812,184399.559062243,14481.6845092773,0,75411.9921875,1170.24548339844,861118.859375,0,1136583.55664062,145552.671875,27113.9154663086,76545.0464172363,249211.742340088,4134.73046875,0,0,0,0,0,4134.73046875,0,0,0,21823.0454101562,5786007.10546875,0,0,4602.63809204102,0,1217100.86328125,13717.6704101562,10032333.5273438,2989072.43457031,0
520,38064863.1484375,4464917,84143.78125,18665.3984375,878600.290245056,49281.25,8242661.17453003,0,13738278.9022827,80418.7734375,472485.78125,3690887.25,4243794.5,15669.4482421875,33197.1171875,2533557.65234375,0,0,0,2592722.40234375,0,10314.765625,170726.953125,73163.8203125,8880110.03515625,45428.6328125,6446302.5,15430.7705078125,0,1257588.31054688,327821,17490000.0898438,233234.28125,40220.7109375
521,11615207.9186497,297580.0625,1852.42993164062,0,172214.863046646,9241.5553894043,1240568.22705078,0,1721458.82839966,216628.140625,21948.630859375,292996.538085938,531573.288085938,13396.5249023438,0,913243.6875,0,0,0,926640.71875,0,0,0,17026.7578125,6158217.73109436,0,0,3591.06600952148,0,1668254.50518799,166538.625,8435540.15278053,420824.705728531,1130.11401367188
522,11677727.1054688,586401.332336426,14500.1604614258,0,170328.070159912,71729.1276550293,1868394.47912598,0,2711344.62652588,102574.015625,10196.466796875,269629.5625,382399.90625,37908.77734375,109891.5703125,600698.125,0,0,0,772735.625,0,24236.73828125,0,23716.6640625,5951163.59375,0,0,5002.0146484375,0,987528.9375,629457.5625,7811248.26171875,198868.859375,15514.2421875
523,31796377.4375,4059463.625,35140.2390136719,0,601898.085266113,12627.1677246094,6198505.54345703,0,10907624.1750488,234289.72265625,42011.7099609375,1831348.81305695,2107650.43805695,14187.2502441406,71991.58203125,1771690.90625,0,0,0,1857869.9375,0,0,102573.125,90612.8582763672,10827690.96875,27293.63671875,3414465.25,19110.8969421387,0,1475653.4140625,604976.4375,16923168.4375,357435.1328125,3376.15625
524,20306128.03125,1083956.48071289,17889.728515625,0,430432.449462891,199508.655883789,5120735.69238281,0,6852527.47265625,447785.55078125,32261.5193481445,948644.657783508,1428689.50739288,1075.81750488281,0,281293.71875,0,0,0,282369.536254883,0,0,0,31394.1574707031,8527793.671875,0,0,6621.25500488281,0,2549919.9296875,17943.8203125,11742550.53125,606698.946044922,2127.82958984375
525,14960862,196805.9921875,0,0,144558.331054688,16889.9112548828,1488067.890625,0,1846325.171875,126205.015625,17941.8359375,99523.8740234375,243670.475585938,6914.84423828125,796.179626464844,524974.875,0,0,0,532685.9375,0,0,0,38927.095703125,7119072.25,0,0,8210.00610351562,0,2184135.5,527896.671875,12338182.5,2459972,0
526,35055586.4185181,1987509,44790.703125,9662.3720703125,801415.879124403,234687.546875,8916794.03370667,0,11994873.5374584,396217.625,151921.484375,1319829.22047424,1867968.59547424,82322.7734375,5247.15673828125,2828019,0,0,0,2921380.5,0,5790.96728515625,0,129003.238769531,14549019.9723816,0,0,27207.7048339844,102389.015625,2274401.75,521231.78125,18271364.7817993,665548.632663727,2595.95190429688
527,46131462.0849609,6384149.83013916,80926.447265625,0,1176299.85107422,41095.1694335938,12410897.6171875,0,20093383.40625,561934.126708984,952831.191162109,3805580.5859375,5320347.36889648,20582.2954101562,2536.20776367188,1149103.578125,0,0,0,1173903.0625,0,1681.11254882812,87454.0969238281,108277.896484375,11754438.5483398,23345.2868041992,2817533.671875,22836.5908203125,5283.3310546875,2111985.00305176,1706706.85351562,19543772.953125,897649.321292877,8274.8935546875
528,14338070.4977417,467084.381347656,8074.85272216797,0,186425.802001953,10296.3256835938,1951790.84375,0,2623672.546875,154312.0390625,44362.9384765625,322697.875488281,521373.1640625,23307.28125,0,1605151.38134766,0,0,0,1662261.31884766,0,33803.87109375,0,51727.2119140625,7376327.95068359,0,0,10909.6447753906,0,1474465.89538574,0,9530800.25164795,612977.921081543,4383.3291015625
529,10885255.796875,1094245.6661377,3889.99865722656,0,57351.0410614014,7885.5380859375,472543.682495117,0,1635916.39318848,322916.4296875,38338.1923828125,1410900.20947266,1772155.30322266,407.960052490234,0,436946.6875,0,0,0,465156.34375,0,27801.71484375,0,4113.55908203125,4813478.6875,0,0,867.579254150391,0,1339255.5,642578.5,7012037.734375,209948.872070312,1839.39050292969
530,7253825.9767456,59675.9267578125,0,0,24605.6623535156,101.237785339355,251790.353759766,0,336173.185058594,78390.2734375,2783.24169921875,14635.2745666504,95808.8048400879,0,0,0,0,0,0,0,0,0,0,12760.0512695312,5716267.65625,0,0,2691.18597412109,0,756508.0625,0,6821846.4142456,333627.449401856,0
531,61916928.5439453,10384649.2920475,102583.125,12051.341796875,2108902.60421371,98533.40625,21576828.6063232,0,34283539.0233154,781878.6875,540826.78515625,2497641.66998291,3820346.32965088,18821.2889404297,10694.8896484375,1702458.375,0,0,0,1731973.9510498,0,0,77879.8671875,108426.736663818,14599524.9040527,20823.166015625,2555030.75,22867.9821929932,0,2112637.88537598,2387672.5,22081018.8125,191611.77520752,4548.8271484375
532,17025311.0703125,769262.78125,13515.4018859863,590.520874023438,124445.899625778,2368.9326171875,1112007.01756287,0,2022190.06562424,103892.69140625,6437.35107421875,1178898.99334717,1289228.48944092,4867.16796875,33879.3828125,1278764.03125,0,0,0,1317513.09375,0,0,0,7646.01000976562,10452056.4570312,0,0,1612.5986328125,0,478706.265625,1029902.828125,12396417.671875,426478.638580322,0
533,33759716.0049171,2852933.87280273,38617.0234375,0,356353.248413086,12657.1591796875,3048019.47851562,0,6308584.00292969,303883.375,90358.078125,739109.225952148,1133348.97595215,5653.16015625,212.888854980469,783568.6875,0,0,0,789434.625,0,0,53732.95703125,229813.046875,15999775.4854126,14297.77734375,6810568.5,48468.3515625,0,348029.125,1584946.81588745,25528373.8799171,421682.032893658,17065.19140625
534,19136194.6176758,167269.327819824,0,0,14479.0678710938,0,109690.396484375,0,291438.892578125,51271.140625,759.013916015625,168405.666656494,220435.963531494,2195.73852539062,0,666318.460388184,0,0,0,668514.272888184,0,0,22788.34765625,8839.71337890625,11757602.7497559,6063.740234375,4030531.31347656,1864.35987091064,0,428405.939453125,401726.9140625,17955836.3588867,1281421.04280663,16597.072265625
535,22222376.4853516,524503.513519287,24160.01953125,0,179217.222625732,105558.5078125,2028984.82421875,0,2862422.59326172,162470.794921875,20814.103515625,196389.920898438,379675.26171875,13612.314453125,96125.515625,459498,0,0,0,569237.9375,0,0,0,34664.6606445312,15909073.949707,0,0,7311.03100585938,0,218211.203125,967216.3125,18410973.1103516,1274521.41125488,0
536,17370702.328125,407503.880683899,1470.51054000854,0,80047.7498600483,4743.84423828125,862903.773994446,0,1356670.82765198,434113.51953125,20695.4004974365,1105112.51541138,1559926.37637329,0,0,0,0,0,0,0,0,0,0,46137.9866333008,10474549.609375,0,0,9730.83591079712,0,3381786.390625,0,14454085.359375,541885.454101562,0
537,36951698.453125,2224858.93762207,3497.35423278809,0,367810.439361572,21706.2990722656,3763718.42858887,0,6381595.23828125,1446990.703125,215490.375,2772224.76293945,4434703.42333984,10800.703125,0,1768699.125,0,0,0,1779500,0,0,91945.724609375,46800.6845703125,13996015.453125,24465.7954101562,6486082.5,9870.59777832031,0,1760713.5,750420.46875,24355935.734375,1183298.4296875,6236.90478515625
538,11861720.6821289,733829.188964844,696.927185058594,0,248825.69140625,4959.44921875,2029411.65234375,0,3017725.671875,10873.458984375,58262.03515625,239822.196739197,308957.352989197,2734.43505859375,0,491160.005981445,0,0,0,493894.412231445,0,0,0,9174.638671875,6294121.17334652,0,0,1934.99743652344,0,404193.647216797,1082575.90454102,8041149.77783203,249138.147216797,0
539,16811576.8413086,939409.37109375,2001.53405761719,3239.87036132812,238129.030502319,32236.3828125,2679886.11645508,0,3894900.6640625,101791.529296875,95654.041015625,163945.295410156,361390.934082031,11693.8047485352,2741.09692382812,553761.3125,0,0,0,571109.160217285,0,2914.49169921875,0,48478.154296875,8136265.2487793,0,0,10224.3930664062,802676.8125,1212540.34375,541083.8125,11984141.0834961,1230625.37219238,2260.2275390625
540,9733483.375,666767.875,1294.07202148438,0,298806.402069092,3158.966796875,2552417.6171875,0,3522443.08154297,75297.6484375,7935.40478515625,135919.453407288,219152.484657288,8242.68359375,1704.95678710938,569552,0,0,0,589675.1875,0,10175.3759765625,0,17230.0008544922,4364150.375,0,0,3633.93110656738,0,145745.15625,530839.125,5402218.5625,340622.171875,0
541,19371540.75,1996753.0625,18847.6895751953,0,211304.298828125,31636.5212402344,2381254.34375,0,4639793.9375,130635.1953125,13481.344543457,816435.04296875,960551.21875,2914.00024414062,4976.43212890625,688284.609375,0,0,0,696174.9140625,0,0,33138.42578125,38566.3967285156,8250325,8847.216796875,3238564.6875,8133.93054199219,0,1191793.5,22373.51171875,13075050.25,278225.262939453,5083.1484375
542,37254698.3623047,1317897.05064774,36633.9637451172,538.400634765625,364067.461433411,104221.074462891,4065398.21447754,0,5888754.43945312,1026764.18908691,155262.312282562,289517.401126862,1471546.35266113,12029.3071289062,49241.138671875,346928.984375,0,0,0,411325.5625,0,3125.6865234375,0,96296.4971618652,20699077.3642578,0,12761.412109375,20309.6204299927,0,3644876.0234375,1281883.96289062,29483091.1941528,3727187.6340332,657.262939453125
543,20654621.75,1438214.71679688,14665.3679199219,0,346627.611450195,7075.00244140625,3613644.79296875,0,5420225.3125,103405.80078125,23624.73828125,410317.65234375,537348.17578125,19314.310546875,659.586242675781,898683.90625,0,0,0,918657.625,0,0,55968.044921875,56061.193359375,7488741.375,14892.5073242188,4190097.54516602,11823.7114257812,0,762538.9375,892459.4921875,13778435.15625,297871.080078125,7953.3544921875
544,21253519.875,2541318.5625,38014.3753814697,0,295151.275878906,16419.2510070801,2999557.8046875,0,5890466.421875,218791.375,23387.333984375,697643.619812012,939822.219421387,5873.67932128906,0,779652.5,0,0,0,785526.109375,0,0,57922.513671875,42161.846786499,7426054.875,15412.5717773438,4406292,8892.23401641846,183662.8125,1001856.6171875,0,13637728.875,495510.796875,0
545,67301623.9812455,6797023.46875,144775.515625,23625.4287109375,1878078.3046875,390695.2734375,21586992,0,30821076.625,635988.6796875,421726.86328125,6678654.796875,7736362.4375,16074.2579345703,27475.623046875,1880809.140625,0,0,0,1928304.609375,0,3945.12329101562,180363.859375,125611.00390625,14795134,48064.5078125,3733224.25,26492.2525634766,2420467.90625,2480565.75,2600498.84375,26815708.9812455,400360.813276768,4946.02197265625
546,21149953.8149414,1958929.74804688,94397.7412109375,0,449033.812988281,221838.311790466,4935140.77734375,0,7659339.4765625,25489.5087890625,233890.430633545,969058.208679199,1228438.76174927,7324.37866210938,45483.703125,324385.472871304,0,0,0,377193.574433804,0,0,0,19680.3876953125,8846078.06506348,0,0,4150.73583984375,514491.5625,683657.30973053,1707903.86523438,11884970.6279297,109019.541391253,0
547,18184502.5803223,551740.797119141,302.099853515625,0,171552.599132538,5709.14587926865,1581019.51620483,0,2310323.29428101,369794.52734375,14571.3592987061,551158.383857727,935524.41040802,0,0,0,0,0,0,0,0,0,0,31022.0128173828,10477538.1107254,0,0,6542.76866149902,0,3427904.30819702,22280.3990707397,14938595.0778809,973363.297424316,0
548,6649031.9765625,407136.528167725,16115.7275390625,0,75880.3629760742,22945.6708984375,898196.283935547,0,1420275.42333984,56894.4453125,3652.96850585938,101310.632995605,161858.015808105,12712.9189453125,68766.8046875,34344.98046875,0,0,0,125463.7890625,0,9638.94140625,0,6918.90985107422,3629176.265625,0,0,1459.24793815613,0,674624.75,605720.04800415,4941436.6484375,23543.0522460938,0
549,13250339.7490234,491595.904296875,1251.86840820312,0,69133.6166992188,2295.25029039383,685931.830078125,0,1250208.68359375,24697.58203125,4654.52490234375,81624.2762451172,110976.38659668,1611.36340332031,0,930675.609375,0,0,0,932286.921875,0,0,0,9021.490234375,8845040.89611816,0,0,1902.69738769531,0,1182805.90625,493386.4140625,10956867.1240234,424735.67578125,0
550,15937898,2403674,18544.232421875,0,305824.875,76659.4453125,3420192.75,0,6224893.5,176662.03125,353919.90625,762054.3125,1292637.625,26906.4609375,0,601328.5,0,0,0,628236.3125,0,0,52678.140625,21485.26171875,5376112,14017.0986328125,1558166.125,4531.39599609375,19426.892578125,155849.390625,444096.3125,7792082,144999.984375,718.733581542969
551,20300862.8125,2309480,40421.015625,0,300998.043668509,21580.51171875,2828702.19293976,0,5501184.89286041,0,12123.681640625,676704.9375,688829,4026.04565429688,369.786712646484,1031929.875,0,0,0,1036325.5625,0,0,49937.9296875,24876.021484375,10151766.875,13287.9580078125,1710845.75,5246.5302734375,0,254497.359375,656922.5,13074489.9375,207132.17578125,0
552,23730438.7064209,3473951.2734375,261249.991699219,39275.45703125,582968.908888817,101905.080078125,6250253.29675293,0,10709618.6822052,485268.46875,152250.214233398,2046212.79589844,2683731.93945312,24833.57421875,37803.1354980469,997456.544921875,0,0,0,1068592.45117188,0,8498.4873046875,0,79992.5791015625,5960038.18634033,0,0,16871.0050048828,1218923.89257812,1301904.90917969,592867.302734375,9268508.1048584,97928.6436920166,0
553,13001285.7089844,203711.829956055,0,0,67376.1509933472,4866.34228515625,658100.435058594,0,934054.739501953,82175.1171875,7522.2275390625,74973.4309692383,164670.563781738,916.728759765625,0,251026.35723877,0,0,0,251943.09161377,0,0,47805.1748046875,2580.63597106934,6326591.83300781,12720.4566650391,4317144.24926758,544.2746925354,0,0,696243.34375,11650617.4902344,235064.682956696,11925.302734375
554,32877020.7299805,1069852.98712158,435.101020812988,0,148087.011882782,2459.60375976562,1354789.54147339,0,2575624.11413574,324648.25,5016.91162109375,413039.269683838,742704.453277588,430.011932373047,0,0,0,0,0,430.011932373047,0,0,0,18015.7862472534,21541989.1396484,0,0,3799.65953063965,0,3371953.57891846,490125.873718262,29558251.3862305,4131841.08355713,591.063781738281
555,13788418.2578125,1735559.80773926,887.823669433594,0,314522.582611084,4382.33056640625,2877634.45996094,0,4932987.00646973,81742.15625,2161.19213867188,357984.759685993,441888.009685993,11663.8767089844,0,474066.382080078,0,0,0,485730.1171875,0,0,29893.09375,40465.744140625,4674812.9609375,7954.23901367188,1883364.625,8534.51647949219,129.952896118164,668241,453390.1875,7927801.7734375,159155.883544922,1844.11901855469
556,20608325.6191406,1494744.484375,46205.7473602295,739.451232910156,214349.025390625,8825.59375,2081367.9375,0,3846236,795270.3125,39354.5947265625,814246.2265625,1648872.27148438,12738.12109375,551.911254882812,893144.3125,0,0,0,906433.875,0,0,64525.43359375,32134.1435546875,8328106.22087097,17169.5405273438,4564259.75,6777.31945800781,0,113665.3203125,663522.8125,14206780.6191406,403107.73046875,13575.5529785156
