FIPS,grid_index
12101,0.376943832
12103,0.519853247
12105,0.423659496
12107,0.423454247
12109,0.328680619
12111,0.42910404
12113,0.362790345
12115,0.421303395
12117,0.388997337
12119,0.306182147
12121,0.402925855
12123,0.445815686
12125,0.296290957
12127,0.429105669
12129,0.263131178
12131,0.267253842
12133,0.317573985
13001,0.275094087
13003,0.245434674
13005,0.289599983
13007,0.263468498
13009,0.261710178
13011,0.127488918
13013,0.203283566
13015,0.214227482
13017,0.476790385
13019,0.308833344
13021,0.349405532
13023,0.345845951
13025,0.22612866
13027,0.424040925
13029,0.203956379
13031,0.201946898
13033,0.214754287
13035,0.197282788
13037,0.331534484
13039,0.240621541
13043,0.195592455
13045,0.205850183
13047,0.228490363
13049,0.220084474
13051,0.477933354
13053,0.200132331
13055,0.208432259
13057,0.166757348
13059,0.268548148
13061,0.240106709
13063,0.282799392
13065,0.160076918
13067,0.21665615
13069,0.348635109
13071,0.391587319
13073,0.171256864
13075,0.349105163
13077,0.190161206
13079,0.202441814
13081,0.507450409
13083,0.14572999
13085,0.115113556
13087,0.386716911
13089,0.261288704
13091,0.300916509
13093,0.36607038
13095,0.499005808
13097,0.212482096
13099,0.296855493
13101,0.195286743
13103,0.231310208
13105,0.167932589
13107,0.186614688
13109,0.228788252
13111,0.103450785
13113,0.216616615
13115,0.284373984
13117,0.172116537
13119,0.128182893
13121,0.331860341
13123,0.080521732
13125,0.110157752
13127,0.353361792
13129,0.220578672
13131,0.3861531
13133,0.148359299
13135,0.20324698
13137,0.142264894
13139,0.180129414
13141,0.090786695
13143,0.139736518
13145,0.14311248
13147,0.124169541
13149,0.113018397
13151,0.219211003
13153,0.33207222
13155,0.293740688
13157,0.132505244
13159,0.117760037
13161,0.246384768
13163,0.213366802
13165,0.196307242
13167,0.188889901
13169,0.171890245
13171,0.259516605
13173,0.267677926
13175,0.291092153
13177,0.313298908
13179,0.240477923
13181,0.08540447
13183,0.159021159
13185,0.356607851
13187,0.083662807
13189,0.186405391
13191,0.148324498
13193,0.259856743
13195,0.138196721
13197,0.168852587
13199,0.212697954
13201,0.393653145
13205,0.400965202
13207,0.152867197
13209,0.209391052
13211,0.164221097
13213,0.245648618
13215,0.364261843
13217,0.230182965
13219,0.124630033
13221,0.092839269
13223,0.158779209
13225,0.320080981
13227,0.113636167
13229,0.238982574
13231,0.215382421
13233,0.254954576
13235,0.31031265
13237,0.166856671
13239,0.143086665
13241,0.098002999
13243,0.280541446
13245,0.311813224
13247,0.194966928
13249,0.294157638
13251,0.162227533
13253,0.434956093
13255,0.340974258
13257,0.158225959
13259,0.21481749
13261,0.327330013
13263,0.190981006
13265,0.107365206
13267,0.171738799
13269,0.289549613
13271,0.282587062
13273,0.394917099
13275,0.350784165
13277,0.3600572
13279,0.279659129
13281,0.079107908
13283,0.21254966
13285,0.297156111
13287,0.299530678
13289,0.196986497
13291,0.078481429
13293,0.253630869
13295,0.229617684
13297,0.194624513
13299,0.467588071
13301,0.121620321
13303,0.136998817
13305,0.283094814
13307,0.1945033
13309,0.266792634
13311,0.095425452
13313,0.267029074
13315,0.392265856
13317,0.127097496
13319,0.15095725
13321,0.382460102
15001,0.340567166
15003,0.368907522
15005,0.351561682
15007,0.175156488
15009,0.287783457
16001,0.398260236
16003,0.178824
16005,0.439583446
16007,0.22173274
16009,0.215959397
16011,0.449965576
16013,0.221653081
16015,0.055450872
16017,0.259008822
16019,0.471919539
16021,0.129228369
16023,0.290397772
16025,0.25992422
16027,0.476546465
16029,0.235239574
16031,0.498218869
16033,0.219338126
16035,0.144823576
16037,0.149057502
16039,0.339918298
16041,0.259382253
16043,0.399570244
16045,0.363376062
16047,0.346282573
16049,0.164916949
16051,0.436735459
16053,0.530081636
16055,0.446686055
16057,0.306787795
16059,0.232714308
16061,0.35357448
16063,0.304776512
16065,0.440728545
16067,0.481228656
16069,0.494975032
16071,0.260561535
16073,0.335981136
16075,0.400311722
16077,0.280425816
16079,0.160510651
16081,0.355899606
16083,0.510287406
16085,0.193798547
16087,0.308582506
17001,0.63873026
17003,0.424681789
17005,0.488492078
17007,0.455620903
17009,0.322723936
17011,0.545355757
17013,0.197162458
17015,0.439846803
17017,0.579675852
17019,0.579967768
17021,0.613007032
17023,0.509138468
17025,0.465250592
17027,0.518630333
17029,0.582022929
17031,0.698732307
17033,0.510856753
17035,0.478203836
17037,0.521723844
17039,0.54594422
17041,0.618144832
17043,0.441928121
17045,0.3971256
17047,0.497581809
17049,0.486597703
17051,0.472860154
17053,0.678862839
17055,0.600169004
17057,0.532484647
17059,0.392717604
17061,0.499454659
17063,0.41662739
17065,0.536605089
17067,0.537126459
17069,0.30998802
17071,0.483062735
17073,0.568429823
17075,0.599843575
17077,0.376757441
17079,0.522028351
17081,0.502573723
17083,0.34129489
17085,0.242661636
17087,0.28155134
17089,0.477357594
17091,0.56751212
17093,0.28843568
17095,0.580578257
17097,0.425555985
17099,0.577512843
17101,0.516430455
17103,0.52168218
17105,0.656845744
17107,0.59983391
17109,0.586947389
17111,0.380814834
17113,0.569635673
17115,0.556357531
17117,0.5266891
17119,0.432992734
17121,0.534287904
17123,0.548355026
17125,0.554311929
17127,0.449712517
17129,0.482199369
17131,0.605725249
17133,0.279913216
17135,0.569485522
17137,0.500164025
17139,0.590887436
17141,0.51922235
17143,0.530038602
17145,0.483763337
17147,0.573506486
17149,0.429101621
17151,0.268811987
17153,0.393938229
17155,0.496863339
17157,0.425046055
17159,0.625082238
17161,0.541762311
17163,0.443848971
17165,0.561988099
17167,0.544001188
17169,0.39051598
17171,0.412135625
17173,0.591586601
17175,0.652021491
17177,0.50506058
17179,0.456794064
17181,0.245154709
17183,0.543464266
17185,0.378082121
17187,0.632788775
17189,0.502113991
17191,0.506551503
17193,0.400889362
17195,0.538828906
17197,0.430401769
17199,0.532691574
17201,0.526804987
17203,0.493291583
18001,0.578276952
18003,0.480605204
18005,0.47826116
18007,0.699234675
18009,0.675863879
18011,0.442862282
18013,0.138352876
18015,0.45025651
18017,0.528688751
18019,0.354757193
18021,0.507147311
18023,0.638784351
18025,0.186465388
18027,0.525891264
18029,0.235065094
18031,0.486614995
18033,0.597873415
18035,0.574091459
18037,0.422287227
18039,0.487557958
18041,0.462937773
18043,0.340880702
18045,0.502747872
18047,0.324677847
18049,0.455892509
18051,0.444232826
18053,0.611034421
18055,0.503448563
18057,0.359549207
18059,0.496629816
18061,0.282469323
18063,0.39512289
18065,0.556482264
18067,0.546564982
18069,0.500807679
18071,0.451992216
18073,0.447874207
18075,0.658981327
18077,0.383929398
18079,0.349727954
18081,0.385766006
18083,0.522680336
18085,0.455110658
18087,0.44694305
18089,0.571200676
18091,0.503522853
18093,0.436829232
18095,0.574420749
18097,0.516194405
18099,0.522502952
18101,0.239772604
18103,0.536658212
18105,0.366892247
18107,0.444542711
18109,0.36918517
18111,0.625051419
18113,0.480139489
18115,0.287765796
18117,0.322646208
18119,0.341899212
18121,0.372720445
18123,0.378801343
18125,0.376853142
18127,0.4239686
18129,0.431843878
18131,0.524520069
18133,0.383786346
18135,0.476600762
18137,0.372488199
18139,0.534250458
18141,0.526822525
18143,0.45697486
18145,0.469187539
18147,0.409431947
18149,0.551934877
18151,0.407315159
18153,0.532050598
18155,0.235846891
18157,0.461440915
18159,0.645445371
18161,0.337048538
18163,0.561896115
18165,0.555862614
18167,0.625841592
18169,0.414800483
18171,0.463673204
18173,0.420165065
18175,0.319591609
18177,0.570008275
18179,0.63360018
18181,0.508362862
18183,0.459347752
19001,0.667942278
19003,0.598930483
19005,0.337634402
19007,0.510471982
19009,0.56442931
19011,0.647516004
19013,0.614285935
19015,0.662235105
19017,0.645331951
19019,0.635731027
19021,0.707576427
19023,0.693700339
19025,0.712690208
19027,0.640461386
19029,0.631878395
19031,0.59770841
19033,0.621500065
19035,0.669535439
19037,0.651536099
19039,0.529439502
19041,0.679164584
19043,0.290339306
19045,0.552413279
19047,0.602050515
19049,0.539567003
19051,0.439838331
19053,0.584878996
19055,0.536346402
19057,0.551068515
19059,0.56164344
19061,0.386017081
19063,0.625540378
19065,0.567436401
19067,0.622007294
19069,0.707575002
19071,0.495151754
19073,0.685799085
19075,0.729536324
19077,0.543567695
19079,0.672346989
19081,0.737563577
19083,0.63403807
19085,0.490085601
19087,0.536955985
19089,0.621968405
19091,0.643312486
19093,0.650269938
19095,0.536388172
19097,0.442055693
19099,0.556894696
19101,0.548899418
19103,0.467707281
19105,0.440155679
19107,0.640849598
19109,0.702302042
19111,0.624706306
19113,0.509703677
19115,0.496685671
19117,0.613407652
19119,0.743043919
19121,0.556100229
19123,0.572553379
19125,0.58013249
19127,0.62487222
19129,0.492556719
19131,0.73407571
19133,0.539379027
19135,0.465400619
19137,0.639257592
19139,0.506278234
19141,0.706324844
19143,0.723587343
19145,0.671518186
19147,0.687676928
19149,0.667259886
19151,0.739160481
19153,0.552450673
19155,0.55042278
19157,0.620097266
19159,0.660636402
19161,0.6754854
19163,0.512013266
19165,0.601141935
19167,0.706913814
19169,0.580782679
19171,0.601206679
19173,0.613586376
19175,0.648903087
19177,0.454927398
19179,0.528148002
19181,0.545419539
19183,0.638569402
19185,0.592551139
19187,0.570881097
19189,0.68388455
19191,0.380242646
19193,0.602624721
19195,0.641811676
19197,0.713710588
20001,0.644635119
20003,0.557730279
20005,0.623598137
20007,0.474360444
20009,0.741284147
20011,0.58803411
20013,0.673123914
20015,0.542548361
20017,0.401340864
20019,0.430511515
20021,0.663743486
20023,0.574322102
20025,0.450283795
20027,0.639424424
20029,0.732983462
20031,0.651994847
20033,0.485351219
20035,0.649070465
20037,0.6915589
20039,0.58733448
20041,0.616300591
20043,0.512228405
20045,0.498336925
20047,0.702388151
20049,0.519354562
20051,0.488343193
20053,0.526423347
20055,0.542491319
20057,0.579176515
20059,0.593698102
20061,0.451919122
20063,0.616134865
20065,0.646410118
20067,0.620705191
20069,0.560480129
20071,0.638474043
20073,0.579196565
20075,0.48963284
20077,0.722458377
20079,0.616523572
20081,0.640294549
20083,0.541152952
20085,0.628546218
20087,0.410448007
20089,0.61314494
20091,0.419563698
20093,0.473120301
20095,0.576651958
20097,0.557286597
20099,0.644463618
20101,0.52330621
20103,0.50084037
20105,0.551422091
20107,0.454285011
20109,0.562878064
20111,0.59939612
20113,0.654035467
20115,0.619845827
20117,0.622903608
20119,0.616069993
20121,0.490956122
20123,0.69349099
20125,0.638307746
20127,0.463222358
20129,0.501057929
20131,0.668379674
20133,0.665494004
20135,0.590781463
20137,0.574678644
20139,0.611253194
20141,0.552419338
20143,0.671989828
20145,0.645663501
20147,0.571248869
20149,0.425981328
20151,0.71234681
20153,0.508025278
20155,0.666553296
20157,0.680880951
20159,0.647176486
20161,0.455666828
20163,0.591106146
20165,0.678197249
20167,0.57222865
20169,0.601763468
20171,0.53763893
20173,0.553689648
20175,0.581216745
20177,0.553594
20179,0.652815589
20181,0.623732131
20183,0.66486788
20185,0.670637187
20187,0.669343976
20189,0.635976595
20191,0.643662489
20193,0.646243331
20195,0.493630018
20197,0.457150095
20199,0.515231233
20201,0.651151544
20203,0.596717391
20205,0.56308266
20207,0.621807187
20209,0.496605375
21001,0.109682918
21003,0.118133335
21005,0.213415844
21007,0.290364385
21009,0.180925371
21011,0.114935252
21013,0.177240662
21015,0.214969131
21017,0.201070303
21019,0.281708406
21021,0.298013603
21023,0.17357139
21025,0.087498976
21027,0.118506663
21029,0.200613677
21031,0.109710899
21033,0.184272994
21035,0.388385025
21037,0.377339172
21039,0.283209354
21041,0.223058493
21043,0.112455389
21045,0.085237482
21047,0.284727622
21049,0.255141752
21051,0.079784138
21053,0.148167924
21055,0.166995503
21057,0.107251273
21059,0.387528451
21061,0.122118203
21063,0.056994596
21065,0.106081994
21067,0.365803431
21069,0.110601552
21071,0.106699824
21073,0.245276109
21075,0.387751925
21077,0.158972592
21079,0.134950016
21081,0.103512504
21083,0.377935197
21085,0.140679682
21087,0.095080822
21089,0.224290829
21091,0.222734537
21093,0.27917994
21095,0.136537632
21097,0.149221714
21099,0.125700264
21101,0.4016662
21103,0.140600015
21105,0.296046874
21107,0.302143408
21109,0.061612451
21111,0.408892974
21113,0.28402406
21115,0.111366741
21117,0.332417903
21119,0.083006728
21121,0.117568378
21123,0.118013339
21125,0.12917839
21127,0.08556112
21129,0.07294373
21131,0.048736776
21133,0.108093371
21135,0.092124271
21137,0.132464541
21139,0.129605346
21141,0.187986885
21143,0.10986255
21145,0.439569605
21147,0.075093808
21149,0.198495012
21151,0.222883934
21153,0.064934852
21155,0.142104558
21157,0.235956166
21159,0.08338824
21161,0.231204073
21163,0.212871742
21165,0.071596453
21167,0.236879215
21169,0.108472933
21171,0.12090135
21173,0.186564185
21175,0.076311651
21177,0.149514647
21179,0.176607004
21181,0.09033694
21183,0.19208013
21185,0.18233524
21187,0.091633398
21189,0.079492292
21191,0.122942312
21193,0.094769806
21195,0.116711495
21197,0.108616175
21199,0.152626167
21201,0.073868955
21203,0.091898983
21205,0.090844423
21207,0.09852235
21209,0.243034838
21211,0.242094124
21213,0.233638824
21215,0.124780963
21217,0.198837785
21219,0.182894523
21221,0.144652818
21223,0.133212158
21225,0.324247571
21227,0.294206114
21229,0.107061781
21231,0.121952484
21233,0.196416705
21235,0.137996896
21237,0.072920873
21239,0.238157009
22001,0.521584187
22003,0.418767575
22005,0.338747521
22007,0.245748275
22009,0.229698124
22011,0.359535396
22013,0.263541397
22015,0.33777303
22017,0.478133319
22019,0.486846766
22021,0.162325716
22023,0.283801066
22025,0.220834775
22027,0.265483373
22029,0.261880561
22031,0.319051269
22033,0.458518083
22035,0.387541361
22037,0.284866928
22039,0.405197424
22041,0.325596704
22043,0.216924372
22045,0.404640322
22047,0.326819796
22049,0.256110756
22051,0.573547521
22053,0.565403894
22055,0.43433358
22057,0.388492625
22059,0.157402753
22061,0.309338918
22063,0.245257806
22065,0.432567413
22067,0.355457938
22069,0.250288193
22071,0.762656432
22073,0.390145145
22075,0.27045951
22077,0.240273425
22079,0.359363365
22081,0.204871765
22083,0.372772112
22085,0.196869368
22087,0.547090658
22089,0.321716854
22091,0.167238472
22093,0.317016455
22095,0.291642238
22097,0.394389733
22099,0.264532845
22101,0.344623862
22103,0.352130078
22105,0.361222021
22107,0.165668455
22109,0.356575224
22111,0.219920032
22113,0.456093385
22115,0.239907382
22117,0.34524656
22119,0.325526604
22121,0.46082885
22123,0.3875823
22125,0.140592255
22127,0.346548636
23001,0.31832913
23003,0.21872424
23005,0.234555285
23007,0.112064306
23009,0.104916564
23011,0.217733637
23013,0.154344372
23015,0.105201681
23017,0.133697338
23019,0.257748399
23021,0.164266564
23023,0.211714091
23025,0.164007333
23027,0.140201051
23029,0.151001585
23031,0.192996327
24001,0.284246053
24003,0.253378161
24005,0.29827086
24009,0.150847577
24011,0.245562755
24013,0.209666814
24015,0.208943002
24017,0.155378019
24019,0.241899605
24021,0.249848764
24023,0.192443035
24025,0.23204119
24027,0.195808196
24029,0.176412548
24031,0.295628624
24033,0.292461288
24035,0.191927527
24037,0.134390613
24039,0.236019762
24041,0.212262
24043,0.309713342
24045,0.300242643
24047,0.290587675
24510,0.621124124
25001,0.176728832
25003,0.251055014
25005,0.41137681
25007,0.142651178
25009,0.273651744
25011,0.210134412
25013,0.332766519
25015,0.21224723
25017,0.302722873
25019,0.167728518
25021,0.240205663
25023,0.241316288
25025,0.464212002
25027,0.24944249
26001,0.391241774
26003,0.251131188
26005,0.452411234
26007,0.47774107
26009,0.345087629
26011,0.444735465
26013,0.218040147
26015,0.403139642
26017,0.624836884
26019,0.362569026
26021,0.484407469
26023,0.449352188
26025,0.50086949
26027,0.413827172
26029,0.383588704
26031,0.357959919
26033,0.421503615
26035,0.397565104
26037,0.513793404
26039,0.320720755
26041,0.500610258
26043,0.481546583
26045,0.467790559
26047,0.385485002
26049,0.498506289
26051,0.389178424
26053,0.425711038
26055,0.374149172
26057,0.639360027
26059,0.504744193
26061,0.400519733
26063,0.559700469
26065,0.520939704
26067,0.461750185
26069,0.395449809
26071,0.33945054
26073,0.55817073
26075,0.474018554
26077,0.458035712
26079,0.404341459
26081,0.461242706
26083,0.090359672
26085,0.474018172
26087,0.459635178
26089,0.270681071
26091,0.501587294
26093,0.306543697
26095,0.334686391
26097,0.277078544
26099,0.456577098
26101,0.476103714
26103,0.411642841
26105,0.521327453
26107,0.440144079
26109,0.480544575
26111,0.456865281
26113,0.450062663
26115,0.484827197
26117,0.527586685
26119,0.323794048
26121,0.539654146
26123,0.449394844
26125,0.400485563
26127,0.437130354
26129,0.382307675
26131,0.365003528
26133,0.51940618
26135,0.355296032
26137,0.360341055
26139,0.435528069
26141,0.35578615
26143,0.386918687
26145,0.59415894
26147,0.507533883
26149,0.505513865
26151,0.621555688
26153,0.332420703
26155,0.574328264
26157,0.59773793
26159,0.454335744
26161,0.394039744
26163,0.654628951
26165,0.485347386
27001,0.397458366
27003,0.427284508
27005,0.357150975
27007,0.395944083
27009,0.465571243
27011,0.53691319
27013,0.489296813
27015,0.695347711
27017,0.452424569
27019,0.294048631
27021,0.235715348
27023,0.625630892
27025,0.347502725
27027,0.618350466
27029,0.44597452
27031,0.22860926
27033,0.695421568
27035,0.345015103
27037,0.41235151
27039,0.595278884
27041,0.406088589
27043,0.630711086
27045,0.442473999
27047,0.479684819
27049,0.405616157
27051,0.475580752
27053,0.575075646
27055,0.363137939
27057,0.366717819
27059,0.382125381
27061,0.313338221
27063,0.599747908
27065,0.420852671
27067,0.511305986
27069,0.564288962
27071,0.497214079
27073,0.739365783
27075,0.318713306
27077,0.472535099
27079,0.437302375
27081,0.686612725
27083,0.54300832
27085,0.53853994
27087,0.473638174
27089,0.670726467
27091,0.660464185
27093,0.46698562
27095,0.446159918
27097,0.534066031
27099,0.630542099
27101,0.685063118
27103,0.479546642
27105,0.62223524
27107,0.659532526
27109,0.442427792
27111,0.402738564
27113,0.637148082
27115,0.368460533
27117,0.701579478
27119,0.567815847
27121,0.507121181
27123,0.613961017
27125,0.621310151
27127,0.583773847
27129,0.60759193
27131,0.474105208
27133,0.720372596
27135,0.549988157
27137,0.5383626
27139,0.418367314
27141,0.365716797
27143,0.516207075
27145,0.458633923
27147,0.54972859
27149,0.526828801
27151,0.551173204
27153,0.507058185
27155,0.679894132
27157,0.427727656
27159,0.475189223
27161,0.506313227
27163,0.342401408
27165,0.684779682
27167,0.668608474
27169,0.516299657
27171,0.351434853
27173,0.692316185
28001,0.239281683
28003,0.331744681
28005,0.186368403
28007,0.233657372
28009,0.196896506
28011,0.532494064
28013,0.310458016
28015,0.135630613
28017,0.349815838
28019,0.241510236
28021,0.291841995
28023,0.192928158
28025,0.368203145
28027,0.434425402
28029,0.213690217
28031,0.240014557
28033,0.362642442
28035,0.434260623
28037,0.170834955
28039,0.272259063
28041,0.15158393
28043,0.330234204
28045,0.285628863
28047,0.436480857
28049,0.403232355
28051,0.185843399
28053,0.39098727
28055,0.196810857
28057,0.165784683
28059,0.383365143
28061,0.16678942
28063,0.159037341
28065,0.199196375
28067,0.318941899
28069,0.165764834
28071,0.214131259
28073,0.241223548
28075,0.423813424
28077,0.199771182
28079,0.209292553
28081,0.322906951
28083,0.413631683
28085,0.253917787
28087,0.335980477
28089,0.29919643
28091,0.252985203
28093,0.295766117
28095,0.351743824
28097,0.203257253
28099,0.267611521
28101,0.232423913
28103,0.372861022
28105,0.318311015
28107,0.299691084
28109,0.254645884
28111,0.188005163
28113,0.341534173
28115,0.235961014
28117,0.243875794
28119,0.393275821
28121,0.260772863
28123,0.270845218
28125,0.409025202
28127,0.255953255
28129,0.143676381
28131,0.285422746
28133,0.460969518
28135,0.290499249
28137,0.313167133
28139,0.259544969
28141,0.219619246
28143,0.433328475
28145,0.226203145
28147,0.261251773
28149,0.240570825
28151,0.477287256
28153,0.166874886
28155,0.246340468
28157,0.166855415
28159,0.237926794
28161,0.186548117
28163,0.302191727
29001,0.525245572
29003,0.409842517
29005,0.559088854
29007,0.522413033
29009,0.33769947
29011,0.671094809
29013,0.592612582
29015,0.23885504
29017,0.168004447
29019,0.362092098
29021,0.545556768
29023,0.412436207
29025,0.562365331
29027,0.279741217
29029,0.113138663
29031,0.384138002
29033,0.538059032
29035,0.193139624
29037,0.439248426
29039,0.485816878
29041,0.361998486
29043,0.329513009
29045,0.50532813
29047,0.383012046
29049,0.514205154
29051,0.283785301
29053,0.369390617
29055,0.206788598
29057,0.411819946
29059,0.322183372
29061,0.412170059
29063,0.564710881
29065,0.367416841
29067,0.210008324
29069,0.547762093
29071,0.245927267
29073,0.247146689
29075,0.551777372
29077,0.524404004
29079,0.52944873
29081,0.490732241
29083,0.508783194
29085,0.321746821
29087,0.41592702
29089,0.223047455
29091,0.380185508
29093,0.215529806
29095,0.53266883
29097,0.624411928
29099,0.183395341
29101,0.422371695
29103,0.527887682
29105,0.369057503
29107,0.46645432
29109,0.553916041
29111,0.483377084
29113,0.223852786
29115,0.546048656
29117,0.605289003
29119,0.277634961
29121,0.486173089
29123,0.222637862
29125,0.22100088
29127,0.42346925
29129,0.366972402
29131,0.253346503
29133,0.496248342
29135,0.39266257
29137,0.355935994
