"","FIPS","POPPCT_URBAN","POPPCT_RURAL"
"327","12073",87.6905262317278,12.3094737682722
"328","12075",7.95078551996275,92.0492144800373
"329","12077",0,100
"330","12079",19.9906367041199,80.0093632958801
"331","12081",94.2096997518841,5.7903002481159
"332","12083",68.9717414533139,31.0282585466861
"333","12085",91.5232575622958,8.47674243770418
"334","12086",99.5956233589098,0.404376641090195
"335","12087",91.2860856478314,8.71391435216856
"336","12089",51.8536705131353,48.1463294868647
"337","12091",87.9008085299355,12.0991914700645
"338","12093",63.4513451345134,36.5486548654865
"339","12095",97.9578622564915,2.04213774350848
"340","12097",92.1789456054488,7.82105439455124
"341","12099",98.9574543190312,1.04254568096875
"342","12101",90.5336165286197,9.46638347138028
"343","12103",99.7159977393289,0.284002260671088
"344","12105",86.4895074697514,13.5104925302486
"345","12107",43.8370717013609,56.1629282986391
"346","12109",76.2264587795137,23.7735412204863
"347","12111",96.6427756318645,3.35722436813553
"348","12113",79.0106492614222,20.9893507385778
"349","12115",95.6795133984103,4.32048660158968
"350","12117",96.842339337336,3.157660662664
"351","12119",65.0353243416827,34.9646756583173
"352","12121",16.8323265384708,83.1676734615292
"353","12123",30.7177669472751,69.2822330527248
"354","12125",32.5523012552301,67.4476987447699
"355","12127",90.0566728603114,9.94332713968859
"356","12129",38.3220691447881,61.6779308552118
"357","12131",36.8748069690969,63.1251930309031
"358","12133",15.448264781491,84.551735218509
"359","13001",28.5588944944067,71.4411055055933
"360","13003",0,100
"361","13005",30.7137707281903,69.2862292718097
"362","13007",0,100
"363","13009",64.8600174978128,35.1399825021872
"364","13011",6.17015493340582,93.8298450665942
"365","13013",69.93815503049,30.06184496951
"366","13015",64.7723074772607,35.2276925227393
"367","13017",65.9975048202336,34.0024951797664
"368","13019",23.8566836046873,76.1433163953127
"369","13021",85.5895645689084,14.4104354310916
"370","13023",48.4115440557299,51.5884559442701
"371","13025",0.554016620498615,99.4459833795014
"372","13027",28.9601674567506,71.0398325432494
"373","13029",47.6565342506533,52.3434657493467
"374","13031",51.7168207129328,48.2831792870672
"375","13033",25.004288900326,74.995711099674
"376","13035",22.0587613612344,77.9412386387656
"377","13037",0,100
"378","13039",68.5566091897135,31.4433908102865
"379","13043",33.0332787779596,66.9667212220404
"380","13045",58.174925583794,41.825074416206
"381","13047",71.8979700353445,28.1020299646555
"382","13049",48.9770766576288,51.0229233423712
"383","13051",95.4950061856914,4.50499381430856
"384","13053",70.4801633087778,29.5198366912221
"385","13055",42.4408994810686,57.5591005189314
"386","13057",82.8972782323906,17.1027217676094
"387","13059",94.1403773326251,5.85962266737495
"388","13061",0,100
"389","13063",99.1122640927593,0.887735907240656
"390","13065",39.570461900559,60.429538099441
"391","13067",99.7538069811853,0.246193018814727
"392","13069",33.4167532344886,66.5832467655114
"393","13071",41.0501560508154,58.9498439491846
"394","13073",83.7722586313914,16.2277413686086
"395","13075",40.5879618870555,59.4120381129445
"396","13077",67.0672416095258,32.9327583904742
"397","13079",0,100
"398","13081",52.9715431545714,47.0284568454286
"399","13083",27.8723020501413,72.1276979498587
"400","13085",19.6909986565159,80.3090013434841
"401","13087",43.5241721140723,56.4758278859277
"402","13089",99.7369535462853,0.263046453714664
"403","13091",27.7711506698477,72.2288493301523
"404","13093",46.3332886445904,53.6667113554096
"405","13095",86.0402897477925,13.9597102522075
"406","13097",84.2428041660687,15.7571958339313
"407","13099",34.0479651162791,65.9520348837209
"408","13101",0,100
"409","13103",32.9473684210526,67.0526315789474
"410","13105",29.3811365664981,70.6188634335019
"411","13107",33.1179750420391,66.8820249579609
"412","13109",38.7181818181818,61.2818181818182
"413","13111",0,100
"414","13113",81.8217647114022,18.1782352885978
"415","13115",63.1778398413572,36.8221601586428
"416","13117",90.0781147620377,9.92188523796229
"417","13119",11.0713638833545,88.9286361166455
"418","13121",98.9223110188023,1.07768898119774
"419","13123",12.3568499929309,87.6431500070691
"420","13125",0,100
"421","13127",79.4338532640092,20.5661467359908
"422","13129",48.4416337476896,51.5583662523104
"423","13131",37.6394386469953,62.3605613530047
"424","13133",17.250218832062,82.749781167938
"425","13135",99.5144793194267,0.485520680573337
"426","13137",41.2374247810227,58.7625752189773
"427","13139",79.4433561140669,20.5566438859331
"428","13141",38.4134054512674,61.5865945487326
"429","13143",22.640722724114,77.359277275886
"430","13145",3.31626280289783,96.6837371971022
"431","13147",25.5344465156864,74.4655534843136
"432","13149",0,100
"433","13151",86.1466639205186,13.8533360794814
"434","13153",90.0378842030022,9.96211579699786
"435","13155",35.2904172782554,64.7095827217446
"436","13157",39.9851202777548,60.0148797222452
"437","13159",18.2374100719424,81.7625899280576
"438","13161",30.4884523493496,69.5115476506504
"439","13163",19.3325457767277,80.6674542232723
"440","13165",33.8968824940048,66.1031175059952
"441","13167",34.5891783567134,65.4108216432866
"442","13169",32.285744183613,67.714255816387
"443","13171",39.127586395152,60.8724136048479
"444","13173",28.8747767414169,71.125223258583
"445","13175",43.3559070074741,56.6440929925259
"446","13177",63.7712912573327,36.2287087426673
"447","13179",76.8395505334657,23.1604494665343
"448","13181",0,100
"449","13183",18.6601216814159,81.3398783185841
"450","13185",72.7957668470151,27.2042331529849
"451","13187",16.0581992925315,83.9418007074685
"452","13189",39.04,60.96
"453","13191",25.6889695109189,74.3110304890811
"454","13193",46.8113975576662,53.1886024423338
"455","13195",8.12233285917496,91.877667140825
"456","13197",0,100
"457","13199",16.7151691524191,83.2848308475809
"458","13201",0,100
"459","13205",45.4889777853434,54.5110222146566
"460","13207",19.7699061459279,80.2300938540721
"461","13209",1.29343417735394,98.7065658226461
"462","13211",24.6306245802552,75.3693754197448
"463","13213",29.8728171999596,70.1271828000404
"464","13215",97.0224082997604,2.97759170023962
"465","13217",68.7558774685368,31.2441225314632
"466","13219",49.6830041453304,50.3169958546696
"467","13221",0.745016444056648,99.2549835559434
"468","13223",79.9471628116129,20.0528371883871
"469","13225",61.7764939519769,38.2235060480231
"470","13227",26.8968094865958,73.1031905134042
"471","13229",20.6471905320397,79.3528094679603
"472","13231",1.03531255246516,98.9646874475348
"473","13233",48.5786618444846,51.4213381555154
"474","13235",33.2972522897585,66.7027477102415
"475","13237",19.0545763031388,80.9454236968612
"476","13239",26.900119379228,73.099880620772
"477","13241",20.7176210371099,79.2823789628901
"478","13243",49.371680269465,50.628319730535
"479","13245",90.7837984731911,9.21620152680891
"480","13247",85.0671830076864,14.9328169923136
"481","13249",0,100
"482","13251",21.0785993284451,78.9214006715548
"483","13253",31.4469011341505,68.5530988658495
"484","13255",58.3802849874362,41.6197150125638
"485","13257",41.4364851957975,58.5635148042025
"486","13259",0,100
"487","13261",58.2162771565252,41.7837228434748
"488","13263",6.11798980335033,93.8820101966497
"489","13265",0,100
"490","13267",31.7633228840125,68.2366771159875
"491","13269",0,100
"492","13271",53.0121212121212,46.9878787878788
"493","13273",47.9441760601181,52.0558239398819
"494","13275",53.9780858676207,46.0219141323793
"495","13277",59.2178074679695,40.7821925320305
"496","13279",48.9439077250854,51.0560922749146
"497","13281",0,100
"498","13283",41.1328976034858,58.8671023965142
"499","13285",55.7007338464292,44.2992661535708
"500","13287",50.2687569988802,49.7312430011198
"501","13289",0,100
"502","13291",0,100
"503","13293",53.0917394026443,46.9082605973557
"504","13295",56.1463726802024,43.8536273197975
"505","13297",57.3417056632604,42.6582943367396
"506","13299",70.5579422780348,29.4420577219652
"507","13301",0,100
"508","13303",34.3984518808703,65.6015481191297
"509","13305",42.0611980464467,57.9388019535533
"510","13307",0,100
"511","13309",0,100
"512","13311",16.2061597406425,83.7938402593575
"513","13313",70.9227185450151,29.0772814549849
"514","13315",0,100
"515","13317",32.6347588029831,67.3652411970169
"516","13319",0,100
"517","13321",30.8362931869551,69.1637068130449
"518","16001",94.5277993704841,5.47220062951588
"519","16003",0,100
"520","16005",84.2706937553568,15.7293062446432
"521","16007",0,100
"522","16009",28.0883144857297,71.9116855142703
"523","16011",43.96912754621,56.03087245379
"524","16013",67.2342814371258,32.7657185628743
"525","16015",0,100
"526","16017",27.553391882966,72.446608117034
"527","16019",87.0483719323829,12.9516280676171
"528","16021",23.8151658767773,76.1848341232227
"529","16023",0,100
"530","16025",0,100
"531","16027",80.1321173176373,19.8678826823627
"532","16029",40.1120206807411,59.8879793192589
"533","16031",48.4881491808993,51.5118508191007
"534","16033",0,100
"535","16035",41.3879694098847,58.6120305901153
"536","16037",0,100
"537","16039",73.1156150602855,26.8843849397145
"538","16041",33.8104176442985,66.1895823557015
"539","16043",27.9565020389669,72.0434979610331
"540","16045",54.9793647945451,45.0206352054549
"541","16047",41.9167097775479,58.0832902224521
"542","16049",19.3643572877605,80.6356427122395
"543","16051",33.389441469013,66.610558530987
"544","16053",48.6815053186735,51.3184946813265
"545","16055",75.7556284026745,24.2443715973255
"546","16057",65.0091289872194,34.9908710127806
"547","16059",38.8608870967742,61.1391129032258
"548","16061",0,100
"549","16063",0,100
"550","16065",71.5366581415175,28.4633418584825
"551","16067",55.7775673924959,44.2224326075041
"552","16069",80.8353495479435,19.1646504520565
"553","16071",0,100
"554","16073",22.7051882699983,77.2948117300017
"555","16075",57.3310347876055,42.6689652123945
"556","16077",57.413329921965,42.586670078035
"557","16079",43.963963963964,56.036036036036
"558","16081",0,100
"559","16083",72.0095817687427,27.9904182312573
"560","16085",0,100
"561","16087",54.4322416160031,45.5677583839969
"562","17001",67.4008613623832,32.5991386376168
"563","17003",38.14032532168,61.85967467832
"564","17005",39.2615938766321,60.7384061233679
"565","17007",80.6369426751592,19.3630573248408
"566","17009",58.9303733602422,41.0696266397578
"567","17011",42.6096403453599,57.3903596546401
"568","17013",0,100
"569","17015",18.1256905179697,81.8743094820303
"570","17017",47.8668816889019,52.1331183110981
"571","17019",87.289699175954,12.710300824046
"572","17021",56.5488505747126,43.4511494252874
"573","17023",40.4591368227732,59.5408631772268
"574","17025",35.2660152008686,64.7339847991314
"575","17027",51.2419893014141,48.7580106985859
"576","17029",75.7113953186197,24.2886046813803
"577","17031",99.9547036147593,0.0452963852406551
"578","17033",39.8344855427158,60.1655144572842
"579","17035",0,100
"580","17037",79.6947508558387,20.3052491441613
"581","17039",51.2469053801099,48.7530946198901
"582","17041",38.3633633633634,61.6366366366366
"583","17043",99.952449712299,0.0475502877010527
"584","17045",48.1965977605512,51.8034022394488
"585","17047",0,100
"586","17049",40.3013842649378,59.6986157350622
"587","17051",33.0126467931346,66.9873532068654
"588","17053",58.2202968539166,41.7797031460834
"589","17055",51.4193271150881,48.5806728849119
"590","17057",39.9741023496722,60.0258976503278
"591","17059",0,100
"592","17061",29.1516635460176,70.8483364539824
"593","17063",75.6247128617941,24.3752871382059
"594","17065",31.9025659217216,68.0974340782784
"595","17067",29.0253350083752,70.9746649916248
"596","17069",0,100
"597","17071",0.34101759650798,99.658982403492
"598","17073",49.724676147843,50.275323852157
"599","17075",28.2589676290464,71.7410323709536
"600","17077",62.8333720814374,37.1666279185626
"601","17079",30.1402351000206,69.8597648999794
"602","17081",41.2290416462771,58.7709583537229
"603","17083",39.4300630846204,60.5699369153796
"604","17085",27.409824499515,72.5901755004851
"605","17087",0,100
"606","17089",96.4416644509955,3.5583355490045
"607","17091",75.5431956209398,24.4568043790602
"608","17093",89.5804281132339,10.4195718867661
"609","17095",75.6798125436989,24.3201874563011
"610","17097",98.7326962934743,1.26730370652573
"611","17099",69.7851199044977,30.2148800955023
"612","17101",41.9830095645458,58.0169904354542
"613","17103",46.7874885515251,53.2125114484749
"614","17105",59.196405648267,40.803594351733
"615","17107",60.1352912060716,39.8647087939284
"616","17109",70.4955231203238,29.5044768796762
"617","17111",90.1214535561601,9.87854644383988
"618","17113",83.5031726936051,16.4968273063949
"619","17115",84.7383720930232,15.2616279069767
"620","17117",41.4864440489898,58.5135559510102
"621","17119",86.6593385372955,13.3406614627045
"622","17121",54.9433273322007,45.0566726677993
"623","17123",0,100
"624","17125",22.5146597572617,77.4853402427383
"625","17127",49.4912178365416,50.5087821634584
"626","17129",24.3053915781189,75.6946084218811
"627","17131",22.2404770597542,77.7595229402458
"628","17133",58.6400461207027,41.3599538792973
"629","17135",58.3776242359819,41.6223757640181
"630","17137",63.7719076152699,36.2280923847301
"631","17139",30.7624949481342,69.2375050518658
"632","17141",52.9001626259416,47.0998373740584
"633","17143",85.3544886162558,14.6455113837442
"634","17145",56.3579418344519,43.6420581655481
"635","17147",32.339051945723,67.660948054277
"636","17149",27.6932440657334,72.3067559342666
"637","17151",0,100
"638","17153",0,100
"639","17155",0,100
"640","17157",57.3575098578086,42.6424901421914
"641","17159",56.5329883570504,43.4670116429496
"642","17161",89.0800157239098,10.9199842760902
"643","17163",90.245356518648,9.75464348135202
"644","17165",56.3360494520933,43.6639505479067
"645","17167",85.8734459271263,14.1265540728737
"646","17169",42.3647932131495,57.6352067868505
"647","17171",0,100
"648","17173",22.2689263515628,77.7310736484372
"649","17175",0,100
"650","17177",59.9065205088973,40.0934794911027
"651","17179",79.5818130788661,20.4181869211339
"652","17181",34.1307277628032,65.8692722371968
"653","17183",68.7436447166922,31.2563552833078
"654","17185",61.1032058257303,38.8967941742697
"655","17187",54.520810978709,45.479189021291
"656","17189",26.3522696384887,73.6477303615113
"657","17191",30.0656324582339,69.9343675417661
"658","17193",37.9679509035118,62.0320490964882
"659","17195",62.6568429689904,37.3431570310096
"660","17197",96.0706062931696,3.92939370683039
"661","17199",65.2018626520186,34.7981373479814
"662","17201",92.0857802794768,7.91421972052319
"663","17203",45.1143182288434,54.8856817711566
"664","18001",46.3256463198302,53.6743536801698
"665","18003",88.1203054071016,11.8796945928984
"666","18005",66.2968461077688,33.7031538922312
"667","18007",0,100
"668","18009",49.3890020366599,50.6109979633401
"669","18011",65.5949858757062,34.4050141242938
"670","18013",0,100
"671","18015",18.5958819151575,81.4041180848425
"672","18017",55.3328542832213,44.6671457167787
"673","18019",79.4850860004354,20.5149139995646
"674","18021",39.1111937523243,60.8888062476757
"675","18023",50.2167108114616,49.7832891885384
"676","18025",0,100
"677","18027",39.7181496461072,60.2818503538928
"678","18029",46.9418746378404,53.0581253621596
"679","18031",46.2043512043512,53.7956487956488
"680","18033",57.7007791961727,42.2992208038273
"681","18035",77.1880922232326,22.8119077767674
"682","18037",50.753181026045,49.246818973955
"683","18039",79.4127323989289,20.5872676010711
"684","18041",63.2162128763851,36.7837871236149
"685","18043",79.672289415109,20.327710584891
"686","18045",34.0487238979118,65.9512761020882
"687","18047",11.1404686620176,88.8595313379824
"688","18049",35.0787099251296,64.9212900748704
"689","18051",46.3809211115422,53.6190788884578
"690","18053",71.0866245129245,28.9133754870755
"691","18055",25.1560379918589,74.8439620081411
"692","18057",94.36462237179,5.63537762821003
"693","18059",69.5537270363704,30.4462729636296
"694","18061",14.1525251498831,85.8474748501169
"695","18063",82.153071888235,17.846928111765
"696","18065",57.144878896931,42.855121103069
