"","FIPS","YEAR","RINTERNATIONALMIG"
"739","18151","2011",-0.088006219
"740","18153","2011",-0.046939542
"741","18155","2011",0.1873624057
"742","18157","2011",8.4019887381
"743","18159","2011",-0.063103427
"744","18161","2011",-0.133040644
"745","18163","2011",0.6938469651
"746","18165","2011",0.0621349571
"747","18167","2011",1.5632371033
"748","18169","2011",0.0305740274
"749","18171","2011",0.4708375022
"750","18173","2011",0.9163612129
"751","18175","2011",0.3540574989
"752","18177","2011",-0.421741502
"753","18179","2011",0.6495849874
"754","18181","2011",0.2841197362
"755","18183","2011",0.5096610754
"756","19001","2011",0
"757","19003","2011",0
"758","19005","2011",1.3986013986
"759","19007","2011",0.0778089013
"760","19009","2011",0
"761","19011","2011",0.0767400813
"762","19013","2011",1.9334261987
"763","19015","2011",-0.038052474
"764","19017","2011",0.3287040841
"765","19019","2011",0.2387489555
"766","19021","2011",3.2950549586
"767","19023","2011",0.3346496218
"768","19025","2011",0.2966772152
"769","19027","2011",0.2399002015
"770","19029","2011",0.2166612501
"771","19031","2011",0.2173440556
"772","19033","2011",0.4314847618
"773","19035","2011",-0.082870639
"774","19037","2011",0
"775","19039","2011",-0.107313409
"776","19041","2011",-0.240739069
"777","19043","2011",0.1108125329
"778","19045","2011",0.3055052038
"779","19047","2011",1.221391805
"780","19049","2011",3.3859548833
"781","19051","2011",0
"782","19053","2011",1.1999760005
"783","19055","2011",0.0565035597
"784","19057","2011",0.2241398633
"785","19059","2011",0.178949566
"786","19061","2011",1.1351460307
"787","19063","2011",5.9906702676
"788","19065","2011",1.2907543742
"789","19067","2011",-0.185162326
"790","19069","2011",0
"791","19071","2011",0.4052684904
"792","19073","2011",0.1069861988
"793","19075","2011",0.0801892466
"794","19077","2011",0.2752798679
"795","19079","2011",-0.321543408
"796","19081","2011",0.0885386693
"797","19083","2011",0.8018786872
"798","19085","2011",0
"799","19087","2011",0.5452427569
"800","19089","2011",1.0463534582
"801","19091","2011",0.2043527128
"802","19093","2011",0
"803","19095","2011",-0.244962949
"804","19097","2011",0.050551006
"805","19099","2011",0.3540594275
"806","19101","2011",13.615064981
"807","19103","2011",8.2961913625
"808","19105","2011",0.4344468044
"809","19107","2011",0.0956663159
"810","19109","2011",0.5173807599
"811","19111","2011",0.5320787477
"812","19113","2011",1.8078851969
"813","19115","2011",1.9329613847
"814","19117","2011",1.7999775003
"815","19119","2011",0
"816","19121","2011",0.3176720989
"817","19123","2011",0.3117415217
"818","19125","2011",0.4812391909
"819","19127","2011",4.0863767052
"820","19129","2011",-0.132868294
"821","19131","2011",0.5580876198
"822","19133","2011",0.4327599264
"823","19135","2011",0.2491125366
"824","19137","2011",-0.281399493
"825","19139","2011",0.9807928075
"826","19141","2011",0.558932439
"827","19143","2011",0.469667319
"828","19145","2011",0.3142776329
"829","19147","2011",1.1732081911
"830","19149","2011",0.2008314422
"831","19151","2011",0.137997654
"832","19153","2011",3.6620827493
"833","19155","2011",-0.042812572
"834","19157","2011",2.3267496893
"835","19159","2011",0
"836","19161","2011",0
"837","19163","2011",0.9400393491
"838","19165","2011",0.0827609037
"839","19167","2011",1.8002065811
"840","19169","2011",10.055865922
"841","19171","2011",0.2830215379
"842","19173","2011",0.3168065896
"843","19175","2011",0.7977980773
"844","19177","2011",0.1325381047
"845","19179","2011",1.6018435252
"846","19181","2011",0.5377211378
"847","19183","2011",0.0459664445
"848","19185","2011",1.0975227344
"849","19187","2011",1.0314185973
"850","19189","2011",0.1856837805
"851","19191","2011",0.2848529447
"852","19193","2011",1.9404411335
"853","19195","2011",0.1320655045
"854","19197","2011",0.6102444792
"855","20001","2011",0.2994796541
"856","20003","2011",-0.371218214
"857","20005","2011",-0.178528922
"858","20007","2011",0
"859","20009","2011",-0.650148089
"860","20011","2011",0.7978988663
"861","20013","2011",-0.100300903
"862","20015","2011",0.743895126
"863","20017","2011",0
"864","20019","2011",0
"865","20021","2011",-0.419727177
"866","20023","2011",0.3698908822
"867","20025","2011",0.4630701551
"868","20027","2011",-0.11711659
"869","20029","2011",2.2175290391
"870","20031","2011",-0.234301781
"871","20033","2011",0
"872","20035","2011",1.1576466697
"873","20037","2011",2.6793916505
"874","20039","2011",-0.339904827
"875","20041","2011",0.3548076436
"876","20043","2011",0.6281407035
"877","20045","2011",5.6331227618
"878","20047","2011",-0.329326527
"879","20049","2011",0
"880","20051","2011",1.2240116106
"881","20053","2011",0.7707723139
"882","20055","2011",3.8613687607
"883","20057","2011",2.6031003217
"884","20059","2011",0.4243745298
"885","20061","2011",3.2890539717
"886","20063","2011",0
"887","20065","2011",0
"888","20067","2011",0.763310222
"889","20069","2011",0.4953764861
"890","20071","2011",0
"891","20073","2011",0
"892","20075","2011",0.748502994
