"","FIPS","YEAR","RNATURALINC"
"120","05075","2011",-3.793103448
"121","05077","2011",-0.870153727
"122","05079","2011",0.5628253834
"123","05081","2011",-3.451317253
"124","05083","2011",-0.224466891
"125","05085","2011",5.3517317191
"126","05087","2011",-0.829451924
"127","05089","2011",-4.67962563
"128","05091","2011",4.2829004626
"129","05093","2011",2.7263875365
"130","05095","2011",0.2463509269
"131","05097","2011",-3.91285956
"132","05099","2011",-0.444321022
"133","05101","2011",-0.483237693
"134","05103","2011",-1.120058707
"135","05105","2011",1.3444087002
"136","05107","2011",1.9033471055
"137","05109","2011",1.3330371029
"138","05111","2011",-1.062004738
"139","05113","2011",-2.328684051
"140","05115","2011",3.9584602071
"141","05117","2011",-2.424802263
"142","05119","2011",6.1646040118
"143","05121","2011",-0.278334447
"144","05123","2011",2.4916352246
"145","05125","2011",3.6094268654
"146","05127","2011",1.064820977
"147","05129","2011",-3.32103321
"148","05131","2011",4.4946131903
"149","05133","2011",6.1101574093
"150","05135","2011",-5.851680185
"151","05137","2011",-3.455341717
"152","05139","2011",-1.349804158
"153","05141","2011",-0.173792145
"154","05143","2011",9.1099921131
"155","05145","2011",1.7370158068
"156","05147","2011",-3.611111111
"157","05149","2011",4.6701428248
"158","06001","2011",6.6651313561
"159","06003","2011",-2.661934339
"160","06005","2011",-4.693155153
"161","06007","2011",1.2002073085
"162","06009","2011",-2.648188198
"163","06011","2011",7.4836295603
"164","06013","2011",4.7894692112
"165","06015","2011",1.2980406602
"166","06017","2011",1.7841755231
"167","06019","2011",11.033185587
"168","06021","2011",6.7891799666
"169","06023","2011",2.6715805988
"170","06025","2011",12.285236604
"171","06027","2011",-0.379372951
"172","06029","2011",10.666881394
"173","06031","2011",11.977465011
"174","06033","2011",-0.883816848
"175","06035","2011",2.95322611
"176","06037","2011",7.558784568
"177","06039","2011",9.4627322318
"178","06041","2011",2.1838356811
"179","06043","2011",-0.438993607
"180","06045","2011",2.0099010466
"181","06047","2011",11.034498797
"182","06049","2011",-0.104150393
"183","06051","2011",8.0895428711
"184","06053","2011",10.84092449
"185","06055","2011",2.4995445436
"186","06057","2011",-1.782359702
"187","06059","2011",6.7841361167
"188","06061","2011",3.0155064989
"189","06063","2011",-2.77546489
"190","06065","2011",7.4609200103
"191","06067","2011",6.993768723
"192","06069","2011",8.8436045312
"193","06071","2011",9.3800703371
"194","06073","2011",8.019078362
"195","06075","2011",3.8700802823
"196","06077","2011",8.3866517165
"197","06079","2011",1.4347520615
"198","06081","2011",6.3437342676
"199","06083","2011",6.7884060427
"200","06085","2011",8.2649313776
"201","06087","2011",5.8446416227
"202","06089","2011",0.3156156478
"203","06091","2011",-5.698005698
"204","06093","2011",-1.741985193
"205","06095","2011",5.5473323787
"206","06097","2011",2.9603693158
"207","06099","2011",7.9674253538
"208","06101","2011",6.3730956017
"209","06103","2011",1.812593585
"210","06105","2011",-3.571428571
"211","06107","2011",11.920162112
"212","06109","2011",-2.999454645
"213","06111","2011",7.1604812965
"214","06113","2011",5.949973575
"215","06115","2011",9.5969952429
"216","08001","2011",10.771387623
"217","08003","2011",6.5334358186
"218","08005","2011",7.3730416166
"219","08007","2011",4.5705738148
"220","08009","2011",-9.492419249
"221","08011","2011",-3.095017023
"222","08013","2011",5.0017311099
"223","08014","2011",6.3138085984
"224","08015","2011",-0.613907802
"225","08017","2011",0
"226","08019","2011",1.4369404222
"227","08021","2011",2.0479460306
"228","08023","2011",0.2789400279
"229","08025","2011",-0.510942689
"230","08027","2011",-1.881467545
"231","08029","2011",-0.587726315
"232","08031","2011",8.9714018183
"233","08033","2011",0
"234","08035","2011",9.13161641
"235","08037","2011",10.984157465
"236","08039","2011",3.0656303972
"237","08041","2011",8.7951304084
"238","08043","2011",-3.226628174
"239","08045","2011",10.167677488
"240","08047","2011",3.3030553262
"241","08049","2011",2.6567662386
"242","08051","2011",6.4152919612
"243","08053","2011",-2.396644697
"244","08055","2011",-9.387538799
"245","08057","2011",0.7283321194
"246","08059","2011",3.3734366491
"247","08061","2011",-2.116402116
"248","08063","2011",2.5555217524
"249","08065","2011",8.4890805778
"250","08067","2011",5.6934264163
"251","08069","2011",4.7879515327
"252","08071","2011",-3.150123052
"253","08073","2011",2.3875114784
"254","08075","2011",1.1472190968
"255","08077","2011",4.0963354497
"256","08079","2011",2.8268551237
"257","08081","2011",8.7445346658
"258","08083","2011",0.7051633628
"259","08085","2011",2.4099318403
"260","08087","2011",6.4205457464
"261","08089","2011",1.5385431588
"262","08091","2011",2.0272553215
"263","08093","2011",1.9174862374
"264","08095","2011",-2.480270575
"265","08097","2011",6.8758558401
"266","08099","2011",-0.558949176
"267","08101","2011",1.3517995832
"268","08103","2011",9.4240837696
"269","08105","2011",1.7546791444
"270","08107","2011",5.9975153151
"271","08109","2011",5.6799740344
"272","08111","2011",0
"273","08113","2011",7.5451360819
"274","08115","2011",-5.060088552
"275","08117","2011",9.0528379221
"276","08119","2011",3.8430334344
"277","08121","2011",-2.504434937
"278","08123","2011",9.0091494911
"279","08125","2011",3.6664519645
"280","09001","2011",4.2828801178
"281","09003","2011",2.0266726187
"282","09005","2011",-0.60200404
"283","09007","2011",0.440037373
"284","09009","2011",1.9684720257
"285","09011","2011",1.93769754
"286","09013","2011",1.0904733765
"287","09015","2011",1.7816506867
"288","10001","2011",5.1087281218
"289","10003","2011",4.5065011137
"290","10005","2011",0.7583233521
"291","11001","2011",7.3924961593
"292","12001","2011",4.2617519821
"293","12003","2011",4.8784994918
"294","12005","2011",2.9873568681
"295","12007","2011",1.5798620254
"296","12009","2011",-2.102315119
"297","12011","2011",3.7652025562
"298","12013","2011",-1.907097126
"299","12015","2011",-7.993895116
"300","12017","2011",-8.692340276
"301","12019","2011",3.2624131956
"302","12021","2011",1.3195736762
"303","12023","2011",0.3558982724
"304","12027","2011",3.267458691
"305","12029","2011",-3.109187344
"306","12031","2011",6.3798092386
"307","12033","2011",2.7048786571
"308","12035","2011",-2.376917035
"309","12037","2011",-1.826563451
"310","12039","2011",3.0682904788
"311","12041","2011",0.8236747661
"312","12043","2011",-2.723099665
"313","12045","2011",-1.772769002
"314","12047","2011",3.8253979097
"315","12049","2011",7.4710362002
"316","12051","2011",8.7457201113
"317","12053","2011",-5.563652347
"318","12055","2011",-4.880474045
"319","12057","2011",5.9734809267
"320","12059","2011",-3.124921247
"321","12061","2011",-3.042834018
"322","12063","2011",-1.55799484
"323","12065","2011",-3.005053954
"324","12067","2011",-0.454390549
"325","12069","2011",-1.270448368
"326","12071","2011",0.31641979
"327","12073","2011",5.0510334775
"328","12075","2011",-3.585957884
"329","12077","2011",0.8427135376
"330","12079","2011",0.1563395695
"331","12081","2011",-0.368678885
"332","12083","2011",-2.989676274
"333","12085","2011",-3.209172943
"334","12086","2011",5.1058071231
"335","12087","2011",0.5707025756
"336","12089","2011",0.9887512613
"337","12091","2011",6.0414988854
"338","12093","2011",3.3043783012
"339","12095","2011",7.1008989096
"340","12097","2011",7.4971785302
"341","12099","2011",0.4593330499
"342","12101","2011",-1.665323606
"343","12103","2011",-3.151182075
"344","12105","2011",2.0015662998
"345","12107","2011",-0.933239559
"346","12109","2011",1.7193530482
"347","12111","2011",1.3460299277
"348","12113","2011",3.6222727656
"349","12115","2011",-5.565789681
"350","12117","2011",3.8145246266
"351","12119","2011",-7.989472206
"352","12121","2011",-0.980209111
"353","12123","2011",1.546722054
"354","12125","2011",-1.491375956
"355","12127","2011",-3.128716235
"356","12129","2011",3.6570762808
"357","12131","2011",1.0828468042
"358","12133","2011",-2.193784278
"359","13001","2011",3.5332807871
"360","13003","2011",8.729968907
"361","13005","2011",0
"362","13007","2011",2.3731830317
"363","13009","2011",2.838939689
"364","13011","2011",2.455058785
"365","13013","2011",8.0418577982
"366","13015","2011",4.4363178562
"367","13017","2011",3.1218072426
"368","13019","2011",1.0325511758
"369","13021","2011",4.3906738242
"370","13023","2011",-0.765755418
"371","13025","2011",0.3779697624
"372","13027","2011",1.1170410823
"373","13029","2011",6.131983648
"374","13031","2011",4.8604709629
"375","13033","2011",3.6292216387
"376","13035","2011",1.3503534128
"377","13037","2011",2.1017865185
"378","13039","2011",10.221465077
"379","13043","2011",2.0689034812
"380","13045","2011",4.6164339629
"381","13047","2011",3.275837978
"382","13049","2011",2.7368100958
"383","13051","2011",5.8315439264
"384","13053","2011",16.578278889
"385","13055","2011",1.3941600186
"386","13057","2011",7.5670606497
"387","13059","2011",6.9600054322
"388","13061","2011",-2.8395646
"389","13063","2011",11.262521364
"390","13065","2011",3.8569945112
"391","13067","2011",8.2842593301
"392","13069","2011",4.6428071485
"393","13071","2011",6.9142069448
"394","13073","2011",6.6283363349
"395","13075","2011",3.5069261792
"396","13077","2011",5.8839303411
"397","13079","2011",2.9397743525
"398","13081","2011",3.5603780782
"399","13083","2011",0.300932892
"400","13085","2011",3.4924330617
"401","13087","2011",2.0552390568
"402","13089","2011",9.821883098
"403","13091","2011",0.3227665706
"404","13093","2011",1.1538722596
"405","13095","2011",8.6086846436
"406","13097","2011",6.9105951167
"407","13099","2011",3.3987048179
"408","13101","2011",7.9217724966
"409","13103","2011",6.3714861729
"410","13105","2011",-0.501002004
"411","13107","2011",2.4390784718
"412","13109","2011",4.2725330667
"413","13111","2011",-2.831005852
"414","13113","2011",0.1307836745
"415","13115","2011",3.3023178533
"416","13117","2011",7.7932148266
"417","13119","2011",0.862734414
"418","13121","2011",7.9280295083
"419","13123","2011",4.6237469999
"420","13125","2011",-0.323519896
"421","13127","2011",3.1153232617
"422","13129","2011",4.1344322377
"423","13131","2011",7.7417295183
"424","13133","2011",-0.12489852
"425","13135","2011",10.107812579
"426","13137","2011",2.694416055
"427","13139","2011",7.8498048589
"428","13141","2011",0.7435734013
"429","13143","2011",-0.27960785
"430","13145","2011",2.4823135162
"431","13147","2011",-0.11844365
"432","13149","2011",0.3393857119
"433","13151","2011",6.204636485
"434","13153","2011",7.4676717318
"435","13155","2011",1.0387991482
"436","13157","2011",5.1121887072
"437","13159","2011",5.4832076765
"438","13161","2011",2.6429680531
"439","13163","2011",2.1998929782
"440","13165","2011",1.7026451809
"441","13167","2011",0
"442","13169","2011",3.1366535392
"443","13171","2011",0.5490734386
"444","13173","2011",5.4405906927
"445","13175","2011",2.3682160478
"446","13177","2011",7.4747332959
"447","13179","2011",14.318764459
"448","13181","2011",-2.651180407
"449","13183","2011",4.9895489178
"450","13185","2011",8.4460681473
"451","13187","2011",2.7988606991
"452","13189","2011",2.9481539489
"453","13191","2011",0.7009182028
"454","13193","2011",0.2749235369
"455","13195","2011",1.4542616962
"456","13197","2011",3.2106409815
"457","13199","2011",-0.322461765
"458","13201","2011",0
"459","13205","2011",2.8996631274
"460","13207","2011",1.2946709061
"461","13209","2011",2.7511830087
"462","13211","2011",0.1117068811
"463","13213","2011",3.9037744937
"464","13215","2011",6.5429171886
"465","13217","2011",6.4713302123
"466","13219","2011",2.9914336219
"467","13221","2011",2.0265477759
"468","13223","2011",8.1412357781
"469","13225","2011",2.9833042791
"470","13227","2011",0.4419814368
"471","13229","2011",2.5539386523
"472","13231","2011",1.0642171003
"473","13233","2011",3.3080600763
"474","13235","2011",-2.52016129
"475","13237","2011",2.2624967594
"476","13239","2011",2.416918429
"477","13241","2011",-2.090121104
"478","13243","2011",2.3629799803
"479","13245","2011",5.5615995698
"480","13247","2011",5.6569631595
"481","13249","2011",6.5580286169
"482","13251","2011",2.2140732028
"483","13253","2011",0.4572996456
"484","13255","2011",3.6210394881
"485","13257","2011",-0.694082943
"486","13259","2011",-0.328704084
"487","13261","2011",2.625401532
"488","13263","2011",-0.145666424
"489","13265","2011",-7.629107981
"490","13267","2011",4.3212665239
"491","13269","2011",-2.090956613
"492","13271","2011",0.7325783706
"493","13273","2011",2.5372660958
"494","13275","2011",1.1865184638
"495","13277","2011",4.1518241002
"496","13279","2011",4.886202906
"497","13281","2011",-8.998342411
"498","13283","2011",-3.061670797
"499","13285","2011",4.6034020626
"500","13287","2011",0.2240896359
"501","13289","2011",-1.235955056
"502","13291","2011",-6.334756698
"503","13293","2011",-0.333493904
"504","13295","2011",1.4091566125
"505","13297","2011",3.7598889825
"506","13299","2011",2.1768482544
"507","13301","2011",-1.919888297
"508","13303","2011",1.2362702677
"509","13305","2011",4.8701298701
"510","13307","2011",-1.442741208
"511","13309","2011",1.6405855628
"512","13311","2011",0.6959197128
"513","13313","2011",7.2058930786
"514","13315","2011",-0.323171389
"515","13317","2011",-1.746131833
"516","13319","2011",2.4280812879
"517","13321","2011",1.48134432
"518","16001","2011",6.6547867146
"519","16003","2011",-5.03588065
"520","16005","2011",9.2283137627
"521","16007","2011",0.5031446541
"522","16009","2011",-1.624871364
"523","16011","2011",9.1426825809
"524","16013","2011",6.3712303554
"525","16015","2011",-3.001929812
"526","16017","2011",0.3672689878
"527","16019","2011",12.456767132
"528","16021","2011",1.9246631839
"529","16023","2011",0
"530","16025","2011",6.275212909
"531","16027","2011",9.9763331328
"532","16029","2011",5.9342886091
"533","16031","2011",8.0976919413
"534","16033","2011",4.1365046536
"535","16035","2011",-8.075680665
"536","16037","2011",0.4607233356
"537","16039","2011",11.13569045
"538","16041","2011",10.55058419
"539","16043","2011",7.2909546594
"540","16045","2011",-1.677701549
"541","16047","2011",4.4118601181
"542","16049","2011",-0.18308312
"543","16051","2011",13.438404142
"544","16053","2011",10.809127708
"545","16055","2011",3.5813853742
"546","16057","2011",7.082945014
"547","16059","2011",-1.003827091
"548","16061","2011",0
"549","16063","2011",8.7057457922
"550","16065","2011",23.549668874
"551","16067","2011",7.148175726
"552","16069","2011",-1.041230175
"553","16071","2011",3.9892056788
"554","16073","2011",2.6259354895
"555","16075","2011",5.2230878187
"556","16077","2011",10.094556606
"557","16079","2011",-4.879776475
"558","16081","2011",12.111067349
"559","16083","2011",5.9237367085
"560","16085","2011",1.7504118616
"561","16087","2011",0
"562","17001","2011",0.6400190517
"563","17003","2011",-0.617360168
"564","17005","2011",0.4505392392
"565","17007","2011",4.9153669894
"566","17009","2011",-1.883921455
"567","17011","2011",-1.896987813
"568","17013","2011",1.5771315919
"569","17015","2011",-2.808346668
"570","17017","2011",3.1545741325
"571","17019","2011",5.3861339171
"572","17021","2011",-1.842654574
"573","17023","2011",-0.492413751
"574","17025","2011",-2.685927916
"575","17027","2011",2.8204655086
"576","17029","2011",-0.18606382
"577","17031","2011",6.2953531291
"578","17033","2011",-0.960153625
"579","17035","2011",-0.54217684
"580","17037","2011",5.6585319306
"581","17039","2011",-0.120707345
"582","17041","2011",3.4124554624
"583","17043","2011",5.2734567895
"584","17045","2011",-2.113878425
"585","17047","2011",1.4922032381
"586","17049","2011",2.5987677753
"587","17051","2011",2.5612797412
"588","17053","2011",-6.294256491
"589","17055","2011",-2.248089124
"590","17057","2011",-2.405860568
"591","17059","2011",-5.423483684
"592","17061","2011",1.0812369351
"593","17063","2011",5.1270286176
"594","17065","2011",-2.370932369
"595","17067","2011",0.7351010764
"596","17069","2011",-4.179728318
"597","17071","2011",-3.846418023
"598","17073","2011",0.5162058867
"599","17075","2011",-2.533740984
"600","17077","2011",2.9153070183
"601","17079","2011",1.6427948047
"602","17081","2011",0.1290255987
"603","17083","2011",-1.569516502
"604","17085","2011",-2.428899488
"605","17087","2011",0.3142307239
"606","17089","2011",8.3019538669
"607","17091","2011",2.8994831165
"608","17093","2011",10.594908414
"609","17095","2011",-3.275987767
"610","17097","2011",5.8599585151
"611","17099","2011",-0.562993719
"612","17101","2011",-3.486894595
"613","17103","2011",-0.642529892
"614","17105","2011",1.3906952188
"615","17107","2011",-0.264231335
"616","17109","2011",0.1534801627
"617","17111","2011",4.7084272428
"618","17113","2011",6.1575667926
"619","17115","2011",1.9235023999
"620","17117","2011",-0.753642606
"621","17119","2011",2.1749394921
"622","17121","2011",-1.578471683
"623","17123","2011",-3.900652762
"624","17125","2011",-3.365153492
"625","17127","2011",-2.28303056
"626","17129","2011",1.3388989525
"627","17131","2011",-0.977845684
"628","17133","2011",1.2687288545
"629","17135","2011",-2.168075916
"630","17137","2011",-0.309928998
"631","17139","2011",-3.096079421
"632","17141","2011",1.3899584891
"633","17143","2011",4.096778345
"634","17145","2011",-2.018933106
"635","17147","2011",0.2396070444
"636","17149","2011",-1.466006964
"637","17151","2011",-5.572893446
"638","17153","2011",-2.311756935
"639","17155","2011",-0.667334001
"640","17157","2011",-0.388703673
"641","17159","2011",2.0380434783
"642","17161","2011",2.1961113917
"643","17163","2011",4.0858547634
"644","17165","2011",-1.887209139
"645","17167","2011",3.0543816011
"646","17169","2011",-3.733582239
"647","17171","2011",-2.652519894
"648","17173","2011",-0.044810898
"649","17175","2011",-2.709338752
"650","17177","2011",-0.779529964
"651","17179","2011",1.9532977563
"652","17181","2011",-0.564604918
"653","17183","2011",0.7359525065
"654","17185","2011",-1.771404471
"655","17187","2011",0.7876452221
"656","17189","2011",-0.409724119
"657","17191","2011",-0.179646097
"658","17193","2011",-3.015040943
"659","17195","2011",0.2055287226
"660","17197","2011",6.3089719347
"661","17199","2011",0.6157820432
"662","17201","2011",3.4243492293
"663","17203","2011",3.2514031353
"664","18001","2011",9.2425739697
"665","18003","2011",6.7448200426
"666","18005","2011",3.4965487769
"667","18007","2011",1.6930978046
"668","18009","2011",0
"669","18011","2011",4.5458108002
"670","18013","2011",-1.915265991
"671","18015","2011",0.6460911486
"672","18017","2011",4.4158611571
"673","18019","2011",3.7918192176
"674","18021","2011",1.2292562999
"675","18023","2011",2.7469624934
"676","18025","2011",-0.937690468
"677","18027","2011",6.0310978483
"678","18029","2011",1.7188140183
"679","18031","2011",2.3597678917
"680","18033","2011",3.0178003065
"681","18035","2011",0.8150582002
"682","18037","2011",2.5693791856
"683","18039","2011",7.7679225735
"684","18041","2011",-3.713254255
"685","18043","2011",2.0576269148
"686","18045","2011",-0.871257224
"687","18047","2011",2.2560142302
"688","18049","2011",-0.625721987
"689","18051","2011",3.0714637165
"690","18053","2011",-0.659408396
"691","18055","2011",0.4830990806
"692","18057","2011",9.1915671926
"693","18059","2011",2.3184695256
"694","18061","2011",0.8405715887
"695","18063","2011",5.3492997712
"696","18065","2011",-2.248192332
"697","18067","2011",1.5946940181
"698","18069","2011",0.2423132842
"699","18071","2011",3.087610961
"700","18073","2011",3.0482793658
"701","18075","2011",5.8333725361
"702","18077","2011",-1.113396323
"703","18079","2011",1.8009746451
"704","18081","2011",4.624064283
"705","18083","2011",0.2081598668
"706","18085","2011",4.4992339666
"707","18087","2011",13.506994694
"708","18089","2011",3.3484677077
"709","18091","2011",1.7057492728
"710","18093","2011",-0.455319103
"711","18095","2011",0.9900198385
"712","18097","2011",7.8378330749
"713","18099","2011",2.4697140667
"714","18101","2011",1.2563421116
"715","18103","2011",1.7424685879
"716","18105","2011",2.6972837062
"717","18107","2011",2.9305562824
"718","18109","2011",2.4716161623
"719","18111","2011",-2.61308662
"720","18113","2011",2.5119263731
"721","18115","2011",-1.812489702
"722","18117","2011",0.4024246083
"723","18119","2011",1.1148530949
"724","18121","2011",1.62984953
"725","18123","2011",0.4635352287
"726","18125","2011",-0.39500711
"727","18127","2011",2.6060764005
"728","18129","2011",1.6292962992
"729","18131","2011",-1.280506177
"730","18133","2011",0.7126266892
"731","18135","2011",0.4596732489
"732","18137","2011",0.8353637313
"733","18139","2011",-1.903718019
"734","18141","2011",3.7452411257
"735","18143","2011",-0.291193477
"736","18145","2011",1.5353872902
"737","18147","2011",2.2920446949
"738","18149","2011",0.3009717087
"739","18151","2011",2.1708200713
"740","18153","2011",-0.563274502
"741","18155","2011",1.5925804487
"742","18157","2011",6.0063330133
"743","18159","2011",-0.757241118
"744","18161","2011",0.9312845074
"745","18163","2011",2.3701812328
"746","18165","2011",-3.417422642
"747","18167","2011",1.7112358823
"748","18169","2011",-1.314683177
"749","18171","2011",2.9427343888
"750","18173","2011",2.7490836388
"751","18175","2011",-0.177028749
"752","18177","2011",1.6142519542
"753","18179","2011",2.5622518946
"754","18181","2011",0.6900050736
"755","18183","2011",2.0986044281
"756","19001","2011",-6.568144499
"757","19003","2011",-3.243108395
"758","19005","2011",-0.629370629
"759","19007","2011",0.0778089013
"760","19009","2011",-3.635762684
"761","19011","2011",2.6091627657
"762","19013","2011",3.9886430241
"763","19015","2011",1.0274168078
"764","19017","2011",0.8217602104
"765","19019","2011",2.7217380924
"766","19021","2011",3.3442348833
"767","19023","2011",-2.074827655
"768","19025","2011",-6.428006329
"769","19027","2011",1.7272814509
"770","19029","2011",-2.455494168
"771","19031","2011",0.4890241252
"772","19033","2011",0.3406458646
"773","19035","2011",-3.729178752
"774","19037","2011",0.0805964135
"775","19039","2011",0.5365670441
"776","19041","2011",0.3009238362
"777","19043","2011",-1.606781727
"778","19045","2011",1.1812867879
"779","19047","2011",2.7335911827
"780","19049","2011",9.6155255559
"781","19051","2011",4.7871431014
"782","19053","2011",-1.919961601
"783","19055","2011",1.638603232
"784","19057","2011",0.5977063021
"785","19059","2011",-3.578991321
"786","19061","2011",3.1083905327
"787","19063","2011",-1.276700221
"788","19065","2011",-0.860502916
"789","19067","2011",0.6172077521
"790","19069","2011",0.1869246226
"791","19071","2011",-0.945626478
"792","19073","2011",-2.032737777
"793","19075","2011",0.641513973
"794","19077","2011",-2.661038723
"795","19079","2011",0.1286173633
"796","19081","2011",-0.531232016
"797","19083","2011",-2.462913111
"798","19085","2011",-3.909277795
"799","19087","2011",-0.14870257
"800","19089","2011",-0.418541383
"801","19091","2011",-1.328292633
"802","19093","2011",-4.818594104
"803","19095","2011",1.0410925348
"804","19097","2011",-1.617632191
"805","19099","2011",0.9804722608
"806","19101","2011",-2.003948958
"807","19103","2011",8.9442135761
"808","19105","2011",1.0137092103
"809","19107","2011",2.3916578973
"810","19109","2011",-1.42279709
"811","19111","2011",-1.120165785
"812","19113","2011",4.7521553748
"813","19115","2011",2.1965470281
"814","19117","2011",1.6874789065
"815","19119","2011",6.7930693495
"816","19121","2011",0.3812065186
"817","19123","2011",3.7408982609
"818","19125","2011",2.1354989097
"819","19127","2011",2.0064843702
"820","19129","2011",0.863643913
"821","19131","2011",-1.302204446
"822","19133","2011",-7.248728768
"823","19135","2011",-2.366569098
"824","19137","2011",-3.845793078
"825","19139","2011",4.0399322786
"826","19141","2011",-3.633060854
"827","19143","2011",-4.070450098
"828","19145","2011",-2.137087903
"829","19147","2011",-3.732935154
"830","19149","2011",2.409977306
"831","19151","2011",-4.967915545
"832","19153","2011",7.748921178
"833","19155","2011",4.4096949069
"834","19157","2011",-1.956584966
"835","19159","2011",-7.478842747
"836","19161","2011",-5.054432348
"837","19163","2011",4.5435235206
"838","19165","2011",-3.31043615
"839","19167","2011",8.0861738232
"840","19169","2011",5.4980917086
"841","19171","2011",-0.339625846
"842","19173","2011",-2.692856011
"843","19175","2011",0.6382384618
"844","19177","2011",-0.530152419
"845","19179","2011",1.3489208633
"846","19181","2011",2.7746410711
"847","19183","2011",0.459664445
"848","19185","2011",-0.156788962
"849","19187","2011",-0.079339892
"850","19189","2011",-2.321047257
"851","19191","2011",-0.807083343
"852","19193","2011",5.8115724399
"853","19195","2011",-1.320655045
"854","19197","2011",-2.059575117
"855","20001","2011",-2.320967319
"856","20003","2011",0.2474788096
"857","20005","2011",1.7257795763
"858","20007","2011",4.7058823529
"859","20009","2011",2.094921621
"860","20011","2011",2.2607134546
"861","20013","2011",1.5045135406
"862","20015","2011",2.6871313734
"863","20017","2011",-8.283810553
"864","20019","2011",-6.06144097
"865","20021","2011",-1.352454238
"866","20023","2011",-3.698908822
"867","20025","2011",-5.556841862
"868","20027","2011",-1.522515664
"869","20029","2011",-0.211193242
"870","20031","2011",-1.757263355
"871","20033","2011",-3.715498938
"872","20035","2011",0.7717644465
"873","20037","2011",1.0207206288
"874","20039","2011",-11.21685928
"875","20041","2011",1.1657965432
"876","20043","2011",3.1407035176
"877","20045","2011",5.6062983677
"878","20047","2011",2.634612218
"879","20049","2011",-5.660711127
"880","20051","2011",5.875255731
