FIPS,GDP_2018
40119,2992139
40121,1739443
40123,1750507
40125,1991591
40127,195748
40129,129960
40131,2975225
40133,659099
40135,635683
40137,1476061
40139,2046664
40141,167876
40143,45671131
40145,1148588
40147,7470937
40149,207416
40151,673575
40153,1159818
41001,552337
41003,4226017
41005,19454358
41007,1703182
41009,1174317
41011,2082330
41013,751475
41015,579570
41017,8829167
41019,3269443
41021,229492
41023,241509
41025,252198
41027,1182023
41029,8211096
41031,683701
41033,2508606
41035,2156776
41037,293178
41039,14578638
41041,1727661
41043,4442516
41045,1264349
41047,14344757
41049,1454361
41051,60134308
41053,1833262
41055,542041
41057,1138479
41059,3010969
41061,855351
41063,302366
41065,1335403
41067,46433081
41069,33455
41071,3437983
42001,3596670
42003,91053999
42005,2239654
42007,6260353
42009,1451744
42011,18762685
42013,5448295
42015,3765125
42017,32069423
42019,10029026
42021,4372533
42023,196026
42025,2426665
42027,8054819
42029,41285298
42031,1147972
42033,2615527
42035,1494037
42037,2275492
42039,2908875
42041,14393789
42043,20420984
42045,31709548
42047,1502985
42049,10628198
42051,4324800
42053,225625
42055,5832323
42057,647017
42059,3369817
42061,1251056
42063,3903503
42065,1533380
42067,782243
42069,9000962
42071,27056710
42073,2935372
42075,5609912
42077,20785134
42079,14013466
42081,5822349
42083,2175298
42085,4138446
42087,1604551
42089,6613226
42091,70821735
42093,1790984
42095,14078275
42097,2577410
42099,921296
42101,101183822
42103,1315549
42105,939647
42107,4577842
42109,1514774
42111,2458868
42113,392511
42115,3036336
42117,1677080
42119,1703260
42121,1812641
42123,1667061
42125,12944554
42127,1683123
42129,13746051
42131,1823809
42133,19116992
44001,1670975
44003,8475224
44005,5389251
44007,30706750
44009,6252024
45001,562257
45003,6231941
45005,260855
45007,6334799
45009,300774
45011,467419
45013,7016649
45015,7479375
45017,485267
45019,27581504
45021,1631580
45023,996726
45025,1428711
45027,561411
45029,855162
45031,2395518
45033,696883
45035,3450429
45037,558062
45039,935279
45041,6345013
45043,2217415
45045,29106695
45047,2645951
45049,420381
45051,11784741
45053,1021364
45055,1655322
45057,3783060
45059,2030508
45061,321707
45063,11662549
45065,192909
45067,534047
45069,701659
45071,1224615
45073,3514488
45075,2551592
45077,3514467
45079,22665054
45081,401530
45083,13662731
45085,3731923
45087,651996
45089,730394
45091,10535050
46003,79211
46005,874646
46007,117750
46009,209836
46011,2003973
46013,2142703
46015,253275
46017,92271
46019,293873
46021,97997
46023,410177
46025,195301
46027,512721
46029,1370515
46031,82285
46033,217912
46035,1112013
46037,297184
46039,294509
46041,198799
46043,184938
46045,257032
46047,235509
46049,168305
46051,534938
46053,149700
46055,126438
46057,252899
46059,192807
46061,123686
46063,62280
46065,1092211
46067,348584
46069,88816
46071,70907
46073,146943
46075,47216
46077,290125
46079,548720
46081,989560
46083,2420931
46085,175486
46087,216686
46089,143996
46091,283331
46093,718017
46095,39239
46097,96849
46099,14989980
46101,336273
46102,300889
46103,4985498
46105,127517
46107,134266
46109,386757
46111,127291
46115,430765
46117,115725
46119,134910
46121,205444
46123,261148
46125,331159
46127,1276978
46129,233015
46135,1124408
46137,51181
47001,4436767
47003,1676403
47005,315434
47007,191387
47009,5156255
47011,3973781
47013,841478
47015,225439
47017,624809
47019,937734
47021,1058986
47023,335158
47025,712560
47027,164543
47029,691365
47031,2567612
47033,531081
47035,1523141
47037,62964468
47039,309280
47041,589747
47043,1741865
47045,1525920
47047,1046574
47049,412848
47051,1068809
47053,1289462
47055,1032081
47057,357284
47059,2224082
47061,215936
47063,2735781
47065,22572826
47067,74126
47069,554603
47071,887401
47073,1571146
47075,703235
47077,664255
47079,1093578
47081,414935
47083,129098
47085,681624
47087,194363
47089,1421777
47091,350280
47093,24394219
47095,106264
47097,616230
47099,924753
47101,238641
47103,978013
47105,1713908
47107,1906926
47109,526243
47111,500215
47113,5440172
47115,736903
47117,1144289
47119,3636995
47121,233217
47123,1311564
47125,4821807
47127,472976
47129,260014
47131,1003982
47133,500302
47135,170882
47137,147886
47139,294360
47141,3079719
47143,1826112
47145,2256805
47147,2295039
47149,14815421
47151,521889
47153,264501
47155,3811975
47157,56377138
47159,691963
47161,811513
47163,6895748
47165,6248590
47167,1046650
47169,171125
47171,497350
47173,276210
47175,87058
47177,1292185
47179,5215954
47181,293496
47183,1058556
47185,647176
47187,20471973
47189,4798160
48001,1824416
48003,4996133
48005,3018807
48007,610615
48009,341038
48011,65290
48013,4125654
48015,1326154
48017,416236
48019,358480
48021,2099633
48023,160414
48025,763400
48027,14855513
48029,95088795
48031,353189
48033,568830
48035,523137
48037,3269678
48039,15386690
48041,9502826
48043,356924
48045,105058
48047,352634
48049,1316704
48051,1551554
48053,1437725
48055,907246
48057,3370892
48059,290508
48061,9839678
48063,348136
48065,986988
48067,788018
48069,826892
48071,2853321
48073,1341057
48075,200681
48077,249093
48079,337161
48081,134974
48083,215389
48085,62749137
48087,75703
48089,802009
48091,5568360
48093,366649
48095,109370
48097,2551591
48099,1515447
48101,91007
48103,1025510
48105,1344759
48107,290580
48109,1507337
48111,765482
48113,236981677
48115,909051
48117,1746282
48119,99319
48121,31495454
48123,6586451
48125,138575
48127,5432252
48129,153317
48131,412608
48133,814348
48135,12904779
48137,97043
48139,5807118
48141,28494753
48143,1418352
48145,367577
48147,808070
48149,1654650
48151,275851
48153,297047
48155,45577
48157,27133965
48159,444896
48161,1286934
48163,1477657
48165,3149967
48167,15641021
48169,339616
48171,946694
48173,5069065
48175,334815
48177,4730757
48179,1061843
48181,4751598
48183,7271119
48185,1084945
48187,5538906
48189,1189314
48191,65931
48193,231843
48195,697902
48197,202492
48199,1390869
48201,376949835
48203,4498912
48205,956699
48207,313234
48209,6734880
48211,917346
48213,1656474
48215,19468939
48217,936602
48219,2335107
48221,2262376
48223,1477385
48225,972759
48227,6766396
48229,179381
48231,4245870
48233,6710439
48235,1544390
48237,724116
48239,694029
48241,974354
48243,77052
48245,20886563
48247,197858
48249,1628474
48251,6268076
48253,414256
48255,11898936
48257,3244135
48259,1935457
48261,286875
48263,386920
48265,1844913
48267,143311
48269,206803
48271,100885
48273,1032654
48275,160069
48277,2525512
48279,763958
48281,443835
48283,7111750
48285,1519141
48287,916008
48289,931998
48291,2058985
48293,1499397
48295,784731
48297,1943844
48299,673119
48301,7889531
48303,12388246
48305,226271
48307,379645
48309,11673697
48311,3323269
48313,803436
48315,262377
48317,9182189
48319,129245
48321,1984714
48323,1589461
48325,955797
48327,54754
48329,26448177
48331,569848
48333,174631
48335,472913
48337,971272
48339,27031630
48341,2658965
48343,672151
48345,29865
48347,2630155
48349,1505384
48351,484212
48353,922571
48355,19136531
48357,1468386
48359,381143
48361,3408727
48363,1060239
48365,2630185
48367,4342338
48369,1050100
48371,3114728
48373,1217138
48375,7690110
48377,241518
48379,190531
48381,3575846
48383,5477054
48385,65432
48387,268980
48389,11453664
48391,478824
48393,902706
48395,2882044
48397,3209845
48399,311906
48401,2777706
48403,223582
48405,891620
48407,326856
48409,2267866
48411,175161
48413,161512
48415,2417599
48417,281783
48419,1489858
48421,623151
48423,10520805
48425,1223629
48427,1352247
48429,538849
48431,308421
48433,288381
48435,378508
48437,670442
48439,108409796
48441,5866091
48443,153783
48445,783007
48447,156319
48449,1850520
48451,5364497
48453,109829318
48455,226716
48457,401236
48459,803147
48461,6660653
48463,816554
48465,1555230
48467,1129397
48469,4145968
48471,1964298
48473,2307370
48475,4455701
48477,1636728
48479,12016656
48481,1730007
48483,1006986
48485,5247095
48487,761120
48489,534328
48491,20636198
48493,1048305
48495,1841329
48497,3311339
48499,1727364
48501,3184302
48503,880075
48505,853822
48507,904312
49001,337397
49003,2176025
49005,5028835
49007,1033391
49009,174874
49011,13833407
49013,1116708
49015,853705
49017,239280
49019,572075
49021,1576535
49023,447232
49025,315980
49027,785465
49029,278684
49031,85152
49033,151303
49035,83248540
49037,483379
49039,864661
49041,1159515
49043,3138999
49045,1710492
49047,1829419
49049,24827577
49051,878409
49053,5810996
49055,104526
49057,9935880
50001,1564126
50003,1528459
50005,999735
50007,10490791
50009,138864
50011,1917373
50013,178245
50015,1042062
50017,752892
50019,956840
50021,2351263
50023,3295636
50025,2065680
50027,2344668
51001,1557549
51007,261259
51009,758910
51011,268322
51013,32080964
51017,183505
51019,1843730
51021,207546
51023,1139498
51025,716114
51027,1054989
51029,503265
51033,688540
51036,193504
51037,234445
51041,14244887
51043,451177
51045,93070
51047,1672951
51049,142113
51051,485317
51057,347580
51061,2595398
51063,355542
51065,813178
51067,1410645
51071,463204
51073,800164
51075,2032587
51077,271543
51079,421789
51083,1167507
51085,5262917
51087,26168420
51091,67916
51093,1371264
51097,127197
51099,1764056
51101,458233
51103,409234
51105,375876
51107,26619370
51109,2052049
51111,211136
51113,338196
51115,193611
51117,896249
51119,349040
51125,487520
51127,458223
51131,453547
51133,377891
51135,463504
51137,1040893
51139,575950
51141,383086
51145,712483
51147,640226
51155,1215552
51157,297245
51159,270061
51167,635636
51169,379429
51171,1562105
51173,955623
51179,5131716
51181,992394
51183,320191
51185,1182308
51187,1566361
51193,428106
51197,1453974
51510,13665514
51550,9209104
51650,5986038
51700,11742199
51710,18235054
51740,5189970
51760,20325610
51770,6449434
51800,3355724
51810,19355916
51003,10712267
51005,788214
51015,4670749
51031,6714874
51035,877994
51053,2578009
51059,108747641
51069,5920638
51081,755693
51089,1943566
51095,4684043
51121,4910342
51143,3157783
51149,3545937
51153,18763606
51161,5660474
51163,1123561
51165,7187876
51175,658918
51177,5653892
51191,3307188
51195,1495564
51199,2437228
53001,878912
53003,602739
53005,10603373
53007,4162104
53009,2265142
53011,19227734
53013,344853
53015,4360515
53017,1758799
53019,180489
53021,3569077
53023,139978
53025,5602664
53027,2210750
53029,2882675
53031,947976
53033,277727786
53035,11095961
53037,1577770
53039,1339667
53041,2971704
53043,415068
53045,1497158
53047,1372123
53049,647232
53051,549006
53053,38833422
53055,726626
53057,7054651
53059,269602
53061,45496815
53063,23143399
53065,989860
53067,12276631
53069,79086
53071,3284986
53073,12410945
53075,2364898
53077,9936789
54001,399913
54003,3572204
54005,707611
54007,282435
54009,949357
54011,4486653
54013,111631
54015,116354
54017,1157683
54019,1025299
54021,181069
54023,416040
54025,1099655
54027,379963
54029,1096534
54031,476659
54033,4385714
54035,1442786
54037,1573228
54039,9885663
54041,676473
54043,240961
54045,1304274
54047,570668
54049,2234842
54051,2993493
54053,641520
54055,1538344
54057,704774
54059,720000
54061,6248899
54063,167417
54065,296600
54067,593144
54069,3599197
54071,133792
54073,466682
54075,237198
54077,710510
54079,2710304
54081,2791925
54083,804026
54085,647212
54087,276478
54089,187546
54091,513694
54093,305014
54095,597849
54097,678415
54099,961844
54101,153015
54103,830176
54105,67641
54107,3198632
54109,605605
55001,516924
55003,657888
55005,2074333
55007,417756
55009,16938177
55011,504924
55013,476147
55015,1511348
55017,2587086
55019,1396691
55021,2643395
55023,692081
55025,39615075
55027,3350475
55029,1209599
55031,1709864
55033,1674493
55035,5808447
55037,113876
55039,4776844
55041,293540
55043,2190685
55045,1632332
55047,599463
55049,1009725
55051,157687
55053,871881
55055,3198147
55057,843077
55059,6412786
55061,863192
55063,6762734
55065,588323
55067,704819
55069,1249895
55071,3650283
55073,7802879
55075,1866461
55077,402349
55078,143357
55079,52470488
55081,2210658
55083,973009
55085,1604047
55087,11566243
55089,4874533
55091,253603
55093,1130772
55095,1434097
55097,3733464
55099,564832
55101,7416481
55103,682022
55105,6554894
55107,516929
55109,3608407
55111,3408211
55113,577722
55115,1300889
55117,6621515
55119,832811
55121,1280513
55123,1062809
55125,899390
55127,3977878
55129,541871
55131,6123235
55133,27785889
55135,1907508
55137,598249
55139,9492021
55141,3542052
56001,1359501
56003,498019
56005,5588726
56007,1506101
56009,1335649
56011,290151
56013,1688699
56015,515185
56017,261530
56019,443611
56021,5298424
56023,838637
56025,5647199
56027,137946
56029,1413425
56031,588828
56033,1297044
56035,1663612
56037,3582427
56039,2226179
56041,902526
56043,338124
56045,315332

