zone;sum
0.0;276157904062.27747
1.0;2327117824.0
2.0;5851028800.0
3.0;3712524200.3515625
4.0;3166549760.0
5.0;2524824384.0
6.0;2717831296.0
7.0;3697814240.0
8.0;2540672000.0
9.0;2946925024.0
10.0;2165018352.0
11.0;3104312832.0
12.0;4547786240.0
13.0;5863040496.0
14.0;2929436928.0
15.0;2762365564.0
16.0;2323748345.0
17.0;2061318208.0
18.0;3716456000.0
19.0;3347846144.0
20.0;4287224320.0
21.0;2701449024.0
22.0;2710968320.0
23.0;2016975880.0
24.0;3897734656.0
25.0;2752605696.0
26.0;2626781568.0
27.0;3511353392.0
28.0;2144729088.0
29.0;3079392916.0
30.0;2735782400.0
31.0;1583242432.0
32.0;2786530432.0
33.0;2611684800.0
34.0;1729969328.0
35.0;1209206912.0
36.0;4116377866.0
37.0;4758100352.0
38.0;2946967552.0
39.0;2092683296.0
40.0;2227230637.0
41.0;2707454592.0
42.0;1318445644.0
43.0;2710373120.0
44.0;2672028352.0
45.0;2170646508.5
46.0;4137524084.0
47.0;3516235008.0
48.0;2047031936.0
49.0;4924469536.0
50.0;4255653632.0
51.0;2726632192.0
52.0;1943255080.0
53.0;3149473664.0
54.0;4207192576.0
55.0;2731698720.0
56.0;2621838956.90625
57.0;2704304896.0
58.0;2752479560.0
59.0;3417601408.0
60.0;3913146752.0
61.0;3084146464.0
62.0;3684210912.0
63.0;6360367616.0
64.0;3599879520.0
65.0;5308622786.0
66.0;4073456256.0
67.0;2927806784.0
68.0;12575655809.625
69.0;5267880128.0
70.0;21498642304.0
71.0;10980976640.0
72.0;5030208544.0
73.0;3392857840.0
74.0;2157570112.0
75.0;5951576533.375
76.0;9524163048.5
77.0;7648867096.75
78.0;5768961047.0
79.0;3859765368.0
80.0;1737262416.0
81.0;11254003648.0
82.0;2130212542.0
83.0;2163944928.0
84.0;3615042784.0
85.0;2145918592.0
86.0;2711519232.0
87.0;1789012736.0
88.0;3165342320.0
89.0;3067289600.0
90.0;2191405840.0
91.0;698039920.0
92.0;4183430848.0
93.0;810825664.0
94.0;2437741312.0
95.0;3004614144.0
96.0;3736381312.0
97.0;1966359041.375
98.0;776236952.0
99.0;2674819840.0
100.0;432839952.0
101.0;675933932.0
102.0;3215146224.0
103.0;1283984952.0
104.0;3439955200.0
105.0;2158698368.0
106.0;2667833728.0
107.0;2064570208.0
108.0;3737464360.0
109.0;3296410016.0
110.0;841614592.0
111.0;2946334340.0
112.0;3103778420.0
113.0;2739458496.0
114.0;2634726984.0
115.0;2249220888.0
116.0;735968830.5
117.0;2082065250.0
118.0;3269673216.0
119.0;2046508160.0
120.0;1105680459.5
121.0;756340480.0
122.0;1479704020.0
123.0;2024058060.0
124.0;2929895360.0
125.0;1294302256.0
126.0;3660303584.0
127.0;2148585024.0
128.0;1733402944.0
129.0;517400224.0
130.0;1488378273.0
131.0;4881668400.0
132.0;2894848000.0
133.0;4055869952.0
134.0;3446504320.0
135.0;2693785136.0
136.0;814491888.0
137.0;3188289236.0
138.0;764573472.0
139.0;4844408384.0
140.0;3645544704.0
141.0;1246955336.0
142.0;2822601984.0
143.0;1963262464.0
144.0;823216422.0
145.0;3771123712.0
146.0;4986009088.0
147.0;2468743392.0
148.0;1725401856.0
149.0;2596599808.0
150.0;2360885285.0
151.0;2529082688.0
152.0;5052060560.0
153.0;3246406464.0
154.0;3538961344.0
155.0;3372186297.9956055
156.0;913766040.0
157.0;4633817664.0
158.0;1811486400.0
159.0;2778205184.0
160.0;2407512144.0
161.0;6593481568.0
162.0;4321014545.75
163.0;3582251648.0
164.0;1747139152.0
165.0;6944412480.0
166.0;9355438208.0
167.0;12786512918.402344
168.0;4258877169.482422
169.0;22697404032.0
170.0;1244489472.375
171.0;4214320781.0
172.0;13277470432.5
173.0;1100414720.0
174.0;8351126528.0
175.0;13161020456.0
176.0;10433182233.375
177.0;5287498416.0
178.0;2019985088.0
179.0;5887802368.0
180.0;21583584640.0
181.0;2513908496.0
182.0;11403909342.0
183.0;4499169792.0
184.0;12783603488.0
185.0;4090560980.5
186.0;5150747520.0
187.0;2326501000.0
188.0;6857172116.0
189.0;13254749988.0
190.0;7746504127.0
191.0;1462463856.0
