ID,NAME, Total,Occupied,Vacant
0500000US18163,"Vanderburgh County, Indiana",84058,76084,7974
0500000US18165,"Vermillion County, Indiana",7297,6504,793
0500000US18167,"Vigo County, Indiana",46932,41849,5083
0500000US18169,"Wabash County, Indiana",14037,12721,1316
0500000US18171,"Warren County, Indiana",3659,3333,326
0500000US18173,"Warrick County, Indiana",26118,24618,1500
0500000US18175,"Washington County, Indiana",12093,11031,1062
0500000US18177,"Wayne County, Indiana",30752,27409,3343
0500000US18179,"Wells County, Indiana",11938,11134,804
0500000US18181,"White County, Indiana",12866,9936,2930
0500000US18183,"Whitley County, Indiana",14837,13857,980
0500000US19001,"Adair County, Iowa",3585,3217,368
0500000US19003,"Adams County, Iowa",1888,1614,274
0500000US19005,"Allamakee County, Iowa",7668,5797,1871
0500000US19007,"Appanoose County, Iowa",6306,5320,986
0500000US19009,"Audubon County, Iowa",2787,2498,289
0500000US19011,"Benton County, Iowa",11076,10282,794
0500000US19013,"Black Hawk County, Iowa",58559,54223,4336
0500000US19015,"Boone County, Iowa",11921,10981,940
0500000US19017,"Bremer County, Iowa",10484,9646,838
0500000US19019,"Buchanan County, Iowa",8886,8198,688
0500000US19021,"Buena Vista County, Iowa",8141,7447,694
0500000US19023,"Butler County, Iowa",6536,5992,544
0500000US19025,"Calhoun County, Iowa",4771,4070,701
0500000US19027,"Carroll County, Iowa",9490,8764,726
0500000US19029,"Cass County, Iowa",6398,5818,580
0500000US19031,"Cedar County, Iowa",8190,7594,596
0500000US19033,"Cerro Gordo County, Iowa",22603,19224,3379
0500000US19035,"Cherokee County, Iowa",5558,5008,550
0500000US19037,"Chickasaw County, Iowa",5534,5022,512
0500000US19039,"Clarke County, Iowa",4268,3871,397
0500000US19041,"Clay County, Iowa",8109,7222,887
0500000US19043,"Clayton County, Iowa",8758,7315,1443
0500000US19045,"Clinton County, Iowa",21517,19483,2034
0500000US19047,"Crawford County, Iowa",6855,6255,600
0500000US19049,"Dallas County, Iowa",41125,38291,2834
0500000US19051,"Davis County, Iowa",3579,3258,321
0500000US19053,"Decatur County, Iowa",3653,2986,667
0500000US19055,"Delaware County, Iowa",8100,7141,959
0500000US19057,"Des Moines County, Iowa",18782,16751,2031
0500000US19059,"Dickinson County, Iowa",13691,7976,5715
0500000US19061,"Dubuque County, Iowa",42630,39891,2739
0500000US19063,"Emmet County, Iowa",4475,3972,503
0500000US19065,"Fayette County, Iowa",9298,8174,1124
0500000US19067,"Floyd County, Iowa",7314,6674,640
0500000US19069,"Franklin County, Iowa",4656,4141,515
0500000US19071,"Fremont County, Iowa",3110,2720,390
0500000US19073,"Greene County, Iowa",4309,3802,507
0500000US19075,"Grundy County, Iowa",5465,5069,396
0500000US19077,"Guthrie County, Iowa",5773,4529,1244
0500000US19079,"Hamilton County, Iowa",7037,6283,754
0500000US19081,"Hancock County, Iowa",5113,4585,528
0500000US19083,"Hardin County, Iowa",8032,7070,962
0500000US19085,"Harrison County, Iowa",6665,5951,714
0500000US19087,"Henry County, Iowa",8398,7746,652
0500000US19089,"Howard County, Iowa",4314,3945,369
0500000US19091,"Humboldt County, Iowa",4571,4073,498
0500000US19093,"Ida County, Iowa",3352,2940,412
0500000US19095,"Iowa County, Iowa",7341,6811,530
0500000US19097,"Jackson County, Iowa",9241,8305,936
0500000US19099,"Jasper County, Iowa",16132,14994,1138
0500000US19101,"Jefferson County, Iowa",7689,6902,787
0500000US19103,"Johnson County, Iowa",65916,61335,4581
0500000US19105,"Jones County, Iowa",8871,8113,758
0500000US19107,"Keokuk County, Iowa",4654,4174,480
0500000US19109,"Kossuth County, Iowa",7216,6438,778
0500000US19111,"Lee County, Iowa",15858,14036,1822
0500000US19113,"Linn County, Iowa",101230,94751,6479
0500000US19115,"Louisa County, Iowa",4712,4180,532
0500000US19117,"Lucas County, Iowa",4058,3608,450
0500000US19119,"Lyon County, Iowa",4817,4466,351
0500000US19121,"Madison County, Iowa",6913,6436,477
0500000US19123,"Mahaska County, Iowa",9680,8799,881
0500000US19125,"Marion County, Iowa",14073,13145,928
0500000US19127,"Marshall County, Iowa",16745,15358,1387
0500000US19129,"Mills County, Iowa",6110,5512,598
0500000US19131,"Mitchell County, Iowa",4847,4382,465
0500000US19133,"Monona County, Iowa",4373,3839,534
0500000US19135,"Monroe County, Iowa",3636,3116,520
0500000US19137,"Montgomery County, Iowa",5007,4456,551
0500000US19139,"Muscatine County, Iowa",18366,16908,1458
0500000US19141,"O'Brien County, Iowa",6524,5861,663
0500000US19143,"Osceola County, Iowa",2878,2599,279
0500000US19145,"Page County, Iowa",6983,6212,771
0500000US19147,"Palo Alto County, Iowa",4516,3831,685
0500000US19149,"Plymouth County, Iowa",10818,10171,647
0500000US19151,"Pocahontas County, Iowa",3666,3090,576
0500000US19153,"Polk County, Iowa",210184,196891,13293
0500000US19155,"Pottawattamie County, Iowa",39852,37284,2568
0500000US19157,"Poweshiek County, Iowa",8906,7536,1370
0500000US19159,"Ringgold County, Iowa",2672,1945,727
0500000US19161,"Sac County, Iowa",5118,4273,845
0500000US19163,"Scott County, Iowa",77771,71628,6143
0500000US19165,"Shelby County, Iowa",5421,4981,440
0500000US19167,"Sioux County, Iowa",13000,12202,798
0500000US19169,"Story County, Iowa",41361,38273,3088
0500000US19171,"Tama County, Iowa",7575,6784,791
0500000US19173,"Taylor County, Iowa",2885,2506,379
0500000US19175,"Union County, Iowa",5784,5169,615
0500000US19177,"Van Buren County, Iowa",3500,2984,516
0500000US19179,"Wapello County, Iowa",15734,14167,1567
0500000US19181,"Warren County, Iowa",20857,19616,1241
0500000US19183,"Washington County, Iowa",9573,8916,657
0500000US19185,"Wayne County, Iowa",3025,2585,440
0500000US19187,"Webster County, Iowa",16937,15046,1891
0500000US19189,"Winnebago County, Iowa",5077,4512,565
0500000US19191,"Winneshiek County, Iowa",8916,8170,746
0500000US19193,"Woodbury County, Iowa",42701,39904,2797
0500000US19195,"Worth County, Iowa",3480,3127,353
0500000US19197,"Wright County, Iowa",6260,5404,856
0500000US20001,"Allen County, Kansas",6054,5273,781
0500000US20003,"Anderson County, Kansas",3556,3108,448
0500000US20005,"Atchison County, Kansas",6814,6109,705
0500000US20007,"Barber County, Kansas",2574,1916,658
0500000US20009,"Barton County, Kansas",12370,10640,1730
0500000US20011,"Bourbon County, Kansas",6770,5666,1104
0500000US20013,"Brown County, Kansas",4482,3841,641
0500000US20015,"Butler County, Kansas",26901,24660,2241
0500000US20017,"Chase County, Kansas",1397,1056,341
0500000US20019,"Chautauqua County, Kansas",1976,1401,575
0500000US20021,"Cherokee County, Kansas",9113,7853,1260
0500000US20023,"Cheyenne County, Kansas",1464,1181,283
0500000US20025,"Clark County, Kansas",1042,836,206
0500000US20027,"Clay County, Kansas",3933,3388,545
0500000US20029,"Cloud County, Kansas",4503,3665,838
0500000US20031,"Coffey County, Kansas",3959,3477,482
0500000US20033,"Comanche County, Kansas",938,747,191
0500000US20035,"Cowley County, Kansas",15558,13322,2236
0500000US20037,"Crawford County, Kansas",17997,15668,2329
0500000US20039,"Decatur County, Kansas",1640,1295,345
0500000US20041,"Dickinson County, Kansas",8778,7644,1134
0500000US20043,"Doniphan County, Kansas",3364,2942,422
0500000US20045,"Douglas County, Kansas",52846,48553,4293
0500000US20047,"Edwards County, Kansas",1550,1257,293
0500000US20049,"Elk County, Kansas",1491,1094,397
0500000US20051,"Ellis County, Kansas",13166,11853,1313
0500000US20053,"Ellsworth County, Kansas",3080,2352,728
0500000US20055,"Finney County, Kansas",14185,13064,1121
0500000US20057,"Ford County, Kansas",12550,11376,1174
0500000US20059,"Franklin County, Kansas",11149,10233,916
0500000US20061,"Geary County, Kansas",15928,13488,2440
0500000US20063,"Gove County, Kansas",1319,1120,199
0500000US20065,"Graham County, Kansas",1422,1103,319
0500000US20067,"Grant County, Kansas",2930,2621,309
0500000US20069,"Gray County, Kansas",2327,2092,235
0500000US20071,"Greeley County, Kansas",638,531,107
0500000US20073,"Greenwood County, Kansas",3666,2687,979
0500000US20075,"Hamilton County, Kansas",1106,933,173
0500000US20077,"Harper County, Kansas",3027,2347,680
0500000US20079,"Harvey County, Kansas",14569,13363,1206
0500000US20081,"Haskell County, Kansas",1545,1345,200
0500000US20083,"Hodgeman County, Kansas",842,724,118
0500000US20085,"Jackson County, Kansas",5583,5036,547
0500000US20087,"Jefferson County, Kansas",7911,7209,702
0500000US20089,"Jewell County, Kansas",1763,1346,417
0500000US20091,"Johnson County, Kansas",251681,239492,12189
0500000US20093,"Kearny County, Kansas",1581,1427,154
0500000US20095,"Kingman County, Kansas",3647,3155,492
0500000US20097,"Kiowa County, Kansas",1153,965,188
0500000US20099,"Labette County, Kansas",9524,8222,1302
0500000US20101,"Lane County, Kansas",895,736,159
0500000US20103,"Leavenworth County, Kansas",31219,28916,2303
0500000US20105,"Lincoln County, Kansas",1672,1291,381
0500000US20107,"Linn County, Kansas",5065,3982,1083
0500000US20109,"Logan County, Kansas",1369,1181,188
0500000US20111,"Lyon County, Kansas",14957,13183,1774
0500000US20113,"McPherson County, Kansas",13019,11897,1122
0500000US20115,"Marion County, Kansas",5671,4786,885
0500000US20117,"Marshall County, Kansas",4762,4195,567
0500000US20119,"Meade County, Kansas",1900,1584,316
0500000US20121,"Miami County, Kansas",13865,12926,939
0500000US20123,"Mitchell County, Kansas",3124,2543,581
0500000US20125,"Montgomery County, Kansas",15569,12968,2601
0500000US20127,"Morris County, Kansas",2996,2294,702
0500000US20129,"Morton County, Kansas",1316,1053,263
0500000US20131,"Nemaha County, Kansas",4490,4040,450
0500000US20133,"Neosho County, Kansas",7211,6300,911
0500000US20135,"Ness County, Kansas",1548,1216,332
0500000US20137,"Norton County, Kansas",2461,1991,470
0500000US20139,"Osage County, Kansas",7233,6480,753
0500000US20141,"Osborne County, Kansas",2044,1563,481
0500000US20143,"Ottawa County, Kansas",2681,2318,363
0500000US20145,"Pawnee County, Kansas",3055,2455,600
0500000US20147,"Phillips County, Kansas",2794,2200,594
0500000US20149,"Pottawatomie County, Kansas",9866,9050,816
0500000US20151,"Pratt County, Kansas",4388,3677,711
0500000US20153,"Rawlins County, Kansas",1364,1129,235
0500000US20155,"Reno County, Kansas",28289,25189,3100
0500000US20157,"Republic County, Kansas",2676,2132,544
0500000US20159,"Rice County, Kansas",4377,3744,633
0500000US20161,"Riley County, Kansas",30477,26711,3766
0500000US20163,"Rooks County, Kansas",2638,2109,529
0500000US20165,"Rush County, Kansas",1663,1322,341
0500000US20167,"Russell County, Kansas",3675,2956,719
0500000US20169,"Saline County, Kansas",24076,22250,1826
0500000US20171,"Scott County, Kansas",2260,2013,247
0500000US20173,"Sedgwick County, Kansas",223640,205247,18393
0500000US20175,"Seward County, Kansas",8268,7359,909
0500000US20177,"Shawnee County, Kansas",80512,73453,7059
0500000US20179,"Sheridan County, Kansas",1152,1020,132
0500000US20181,"Sherman County, Kansas",2934,2447,487
0500000US20183,"Smith County, Kansas",2026,1627,399
0500000US20185,"Stafford County, Kansas",2088,1739,349
0500000US20187,"Stanton County, Kansas",931,783,148
0500000US20189,"Stevens County, Kansas",2240,1905,335
0500000US20191,"Sumner County, Kansas",10324,9028,1296
0500000US20193,"Thomas County, Kansas",3573,3162,411
0500000US20195,"Trego County, Kansas",1611,1283,328
0500000US20197,"Wabaunsee County, Kansas",3110,2659,451
0500000US20199,"Wallace County, Kansas",740,608,132
0500000US20201,"Washington County, Kansas",2726,2312,414
0500000US20203,"Wichita County, Kansas",999,846,153
0500000US20205,"Wilson County, Kansas",4485,3636,849
0500000US20207,"Woodson County, Kansas",1828,1355,473
0500000US20209,"Wyandotte County, Kansas",68475,61835,6640
0500000US21001,"Adair County, Kentucky",8600,7364,1236
0500000US21003,"Allen County, Kentucky",9208,8009,1199
0500000US21005,"Anderson County, Kentucky",10044,9369,675
0500000US21007,"Ballard County, Kentucky",3684,3228,456
0500000US21009,"Barren County, Kentucky",19794,17718,2076
0500000US21011,"Bath County, Kentucky",5445,4878,567
0500000US21013,"Bell County, Kentucky",11517,9928,1589
0500000US21015,"Boone County, Kentucky",51468,49180,2288
0500000US21017,"Bourbon County, Kentucky",9112,8220,892
0500000US21019,"Boyd County, Kentucky",21742,19296,2446
0500000US21021,"Boyle County, Kentucky",12929,11746,1183
0500000US21023,"Bracken County, Kentucky",3839,3329,510
0500000US21025,"Breathitt County, Kentucky",6551,5716,835
0500000US21027,"Breckinridge County, Kentucky",10704,8003,2701
0500000US21029,"Bullitt County, Kentucky",32704,31409,1295
0500000US21031,"Butler County, Kentucky",5416,4910,506
0500000US21033,"Caldwell County, Kentucky",6082,5277,805
0500000US21035,"Calloway County, Kentucky",17874,15108,2766
0500000US21037,"Campbell County, Kentucky",41405,38466,2939
0500000US21039,"Carlisle County, Kentucky",2293,2003,290
0500000US21041,"Carroll County, Kentucky",4658,4090,568
0500000US21043,"Carter County, Kentucky",12206,10664,1542
0500000US21045,"Casey County, Kentucky",7366,6270,1096
0500000US21047,"Christian County, Kentucky",29206,26435,2771
0500000US21049,"Clark County, Kentucky",16116,14917,1199
0500000US21051,"Clay County, Kentucky",8581,7593,988
0500000US21053,"Clinton County, Kentucky",4841,3942,899
0500000US21055,"Crittenden County, Kentucky",4331,3604,727
0500000US21057,"Cumberland County, Kentucky",3379,2585,794
0500000US21059,"Daviess County, Kentucky",43863,41105,2758
0500000US21061,"Edmonson County, Kentucky",6358,4885,1473
0500000US21063,"Elliott County, Kentucky",3022,2511,511
0500000US21065,"Estill County, Kentucky",6827,5875,952
0500000US21067,"Fayette County, Kentucky",146142,134535,11607
0500000US21069,"Fleming County, Kentucky",6732,5936,796
0500000US21071,"Floyd County, Kentucky",17333,14946,2387
0500000US21073,"Franklin County, Kentucky",24000,21838,2162
0500000US21075,"Fulton County, Kentucky",3177,2725,452
0500000US21077,"Gallatin County, Kentucky",3685,3202,483
0500000US21079,"Garrard County, Kentucky",7254,6584,670
0500000US21081,"Grant County, Kentucky",10050,8995,1055
0500000US21083,"Graves County, Kentucky",16472,14742,1730
0500000US21085,"Grayson County, Kentucky",13275,10440,2835
0500000US21087,"Green County, Kentucky",5270,4606,664
0500000US21089,"Greenup County, Kentucky",16235,14430,1805
0500000US21091,"Hancock County, Kentucky",3894,3531,363
0500000US21093,"Hardin County, Kentucky",46669,42933,3736
0500000US21095,"Harlan County, Kentucky",12962,11249,1713
0500000US21097,"Harrison County, Kentucky",8063,7371,692
0500000US21099,"Hart County, Kentucky",8816,7418,1398
0500000US21101,"Henderson County, Kentucky",20047,18345,1702
0500000US21103,"Henry County, Kentucky",6600,6099,501
0500000US21105,"Hickman County, Kentucky",2150,1916,234
0500000US21107,"Hopkins County, Kentucky",20888,18595,2293
0500000US21109,"Jackson County, Kentucky",5954,5244,710
0500000US21111,"Jefferson County, Kentucky",356887,328169,28718
0500000US21113,"Jessamine County, Kentucky",20626,19438,1188
0500000US21115,"Johnson County, Kentucky",10493,9236,1257
0500000US21117,"Kenton County, Kentucky",72585,67612,4973
0500000US21119,"Knott County, Kentucky",6639,5749,890
0500000US21121,"Knox County, Kentucky",13723,12047,1676
0500000US21123,"Larue County, Kentucky",6474,5879,595
0500000US21125,"Laurel County, Kentucky",26533,24262,2271
0500000US21127,"Lawrence County, Kentucky",7524,6429,1095
0500000US21129,"Lee County, Kentucky",3211,2714,497
0500000US21131,"Leslie County, Kentucky",4872,4241,631
0500000US21133,"Letcher County, Kentucky",10520,9047,1473
0500000US21135,"Lewis County, Kentucky",6023,5239,784
0500000US21137,"Lincoln County, Kentucky",10777,9711,1066
0500000US21139,"Livingston County, Kentucky",4589,3789,800
0500000US21141,"Logan County, Kentucky",12461,11000,1461
0500000US21143,"Lyon County, Kentucky",4780,3327,1453
0500000US21145,"McCracken County, Kentucky",32040,28932,3108
0500000US21147,"McCreary County, Kentucky",6892,6058,834
0500000US21149,"McLean County, Kentucky",4161,3737,424
0500000US21151,"Madison County, Kentucky",39319,36148,3171
0500000US21153,"Magoffin County, Kentucky",5402,4802,600
0500000US21155,"Marion County, Kentucky",8350,7752,598
0500000US21157,"Marshall County, Kentucky",16351,13359,2992
0500000US21159,"Martin County, Kentucky",4792,4035,757
0500000US21161,"Mason County, Kentucky",8160,7136,1024
0500000US21163,"Meade County, Kentucky",11943,11045,898
0500000US21165,"Menifee County, Kentucky",3277,2480,797
0500000US21167,"Mercer County, Kentucky",10338,9213,1125
0500000US21169,"Metcalfe County, Kentucky",4691,4148,543
0500000US21171,"Monroe County, Kentucky",5237,4557,680
0500000US21173,"Montgomery County, Kentucky",12125,11117,1008
0500000US21175,"Morgan County, Kentucky",5610,4841,769
0500000US21177,"Muhlenberg County, Kentucky",13491,11955,1536
0500000US21179,"Nelson County, Kentucky",19716,18462,1254
0500000US21181,"Nicholas County, Kentucky",3316,2954,362
0500000US21183,"Ohio County, Kentucky",10159,9280,879
0500000US21185,"Oldham County, Kentucky",23064,22133,931
0500000US21187,"Owen County, Kentucky",5323,4349,974
0500000US21189,"Owsley County, Kentucky",2044,1735,309
0500000US21191,"Pendleton County, Kentucky",6263,5533,730
0500000US21193,"Perry County, Kentucky",13213,11481,1732
0500000US21195,"Pike County, Kentucky",28693,24534,4159
0500000US21197,"Powell County, Kentucky",5587,5065,522
0500000US21199,"Pulaski County, Kentucky",31552,26405,5147
0500000US21201,"Robertson County, Kentucky",1038,882,156
0500000US21203,"Rockcastle County, Kentucky",7321,6546,775
0500000US21205,"Rowan County, Kentucky",10518,9129,1389
0500000US21207,"Russell County, Kentucky",10088,7461,2627
0500000US21209,"Scott County, Kentucky",22795,21371,1424
0500000US21211,"Shelby County, Kentucky",18801,17784,1017
0500000US21213,"Simpson County, Kentucky",8263,7600,663
0500000US21215,"Spencer County, Kentucky",7430,7122,308
0500000US21217,"Taylor County, Kentucky",11199,10171,1028
0500000US21219,"Todd County, Kentucky",5117,4566,551
0500000US21221,"Trigg County, Kentucky",7526,5768,1758
0500000US21223,"Trimble County, Kentucky",3841,3398,443
0500000US21225,"Union County, Kentucky",5863,5293,570
0500000US21227,"Warren County, Kentucky",56881,51441,5440
0500000US21229,"Washington County, Kentucky",5196,4674,522
0500000US21231,"Wayne County, Kentucky",10105,8085,2020
0500000US21233,"Webster County, Kentucky",5705,5034,671
0500000US21235,"Whitley County, Kentucky",15469,13794,1675
0500000US21237,"Wolfe County, Kentucky",3021,2634,387
0500000US21239,"Woodford County, Kentucky",11487,10736,751
0500000US22001,"Acadia Parish, Louisiana",24840,22029,2811
0500000US22003,"Allen Parish, Louisiana",9484,7851,1633
0500000US22005,"Ascension Parish, Louisiana",49690,45866,3824
0500000US22007,"Assumption Parish, Louisiana",9935,8409,1526
0500000US22009,"Avoyelles Parish, Louisiana",18126,15181,2945
0500000US22011,"Beauregard Parish, Louisiana",15771,13797,1974
0500000US22013,"Bienville Parish, Louisiana",6816,5459,1357
0500000US22015,"Bossier Parish, Louisiana",55237,50092,5145
0500000US22017,"Caddo Parish, Louisiana",112323,99029,13294
0500000US22019,"Calcasieu Parish, Louisiana",93232,83865,9367
0500000US22021,"Caldwell Parish, Louisiana",4583,3752,831
0500000US22023,"Cameron Parish, Louisiana",4175,2121,2054
0500000US22025,"Catahoula Parish, Louisiana",4412,3505,907
0500000US22027,"Claiborne Parish, Louisiana",6775,5498,1277
0500000US22029,"Concordia Parish, Louisiana",8964,7225,1739
0500000US22031,"De Soto Parish, Louisiana",12355,10689,1666
0500000US22033,"East Baton Rouge Parish, Louisiana",204359,181478,22881
0500000US22035,"East Carroll Parish, Louisiana",2791,2375,416
0500000US22037,"East Feliciana Parish, Louisiana",8063,6886,1177
0500000US22039,"Evangeline Parish, Louisiana",14416,12728,1688
0500000US22041,"Franklin Parish, Louisiana",8883,7727,1156
0500000US22043,"Grant Parish, Louisiana",8971,7823,1148
0500000US22045,"Iberia Parish, Louisiana",30924,27016,3908
0500000US22047,"Iberville Parish, Louisiana",13198,11208,1990
0500000US22049,"Jackson Parish, Louisiana",7182,6064,1118
0500000US22051,"Jefferson Parish, Louisiana",193878,178028,15850
0500000US22053,"Jefferson Davis Parish, Louisiana",13936,12197,1739
0500000US22055,"Lafayette Parish, Louisiana",107922,97428,10494
0500000US22057,"Lafourche Parish, Louisiana",40933,37179,3754
0500000US22059,"LaSalle Parish, Louisiana",6151,5140,1011
0500000US22061,"Lincoln Parish, Louisiana",20370,18075,2295
0500000US22063,"Livingston Parish, Louisiana",57480,52581,4899
0500000US22065,"Madison Parish, Louisiana",4357,3732,625
0500000US22067,"Morehouse Parish, Louisiana",11863,10302,1561
0500000US22069,"Natchitoches Parish, Louisiana",18513,15213,3300
0500000US22071,"Orleans Parish, Louisiana",193840,165125,28715
0500000US22073,"Ouachita Parish, Louisiana",70028,62654,7374
0500000US22075,"Plaquemines Parish, Louisiana",9447,8190,1257
0500000US22077,"Pointe Coupee Parish, Louisiana",10923,8645,2278
0500000US22079,"Rapides Parish, Louisiana",57935,51268,6667
0500000US22081,"Red River Parish, Louisiana",3567,3042,525
0500000US22083,"Richland Parish, Louisiana",8628,7674,954
0500000US22085,"Sabine Parish, Louisiana",13370,9202,4168
0500000US22087,"St. Bernard Parish, Louisiana",17642,16223,1419
0500000US22089,"St. Charles Parish, Louisiana",20445,19187,1258
0500000US22091,"St. Helena Parish, Louisiana",5243,4380,863
0500000US22093,"St. James Parish, Louisiana",8554,7692,862
0500000US22095,"St. John the Baptist Parish, Louisiana",17738,15803,1935
0500000US22097,"St. Landry Parish, Louisiana",36723,32499,4224
0500000US22099,"St. Martin Parish, Louisiana",23515,20238,3277
0500000US22101,"St. Mary Parish, Louisiana",22407,19321,3086
0500000US22103,"St. Tammany Parish, Louisiana",110370,102005,8365
0500000US22105,"Tangipahoa Parish, Louisiana",56685,50961,5724
0500000US22107,"Tensas Parish, Louisiana",2779,1766,1013
0500000US22109,"Terrebonne Parish, Louisiana",47321,41344,5977
0500000US22111,"Union Parish, Louisiana",10334,8759,1575
0500000US22113,"Vermilion Parish, Louisiana",25741,22195,3546
0500000US22115,"Vernon Parish, Louisiana",21953,18761,3192
0500000US22117,"Washington Parish, Louisiana",21341,17944,3397
0500000US22119,"Webster Parish, Louisiana",18236,15684,2552
0500000US22121,"West Baton Rouge Parish, Louisiana",11496,10338,1158
0500000US22123,"West Carroll Parish, Louisiana",4656,4084,572
0500000US22125,"West Feliciana Parish, Louisiana",5036,3897,1139
0500000US22127,"Winn Parish, Louisiana",6339,5181,1158
0500000US23001,"Androscoggin County, Maine",49837,45393,4444
0500000US23003,"Aroostook County, Maine",38303,29784,8519
0500000US23005,"Cumberland County, Maine",149452,128100,21352
0500000US23007,"Franklin County, Maine",20856,12842,8014
0500000US23009,"Hancock County, Maine",40133,24948,15185
0500000US23011,"Kennebec County, Maine",62607,53223,9384
0500000US23013,"Knox County, Maine",24255,17883,6372
0500000US23015,"Lincoln County, Maine",23608,15803,7805
0500000US23017,"Oxford County, Maine",36130,24712,11418
0500000US23019,"Penobscot County, Maine",74878,64250,10628
0500000US23021,"Piscataquis County, Maine",14577,7615,6962
0500000US23023,"Sagadahoc County, Maine",18938,16136,2802
0500000US23025,"Somerset County, Maine",29785,21924,7861
0500000US23027,"Waldo County, Maine",21921,17143,4778
0500000US23029,"Washington County, Maine",21594,13757,7837
0500000US23031,"York County, Maine",112198,88924,23274
0500000US24001,"Allegany County, Maryland",32911,27596,5315
0500000US24003,"Anne Arundel County, Maryland",233130,219971,13159
0500000US24005,"Baltimore County, Maryland",350163,329964,20199
0500000US24009,"Calvert County, Maryland",35663,32754,2909
0500000US24011,"Caroline County, Maryland",13434,12327,1107
0500000US24013,"Carroll County, Maryland",65793,63050,2743
0500000US24015,"Cecil County, Maryland",43941,39398,4543
0500000US24017,"Charles County, Maryland",62123,59107,3016
0500000US24019,"Dorchester County, Maryland",16383,13721,2662
0500000US24021,"Frederick County, Maryland",103493,98358,5135
0500000US24023,"Garrett County, Maryland",18407,11954,6453
0500000US24025,"Harford County, Maryland",103284,98282,5002
0500000US24027,"Howard County, Maryland",123202,118781,4421
0500000US24029,"Kent County, Maryland",10286,8075,2211
0500000US24031,"Montgomery County, Maryland",404423,386931,17492
0500000US24033,"Prince George's County, Maryland",359957,342216,17741
0500000US24035,"Queen Anne's County, Maryland",21274,19240,2034
0500000US24037,"St. Mary's County, Maryland",45560,41845,3715
0500000US24039,"Somerset County, Maryland",10895,8334,2561
0500000US24041,"Talbot County, Maryland",19538,16296,3242
0500000US24043,"Washington County, Maryland",63790,58640,5150
0500000US24045,"Wicomico County, Maryland",43682,40018,3664
0500000US24047,"Worcester County, Maryland",56263,22871,33392
0500000US24510,"Baltimore city, Maryland",293249,251479,41770
0500000US25001,"Barnstable County, Massachusetts",164885,103368,61517
0500000US25003,"Berkshire County, Massachusetts",69759,57015,12744
0500000US25005,"Bristol County, Massachusetts",243464,229293,14171
0500000US25007,"Dukes County, Massachusetts",17530,8932,8598
0500000US25009,"Essex County, Massachusetts",327185,309030,18155
0500000US25011,"Franklin County, Massachusetts",34345,31323,3022
0500000US25013,"Hampden County, Massachusetts",197033,185030,12003
0500000US25015,"Hampshire County, Massachusetts",66245,61774,4471
0500000US25017,"Middlesex County, Massachusetts",658283,625916,32367
0500000US25019,"Nantucket County, Massachusetts",12169,5478,6691
0500000US25021,"Norfolk County, Massachusetts",291489,278326,13163
0500000US25023,"Plymouth County, Massachusetts",214770,197288,17482
0500000US25025,"Suffolk County, Massachusetts",349616,324655,24961
0500000US25027,"Worcester County, Massachusetts",351764,331797,19967
0500000US26001,"Alcona County, Michigan",10263,4907,5356
0500000US26003,"Alger County, Michigan",6169,3609,2560
0500000US26005,"Allegan County, Michigan",51789,45545,6244
0500000US26007,"Alpena County, Michigan",15645,12901,2744
0500000US26009,"Antrim County, Michigan",17538,10147,7391
0500000US26011,"Arenac County, Michigan",9504,6631,2873
0500000US26013,"Baraga County, Michigan",5052,3328,1724
0500000US26015,"Barry County, Michigan",27351,24076,3275
0500000US26017,"Bay County, Michigan",48562,45005,3557
0500000US26019,"Benzie County, Michigan",12099,7753,4346
0500000US26021,"Berrien County, Michigan",76821,63955,12866
0500000US26023,"Branch County, Michigan",20749,16780,3969
0500000US26025,"Calhoun County, Michigan",59518,54406,5112
0500000US26027,"Cass County, Michigan",25291,20707,4584
0500000US26029,"Charlevoix County, Michigan",17451,11274,6177
0500000US26031,"Cheboygan County, Michigan",17631,11290,6341
0500000US26033,"Chippewa County, Michigan",20268,13837,6431
0500000US26035,"Clare County, Michigan",21818,13279,8539
0500000US26037,"Clinton County, Michigan",32821,31087,1734
0500000US26039,"Crawford County, Michigan",10174,5663,4511
0500000US26041,"Delta County, Michigan",19786,16290,3496
0500000US26043,"Dickinson County, Michigan",13917,11569,2348
0500000US26045,"Eaton County, Michigan",47497,44950,2547
0500000US26047,"Emmet County, Michigan",21771,14862,6909
0500000US26049,"Genesee County, Michigan",183087,167118,15969
0500000US26051,"Gladwin County, Michigan",16862,11006,5856
0500000US26053,"Gogebic County, Michigan",10393,6874,3519
0500000US26055,"Grand Traverse County, Michigan",45776,39819,5957
0500000US26057,"Gratiot County, Michigan",16032,14764,1268
0500000US26059,"Hillsdale County, Michigan",21396,18062,3334
0500000US26061,"Houghton County, Michigan",18632,14299,4333
0500000US26063,"Huron County, Michigan",20319,14048,6271
0500000US26065,"Ingham County, Michigan",125251,115591,9660
0500000US26067,"Ionia County, Michigan",24638,23108,1530
0500000US26069,"Iosco County, Michigan",19856,11662,8194
0500000US26071,"Iron County, Michigan",8878,5521,3357
0500000US26073,"Isabella County, Michigan",28489,25191,3298
0500000US26075,"Jackson County, Michigan",69025,62567,6458
0500000US26077,"Kalamazoo County, Michigan",114021,106906,7115
0500000US26079,"Kalkaska County, Michigan",11570,7438,4132
