ID,NAME, Total,Occupied,Vacant
0500000US30031,"Gallatin County, Montana",52835,47117,5718
0500000US30033,"Garfield County, Montana",795,509,286
0500000US30035,"Glacier County, Montana",5342,4557,785
0500000US30037,"Golden Valley County, Montana",474,372,102
0500000US30039,"Granite County, Montana",2601,1504,1097
0500000US30041,"Hill County, Montana",7223,6176,1047
0500000US30043,"Jefferson County, Montana",5375,4894,481
0500000US30045,"Judith Basin County, Montana",1248,912,336
0500000US30047,"Lake County, Montana",16390,12486,3904
0500000US30049,"Lewis and Clark County, Montana",33599,30204,3395
0500000US30051,"Liberty County, Montana",933,732,201
0500000US30053,"Lincoln County, Montana",10953,8886,2067
0500000US30055,"McCone County, Montana",1025,747,278
0500000US30057,"Madison County, Montana",6379,4006,2373
0500000US30059,"Meagher County, Montana",1352,862,490
0500000US30061,"Mineral County, Montana",2563,2040,523
0500000US30063,"Missoula County, Montana",54542,50645,3897
0500000US30065,"Musselshell County, Montana",2633,2070,563
0500000US30067,"Park County, Montana",9554,7997,1557
0500000US30069,"Petroleum County, Montana",333,228,105
0500000US30071,"Phillips County, Montana",2229,1770,459
0500000US30073,"Pondera County, Montana",2759,2254,505
0500000US30075,"Powder River County, Montana",971,749,222
0500000US30077,"Powell County, Montana",2900,2374,526
0500000US30079,"Prairie County, Montana",671,498,173
0500000US30081,"Ravalli County, Montana",21062,18750,2312
0500000US30083,"Richland County, Montana",5566,4827,739
0500000US30085,"Roosevelt County, Montana",4065,3610,455
0500000US30087,"Rosebud County, Montana",3780,3145,635
0500000US30089,"Sanders County, Montana",6800,5533,1267
0500000US30091,"Sheridan County, Montana",2128,1631,497
0500000US30093,"Silver Bow County, Montana",17247,15450,1797
0500000US30095,"Stillwater County, Montana",4659,3777,882
0500000US30097,"Sweet Grass County, Montana",1949,1594,355
0500000US30099,"Teton County, Montana",2935,2490,445
0500000US30101,"Toole County, Montana",2320,1748,572
0500000US30103,"Treasure County, Montana",448,349,99
0500000US30105,"Valley County, Montana",4229,3221,1008
0500000US30107,"Wheatland County, Montana",1114,799,315
0500000US30109,"Wibaux County, Montana",518,405,113
0500000US30111,"Yellowstone County, Montana",71804,67578,4226
0500000US31001,"Adams County, Nebraska",13806,12690,1116
0500000US31003,"Antelope County, Nebraska",3112,2670,442
0500000US31005,"Arthur County, Nebraska",226,174,52
0500000US31007,"Banner County, Nebraska",327,267,60
0500000US31009,"Blaine County, Nebraska",299,199,100
0500000US31011,"Boone County, Nebraska",2554,2253,301
0500000US31013,"Box Butte County, Nebraska",5234,4566,668
0500000US31015,"Boyd County, Nebraska",1226,833,393
0500000US31017,"Brown County, Nebraska",1642,1350,292
0500000US31019,"Buffalo County, Nebraska",20947,19590,1357
0500000US31021,"Burt County, Nebraska",3324,2851,473
0500000US31023,"Butler County, Nebraska",4028,3424,604
0500000US31025,"Cass County, Nebraska",11623,10315,1308
0500000US31027,"Cedar County, Nebraska",3900,3380,520
0500000US31029,"Chase County, Nebraska",1850,1575,275
0500000US31031,"Cherry County, Nebraska",2979,2427,552
0500000US31033,"Cheyenne County, Nebraska",4891,4168,723
0500000US31035,"Clay County, Nebraska",2817,2509,308
0500000US31037,"Colfax County, Nebraska",3976,3615,361
0500000US31039,"Cuming County, Nebraska",4123,3668,455
0500000US31041,"Custer County, Nebraska",5310,4551,759
0500000US31043,"Dakota County, Nebraska",7765,7400,365
0500000US31045,"Dawes County, Nebraska",4002,3325,677
0500000US31047,"Dawson County, Nebraska",9792,8868,924
0500000US31049,"Deuel County, Nebraska",1048,834,214
0500000US31051,"Dixon County, Nebraska",2520,2206,314
0500000US31053,"Dodge County, Nebraska",16191,14813,1378
0500000US31055,"Douglas County, Nebraska",245050,229416,15634
0500000US31057,"Dundy County, Nebraska",1008,773,235
0500000US31059,"Fillmore County, Nebraska",2718,2386,332
0500000US31061,"Franklin County, Nebraska",1527,1285,242
0500000US31063,"Frontier County, Nebraska",1395,1048,347
0500000US31065,"Furnas County, Nebraska",2518,2049,469
0500000US31067,"Gage County, Nebraska",10327,9284,1043
0500000US31069,"Garden County, Nebraska",1181,883,298
0500000US31071,"Garfield County, Nebraska",1053,776,277
0500000US31073,"Gosper County, Nebraska",1148,789,359
0500000US31075,"Grant County, Nebraska",362,263,99
0500000US31077,"Greeley County, Nebraska",1189,948,241
0500000US31079,"Hall County, Nebraska",25159,23805,1354
0500000US31081,"Hamilton County, Nebraska",4088,3715,373
0500000US31083,"Harlan County, Nebraska",1915,1355,560
0500000US31085,"Hayes County, Nebraska",442,354,88
0500000US31087,"Hitchcock County, Nebraska",1571,1137,434
0500000US31089,"Holt County, Nebraska",4893,4257,636
0500000US31091,"Hooker County, Nebraska",408,323,85
0500000US31093,"Howard County, Nebraska",2865,2616,249
0500000US31095,"Jefferson County, Nebraska",3665,3179,486
0500000US31097,"Johnson County, Nebraska",2093,1797,296
0500000US31099,"Kearney County, Nebraska",2966,2727,239
0500000US31101,"Keith County, Nebraska",5342,3672,1670
0500000US31103,"Keya Paha County, Nebraska",496,353,143
0500000US31105,"Kimball County, Nebraska",1805,1501,304
0500000US31107,"Knox County, Nebraska",4502,3435,1067
0500000US31109,"Lancaster County, Nebraska",135484,127884,7600
0500000US31111,"Lincoln County, Nebraska",16526,14683,1843
0500000US31113,"Logan County, Nebraska",367,286,81
0500000US31115,"Loup County, Nebraska",419,272,147
0500000US31117,"McPherson County, Nebraska",232,168,64
0500000US31119,"Madison County, Nebraska",15094,14024,1070
0500000US31121,"Merrick County, Nebraska",3548,3072,476
0500000US31123,"Morrill County, Nebraska",2272,1905,367
0500000US31125,"Nance County, Nebraska",1610,1414,196
0500000US31127,"Nemaha County, Nebraska",3312,2814,498
0500000US31129,"Nuckolls County, Nebraska",2216,1894,322
0500000US31131,"Otoe County, Nebraska",6941,6390,551
0500000US31133,"Pawnee County, Nebraska",1402,1108,294
0500000US31135,"Perkins County, Nebraska",1345,1172,173
0500000US31137,"Phelps County, Nebraska",4149,3706,443
0500000US31139,"Pierce County, Nebraska",3118,2887,231
0500000US31141,"Platte County, Nebraska",14094,13313,781
0500000US31143,"Polk County, Nebraska",2524,2146,378
0500000US31145,"Red Willow County, Nebraska",5157,4532,625
0500000US31147,"Richardson County, Nebraska",4083,3460,623
0500000US31149,"Rock County, Nebraska",795,583,212
0500000US31151,"Saline County, Nebraska",5714,5222,492
0500000US31153,"Sarpy County, Nebraska",73081,70173,2908
0500000US31155,"Saunders County, Nebraska",9987,8667,1320
0500000US31157,"Scotts Bluff County, Nebraska",16494,14689,1805
0500000US31159,"Seward County, Nebraska",7061,6558,503
0500000US31161,"Sheridan County, Nebraska",2699,2163,536
0500000US31163,"Sherman County, Nebraska",1789,1305,484
0500000US31165,"Sioux County, Nebraska",705,515,190
0500000US31167,"Stanton County, Nebraska",2460,2239,221
0500000US31169,"Thayer County, Nebraska",2498,2143,355
0500000US31171,"Thomas County, Nebraska",379,305,74
0500000US31173,"Thurston County, Nebraska",2283,2068,215
0500000US31175,"Valley County, Nebraska",2104,1806,298
0500000US31177,"Washington County, Nebraska",8577,8115,462
0500000US31179,"Wayne County, Nebraska",3950,3524,426
0500000US31181,"Webster County, Nebraska",1788,1454,334
0500000US31183,"Wheeler County, Nebraska",503,343,160
0500000US31185,"York County, Nebraska",6320,5663,657
0500000US32001,"Churchill County, Nevada",10772,10017,755
0500000US32003,"Clark County, Nevada",917656,845888,71768
0500000US32005,"Douglas County, Nevada",24309,21400,2909
0500000US32007,"Elko County, Nevada",21770,19631,2139
0500000US32009,"Esmeralda County, Nevada",537,365,172
0500000US32011,"Eureka County, Nevada",962,802,160
0500000US32013,"Humboldt County, Nevada",7658,6575,1083
0500000US32015,"Lander County, Nevada",2798,2292,506
0500000US32017,"Lincoln County, Nevada",2203,1719,484
0500000US32019,"Lyon County, Nevada",24401,22704,1697
0500000US32021,"Mineral County, Nevada",2586,2102,484
0500000US32023,"Nye County, Nevada",25191,21763,3428
0500000US32027,"Pershing County, Nevada",2278,1929,349
0500000US32029,"Storey County, Nevada",1987,1807,180
0500000US32031,"Washoe County, Nevada",207209,191885,15324
0500000US32033,"White Pine County, Nevada",4137,3351,786
0500000US32510,"Carson City, Nevada",24564,23419,1145
0500000US33001,"Belknap County, New Hampshire",38252,27027,11225
0500000US33003,"Carroll County, New Hampshire",39670,22667,17003
0500000US33005,"Cheshire County, New Hampshire",35612,31372,4240
0500000US33007,"Coos County, New Hampshire",20444,13908,6536
0500000US33009,"Grafton County, New Hampshire",50840,37683,13157
0500000US33011,"Hillsborough County, New Hampshire",175571,167875,7696
0500000US33013,"Merrimack County, New Hampshire",65565,60420,5145
0500000US33015,"Rockingham County, New Hampshire",135338,125787,9551
0500000US33017,"Strafford County, New Hampshire",55706,51454,4252
0500000US33019,"Sullivan County, New Hampshire",21797,18164,3633
0500000US34001,"Atlantic County, New Jersey",132038,106716,25322
0500000US34003,"Bergen County, New Jersey",367383,350664,16719
0500000US34005,"Burlington County, New Jersey",184775,174560,10215
0500000US34007,"Camden County, New Jersey",212759,199373,13386
0500000US34009,"Cape May County, New Jersey",99606,41012,58594
0500000US34011,"Cumberland County, New Jersey",57119,52649,4470
0500000US34013,"Essex County, New Jersey",334896,312913,21983
0500000US34015,"Gloucester County, New Jersey",117208,110471,6737
0500000US34017,"Hudson County, New Jersey",312706,289408,23298
0500000US34019,"Hunterdon County, New Jersey",51687,48978,2709
0500000US34021,"Mercer County, New Jersey",150442,139361,11081
0500000US34023,"Middlesex County, New Jersey",315521,300547,14974
0500000US34025,"Monmouth County, New Jersey",268912,244630,24282
0500000US34027,"Morris County, New Jersey",197722,188496,9226
0500000US34029,"Ocean County, New Jersey",294429,238812,55617
0500000US34031,"Passaic County, New Jersey",185367,177075,8292
0500000US34033,"Salem County, New Jersey",27763,25225,2538
0500000US34035,"Somerset County, New Jersey",131822,125598,6224
0500000US34037,"Sussex County, New Jersey",62709,55915,6794
0500000US34039,"Union County, New Jersey",209908,200372,9536
0500000US34041,"Warren County, New Jersey",46457,43327,3130
0500000US35001,"Bernalillo County, New Mexico",299451,279298,20153
0500000US35003,"Catron County, New Mexico",3231,1835,1396
0500000US35005,"Chaves County, New Mexico",26658,23521,3137
0500000US35006,"Cibola County, New Mexico",11099,9080,2019
0500000US35007,"Colfax County, New Mexico",9503,5519,3984
0500000US35009,"Curry County, New Mexico",21102,18563,2539
0500000US35011,"De Baca County, New Mexico",1125,770,355
0500000US35013,"Doña Ana County, New Mexico",89804,82366,7438
0500000US35015,"Eddy County, New Mexico",26277,22751,3526
0500000US35017,"Grant County, New Mexico",14584,12269,2315
0500000US35019,"Guadalupe County, New Mexico",2187,1659,528
0500000US35021,"Harding County, New Mexico",600,331,269
0500000US35023,"Hidalgo County, New Mexico",2190,1714,476
0500000US35025,"Lea County, New Mexico",27950,25049,2901
0500000US35027,"Lincoln County, New Mexico",17624,9148,8476
0500000US35028,"Los Alamos County, New Mexico",8634,8147,487
0500000US35029,"Luna County, New Mexico",11508,9822,1686
0500000US35031,"McKinley County, New Mexico",25057,22659,2398
0500000US35033,"Mora County, New Mexico",2866,1895,971
0500000US35035,"Otero County, New Mexico",32210,25932,6278
0500000US35037,"Quay County, New Mexico",5471,3922,1549
0500000US35039,"Rio Arriba County, New Mexico",19545,16122,3423
0500000US35041,"Roosevelt County, New Mexico",8483,7159,1324
0500000US35043,"Sandoval County, New Mexico",58603,54856,3747
0500000US35045,"San Juan County, New Mexico",47744,42536,5208
0500000US35047,"San Miguel County, New Mexico",14768,11351,3417
0500000US35049,"Santa Fe County, New Mexico",76877,68020,8857
0500000US35051,"Sierra County, New Mexico",8056,5741,2315
0500000US35053,"Socorro County, New Mexico",7573,6471,1102
0500000US35055,"Taos County, New Mexico",20904,15747,5157
0500000US35057,"Torrance County, New Mexico",7169,5953,1216
0500000US35059,"Union County, New Mexico",2077,1552,525
0500000US35061,"Valencia County, New Mexico",29929,27756,2173
0500000US36001,"Albany County, New York",146131,132812,13319
0500000US36003,"Allegany County, New York",23454,17668,5786
0500000US36005,"Bronx County, New York",547030,522450,24580
0500000US36007,"Broome County, New York",92569,82088,10481
0500000US36009,"Cattaraugus County, New York",40152,31863,8289
0500000US36011,"Cayuga County, New York",36660,31328,5332
0500000US36013,"Chautauqua County, New York",66247,53223,13024
0500000US36015,"Chemung County, New York",38985,35242,3743
0500000US36017,"Chenango County, New York",24210,19897,4313
0500000US36019,"Clinton County, New York",37315,32583,4732
0500000US36021,"Columbia County, New York",33226,26590,6636
0500000US36023,"Cortland County, New York",20814,18378,2436
0500000US36025,"Delaware County, New York",29953,19193,10760
0500000US36027,"Dutchess County, New York",122009,111927,10082
0500000US36029,"Erie County, New York",438747,404064,34683
0500000US36031,"Essex County, New York",25123,16088,9035
0500000US36033,"Franklin County, New York",25318,18974,6344
0500000US36035,"Fulton County, New York",28087,22390,5697
0500000US36037,"Genesee County, New York",26013,24213,1800
0500000US36039,"Greene County, New York",28926,20073,8853
0500000US36041,"Hamilton County, New York",7826,2478,5348
0500000US36043,"Herkimer County, New York",32335,25318,7017
0500000US36045,"Jefferson County, New York",61604,45480,16124
0500000US36047,"Kings County, New York",1077654,1009804,67850
0500000US36049,"Lewis County, New York",15464,10754,4710
0500000US36051,"Livingston County, New York",27113,24276,2837
0500000US36053,"Madison County, New York",30551,26626,3925
0500000US36055,"Monroe County, New York",336262,316961,19301
0500000US36057,"Montgomery County, New York",22857,19968,2889
0500000US36059,"Nassau County, New York",476732,455482,21250
0500000US36061,"New York County, New York",913926,817782,96144
0500000US36063,"Niagara County, New York",100156,91392,8764
0500000US36065,"Oneida County, New York",104919,93846,11073
0500000US36067,"Onondaga County, New York",211343,195566,15777
0500000US36069,"Ontario County, New York",52585,46693,5892
0500000US36071,"Orange County, New York",146879,135746,11133
0500000US36073,"Orleans County, New York",18209,15969,2240
0500000US36075,"Oswego County, New York",54470,46419,8051
0500000US36077,"Otsego County, New York",29838,23414,6424
0500000US36079,"Putnam County, New York",38308,35329,2979
0500000US36081,"Queens County, New York",896333,847210,49123
0500000US36083,"Rensselaer County, New York",74197,66904,7293
0500000US36085,"Richmond County, New York",183692,173202,10490
0500000US36087,"Rockland County, New York",108068,102948,5120
0500000US36089,"St. Lawrence County, New York",51612,41235,10377
0500000US36091,"Saratoga County, New York",109919,98756,11163
0500000US36093,"Schenectady County, New York",70794,64957,5837
0500000US36095,"Schoharie County, New York",16449,12610,3839
0500000US36097,"Schuyler County, New York",9621,7699,1922
0500000US36099,"Seneca County, New York",16096,13414,2682
0500000US36101,"Steuben County, New York",47327,39737,7590
0500000US36103,"Suffolk County, New York",578940,516872,62068
0500000US36105,"Sullivan County, New York",49125,30183,18942
0500000US36107,"Tioga County, New York",21787,19878,1909
0500000US36109,"Tompkins County, New York",46884,42273,4611
0500000US36111,"Ulster County, New York",85853,73321,12532
0500000US36113,"Warren County, New York",39928,29064,10864
0500000US36115,"Washington County, New York",28998,24510,4488
0500000US36117,"Wayne County, New York",42257,37485,4772
0500000US36119,"Westchester County, New York",388963,367296,21667
0500000US36121,"Wyoming County, New York",18186,15810,2376
0500000US36123,"Yates County, New York",13037,9461,3576
0500000US37001,"Alamance County, North Carolina",73385,67925,5460
0500000US37003,"Alexander County, North Carolina",15960,14408,1552
0500000US37005,"Alleghany County, North Carolina",7666,4844,2822
0500000US37007,"Anson County, North Carolina",9834,8554,1280
0500000US37009,"Ashe County, North Carolina",16935,11708,5227
0500000US37011,"Avery County, North Carolina",13827,6860,6967
0500000US37013,"Beaufort County, North Carolina",24090,19430,4660
0500000US37015,"Bertie County, North Carolina",8936,7264,1672
0500000US37017,"Bladen County, North Carolina",15131,12410,2721
0500000US37019,"Brunswick County, North Carolina",88330,61496,26834
0500000US37021,"Buncombe County, North Carolina",129141,116237,12904
0500000US37023,"Burke County, North Carolina",39525,35140,4385
0500000US37025,"Cabarrus County, North Carolina",87410,82596,4814
0500000US37027,"Caldwell County, North Carolina",36931,33166,3765
0500000US37029,"Camden County, North Carolina",4119,3875,244
0500000US37031,"Carteret County, North Carolina",50846,30112,20734
0500000US37033,"Caswell County, North Carolina",10444,9124,1320
0500000US37035,"Catawba County, North Carolina",70744,64471,6273
0500000US37037,"Chatham County, North Carolina",33947,31288,2659
0500000US37039,"Cherokee County, North Carolina",17863,12705,5158
0500000US37041,"Chowan County, North Carolina",7131,5884,1247
0500000US37043,"Clay County, North Carolina",7295,4880,2415
0500000US37045,"Cleveland County, North Carolina",43630,39887,3743
0500000US37047,"Columbus County, North Carolina",23433,20368,3065
0500000US37049,"Craven County, North Carolina",46800,40932,5868
0500000US37051,"Cumberland County, North Carolina",142175,128978,13197
0500000US37053,"Currituck County, North Carolina",15989,10723,5266
0500000US37055,"Dare County, North Carolina",34237,15966,18271
0500000US37057,"Davidson County, North Carolina",74536,68126,6410
0500000US37059,"Davie County, North Carolina",18753,17256,1497
0500000US37061,"Duplin County, North Carolina",23704,19195,4509
0500000US37063,"Durham County, North Carolina",144559,134653,9906
0500000US37065,"Edgecombe County, North Carolina",23059,19971,3088
0500000US37067,"Forsyth County, North Carolina",170176,156635,13541
0500000US37069,"Franklin County, North Carolina",29358,26300,3058
0500000US37071,"Gaston County, North Carolina",98136,90799,7337
0500000US37073,"Gates County, North Carolina",4767,4244,523
0500000US37075,"Graham County, North Carolina",5212,3317,1895
0500000US37077,"Granville County, North Carolina",24214,22461,1753
0500000US37079,"Greene County, North Carolina",7846,6984,862
0500000US37081,"Guilford County, North Carolina",232277,216022,16255
0500000US37083,"Halifax County, North Carolina",24735,20707,4028
0500000US37085,"Harnett County, North Carolina",52876,48083,4793
0500000US37087,"Haywood County, North Carolina",34889,27193,7696
0500000US37089,"Henderson County, North Carolina",56434,49317,7117
0500000US37091,"Hertford County, North Carolina",9803,8351,1452
0500000US37093,"Hoke County, North Carolina",20083,18590,1493
0500000US37095,"Hyde County, North Carolina",3146,1804,1342
0500000US37097,"Iredell County, North Carolina",79372,72706,6666
0500000US37099,"Jackson County, North Carolina",26649,16876,9773
0500000US37101,"Johnston County, North Carolina",84340,79053,5287
0500000US37103,"Jones County, North Carolina",4635,3873,762
0500000US37105,"Lee County, North Carolina",26583,24575,2008
0500000US37107,"Lenoir County, North Carolina",26577,22930,3647
0500000US37109,"Lincoln County, North Carolina",37170,34306,2864
0500000US37111,"McDowell County, North Carolina",21242,18058,3184
0500000US37113,"Macon County, North Carolina",26948,16379,10569
0500000US37115,"Madison County, North Carolina",11045,8920,2125
0500000US37117,"Martin County, North Carolina",11080,9554,1526
0500000US37119,"Mecklenburg County, North Carolina",478966,448814,30152
0500000US37121,"Mitchell County, North Carolina",8638,6612,2026
0500000US37123,"Montgomery County, North Carolina",14773,10333,4440
0500000US37125,"Moore County, North Carolina",48237,41881,6356
0500000US37127,"Nash County, North Carolina",43154,39093,4061
0500000US37129,"New Hanover County, North Carolina",113368,98109,15259
0500000US37131,"Northampton County, North Carolina",10570,7801,2769
0500000US37133,"Onslow County, North Carolina",84180,69576,14604
0500000US37135,"Orange County, North Carolina",61211,57059,4152
0500000US37137,"Pamlico County, North Carolina",7118,5193,1925
0500000US37139,"Pasquotank County, North Carolina",17410,15616,1794
0500000US37141,"Pender County, North Carolina",29927,22962,6965
0500000US37143,"Perquimans County, North Carolina",6866,5566,1300
0500000US37145,"Person County, North Carolina",18284,16176,2108
0500000US37147,"Pitt County, North Carolina",80515,70016,10499
0500000US37149,"Polk County, North Carolina",10775,8538,2237
0500000US37151,"Randolph County, North Carolina",62024,57470,4554
0500000US37153,"Richmond County, North Carolina",19605,17454,2151
0500000US37155,"Robeson County, North Carolina",48426,43402,5024
0500000US37157,"Rockingham County, North Carolina",43431,38740,4691
0500000US37159,"Rowan County, North Carolina",63200,57433,5767
0500000US37161,"Rutherford County, North Carolina",32444,26652,5792
0500000US37163,"Sampson County, North Carolina",25481,22562,2919
0500000US37165,"Scotland County, North Carolina",14348,12870,1478
0500000US37167,"Stanly County, North Carolina",27685,24742,2943
0500000US37169,"Stokes County, North Carolina",21160,18893,2267
0500000US37171,"Surry County, North Carolina",33436,29659,3777
0500000US37173,"Swain County, North Carolina",8341,5734,2607
0500000US37175,"Transylvania County, North Carolina",19025,14385,4640
0500000US37177,"Tyrrell County, North Carolina",1999,1444,555
0500000US37179,"Union County, North Carolina",83788,80167,3621
0500000US37181,"Vance County, North Carolina",19276,17038,2238
0500000US37183,"Wake County, North Carolina",462582,437043,25539
0500000US37185,"Warren County, North Carolina",11309,7894,3415
0500000US37187,"Washington County, North Carolina",6039,4871,1168
0500000US37189,"Watauga County, North Carolina",32637,21413,11224
0500000US37191,"Wayne County, North Carolina",52551,45997,6554
0500000US37193,"Wilkes County, North Carolina",31545,27612,3933
0500000US37195,"Wilson County, North Carolina",36252,32222,4030
0500000US37197,"Yadkin County, North Carolina",16946,15225,1721
0500000US37199,"Yancey County, North Carolina",11230,8120,3110
0500000US38001,"Adams County, North Dakota",1364,1011,353
0500000US38003,"Barnes County, North Dakota",5671,4772,899
0500000US38005,"Benson County, North Dakota",2542,2015,527
0500000US38007,"Billings County, North Dakota",567,406,161
0500000US38009,"Bottineau County, North Dakota",3931,2779,1152
0500000US38011,"Bowman County, North Dakota",1633,1294,339
0500000US38013,"Burke County, North Dakota",1378,954,424
0500000US38015,"Burleigh County, North Dakota",42692,39927,2765
0500000US38017,"Cass County, North Dakota",85397,78672,6725
0500000US38019,"Cavalier County, North Dakota",2097,1661,436
0500000US38021,"Dickey County, North Dakota",2383,1985,398
0500000US38023,"Divide County, North Dakota",1397,965,432
0500000US38025,"Dunn County, North Dakota",2105,1558,547
0500000US38027,"Eddy County, North Dakota",1240,1026,214
0500000US38029,"Emmons County, North Dakota",2047,1492,555
0500000US38031,"Foster County, North Dakota",1773,1458,315
0500000US38033,"Golden Valley County, North Dakota",899,721,178
0500000US38035,"Grand Forks County, North Dakota",33428,30658,2770
0500000US38037,"Grant County, North Dakota",1649,1028,621
0500000US38039,"Griggs County, North Dakota",1378,1015,363
0500000US38041,"Hettinger County, North Dakota",1399,1064,335
0500000US38043,"Kidder County, North Dakota",1631,1043,588
0500000US38045,"LaMoure County, North Dakota",2064,1720,344
0500000US38047,"Logan County, North Dakota",1078,791,287
0500000US38049,"McHenry County, North Dakota",2818,2292,526
0500000US38051,"McIntosh County, North Dakota",1704,1177,527
0500000US38053,"McKenzie County, North Dakota",7661,5416,2245
0500000US38055,"McLean County, North Dakota",5728,4129,1599
0500000US38057,"Mercer County, North Dakota",4657,3475,1182
0500000US38059,"Morton County, North Dakota",15107,13827,1280
0500000US38061,"Mountrail County, North Dakota",5018,3715,1303
0500000US38063,"Nelson County, North Dakota",1791,1386,405
0500000US38065,"Oliver County, North Dakota",912,760,152
0500000US38067,"Pembina County, North Dakota",3499,3003,496
0500000US38069,"Pierce County, North Dakota",2040,1719,321
0500000US38071,"Ramsey County, North Dakota",5843,4947,896
0500000US38073,"Ransom County, North Dakota",2536,2246,290
0500000US38075,"Renville County, North Dakota",1282,982,300
0500000US38077,"Richland County, North Dakota",7501,6710,791
0500000US38079,"Rolette County, North Dakota",4581,4114,467
0500000US38081,"Sargent County, North Dakota",1999,1734,265
0500000US38083,"Sheridan County, North Dakota",808,585,223
0500000US38085,"Sioux County, North Dakota",1277,1103,174
0500000US38087,"Slope County, North Dakota",409,303,106
0500000US38089,"Stark County, North Dakota",15381,13561,1820
0500000US38091,"Steele County, North Dakota",1091,788,303
0500000US38093,"Stutsman County, North Dakota",10374,9084,1290
0500000US38095,"Towner County, North Dakota",1290,965,325
0500000US38097,"Traill County, North Dakota",3649,3230,419
0500000US38099,"Walsh County, North Dakota",5202,4493,709
0500000US38101,"Ward County, North Dakota",32176,28847,3329
0500000US38103,"Wells County, North Dakota",2338,1852,486
0500000US38105,"Williams County, North Dakota",20227,16095,4132
0500000US39001,"Adams County, Ohio",12692,10938,1754
0500000US39003,"Allen County, Ohio",44563,40935,3628
0500000US39005,"Ashland County, Ohio",22471,20700,1771
0500000US39007,"Ashtabula County, Ohio",46237,39329,6908
0500000US39009,"Athens County, Ohio",26386,23696,2690
0500000US39011,"Auglaize County, Ohio",19873,18602,1271
0500000US39013,"Belmont County, Ohio",31618,27333,4285
0500000US39015,"Brown County, Ohio",19324,17153,2171
0500000US39017,"Butler County, Ohio",153741,145159,8582
0500000US39019,"Carroll County, Ohio",13395,11065,2330
0500000US39021,"Champaign County, Ohio",16862,15638,1224
0500000US39023,"Clark County, Ohio",60987,55844,5143
0500000US39025,"Clermont County, Ohio",86363,81944,4419
0500000US39027,"Clinton County, Ohio",17906,16464,1442
0500000US39029,"Columbiana County, Ohio",46091,41706,4385
0500000US39031,"Coshocton County, Ohio",16324,14621,1703
0500000US39033,"Crawford County, Ohio",19865,18069,1796
0500000US39035,"Cuyahoga County, Ohio",615825,555988,59837
0500000US39037,"Darke County, Ohio",22599,20925,1674
0500000US39039,"Defiance County, Ohio",16539,15482,1057
0500000US39041,"Delaware County, Ohio",81854,77713,4141
0500000US39043,"Erie County, Ohio",38262,32360,5902
0500000US39045,"Fairfield County, Ohio",62466,58691,3775
0500000US39047,"Fayette County, Ohio",12663,11752,911
0500000US39049,"Franklin County, Ohio",580903,540369,40534
0500000US39051,"Fulton County, Ohio",17689,16801,888
0500000US39053,"Gallia County, Ohio",13430,11665,1765
0500000US39055,"Geauga County, Ohio",37419,35460,1959
0500000US39057,"Greene County, Ohio",71336,66831,4505
0500000US39059,"Guernsey County, Ohio",19009,16100,2909
0500000US39061,"Hamilton County, Ohio",379015,347126,31889
0500000US39063,"Hancock County, Ohio",33655,31107,2548
0500000US39065,"Hardin County, Ohio",12883,11638,1245
0500000US39067,"Harrison County, Ohio",7379,6032,1347
0500000US39069,"Henry County, Ohio",12036,11262,774
0500000US39071,"Highland County, Ohio",18981,16876,2105
0500000US39073,"Hocking County, Ohio",12987,11429,1558
0500000US39075,"Holmes County, Ohio",14588,13490,1098
0500000US39077,"Huron County, Ohio",25499,23406,2093
0500000US39079,"Jackson County, Ohio",14399,12936,1463
0500000US39081,"Jefferson County, Ohio",31125,27464,3661
0500000US39083,"Knox County, Ohio",25797,23429,2368
0500000US39085,"Lake County, Ohio",105315,99590,5725
0500000US39087,"Lawrence County, Ohio",26501,23872,2629
0500000US39089,"Licking County, Ohio",72709,68462,4247
0500000US39091,"Logan County, Ohio",23657,19062,4595
0500000US39093,"Lorain County, Ohio",134341,125239,9102
0500000US39095,"Lucas County, Ohio",200147,181899,18248
0500000US39097,"Madison County, Ohio",16216,15234,982
0500000US39099,"Mahoning County, Ohio",107989,97912,10077
0500000US39101,"Marion County, Ohio",27348,24932,2416
0500000US39103,"Medina County, Ohio",75169,71647,3522
0500000US39105,"Meigs County, Ohio",10649,9204,1445
0500000US39107,"Mercer County, Ohio",17888,16288,1600
0500000US39109,"Miami County, Ohio",46766,44086,2680
0500000US39111,"Monroe County, Ohio",7133,5747,1386
0500000US39113,"Montgomery County, Ohio",251523,228536,22987
0500000US39115,"Morgan County, Ohio",7232,5845,1387
0500000US39117,"Morrow County, Ohio",14472,13334,1138
0500000US39119,"Muskingum County, Ohio",38358,35091,3267
0500000US39121,"Noble County, Ohio",5751,4725,1026
0500000US39123,"Ottawa County, Ohio",28596,17748,10848
0500000US39125,"Paulding County, Ohio",8490,7590,900
0500000US39127,"Perry County, Ohio",14962,13592,1370
0500000US39129,"Pickaway County, Ohio",22372,21005,1367
0500000US39131,"Pike County, Ohio",11979,10656,1323
0500000US39133,"Portage County, Ohio",70672,65624,5048
0500000US39135,"Preble County, Ohio",18093,16412,1681
0500000US39137,"Putnam County, Ohio",13824,12976,848
0500000US39139,"Richland County, Ohio",54522,50303,4219
0500000US39141,"Ross County, Ohio",32066,29386,2680
0500000US39143,"Sandusky County, Ohio",26479,24444,2035
